case_id	phase	statement_id	page	record	owner_or_station	input_product_id	event_count	surface_sequence	command_ids	invariant_command_sequence_de	concrete_case_expansion_de	owner_and_product_attach_rule_de
C1	PREPARE_PRODUCT	H1-S001	f10r	H1	abgebildete breit gezähnte radialblütige Pflanze	RAW_PLANT_MATERIAL	10	dchey cthoor char chty os chair otytchol oky daiin etyd	CMD015|CMD029|CMD008|CMD156|CMD108|CMD011|CMD122|CMD095|CMD001|CMD034	ABZIEHEN · KURZ · DIES | BEREIT · GANG · ANSATZ | QUELLE | EINTRAGEN · DIES | FACH | ABZIEHEN · LAUF | DANACH [DIES EINTRAGEN · ABZIEHEN] FORTSETZEN | ANSETZEN · DIES | MASS | KURZ · EINTRAGEN · DIES	Frischen Pflanzenteil kurz in den Wasseransatz geben, den ersten Auszug in das Auffangfach laufen lassen und nach Mass zurueck in die Charge eintragen.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	PREPARE_PRODUCT	H1-S002	f10r	H1	abgebildete breit gezähnte radialblütige Pflanze	RAW_PLANT_MATERIAL	4	qokchy qotchol chol cthy	CMD095|CMD112|CMD097|CMD030	ANSETZEN · DIES | DANACH · ABZIEHEN · FORTSETZEN | FORTSETZEN | BEREIT · DIES	Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S001	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	1	qokedy	CMD085	ANSETZEN · KURZ; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	CMD077|CMD042|CMD080|CMD008|CMD097|CMD041|CMD101|CMD004|CMD097|CMD128|CMD051|CMD102|CMD097|CMD133|CMD001|CMD087|CMD001|CMD026|CMD021	ANSETZEN · MASS | ZUFUEHREN · LAUF | ANSETZEN · ZIEL | QUELLE | FORTSETZEN | ZUFUEHREN · PORTION | FORTSETZEN · ZUFUEHREN · PORTION | ZIEL | FORTSETZEN | KUEHLEN · FORTSETZEN | FUEHREN | FORTSETZEN · ANSATZ | FORTSETZEN | HALTEN · KURZ · DURCHLASS · ZIEL | MASS | ANSETZEN · LANG · ZIEL | MASS | DURCHLASS · DIES | UMSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S003	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	2	qol sshkchdy	CMD097|CMD142	FORTSETZEN | HALTEN · ZUFUEHREN · UMSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S004	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	3	chedy ol shedy	CMD022|CMD097|CMD147	UMSETZEN · DIES | FORTSETZEN | ABSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S005	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	1	qolchedy	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S006	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	4	qokain shckhy dl ral	CMD078|CMD026|CMD051|CMD126	ANSETZEN · PORTION | DURCHLASS · DIES | FUEHREN | KUEHLEN · ZIEL	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S007	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	1	qokchdy	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	H3	5	chey ol cheky ol shedy	CMD158|CMD097|CMD023|CMD097|CMD147	DIES | FORTSETZEN | WAERMEN · KURZ · DIES | FORTSETZEN | ABSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	Owner und Produkt einmal nennen; dann Kommandos unverändert sprechen.
