group_type	group_label	event_count	fold
PHYSICAL_FOLIO	f100r	25	2
PHYSICAL_FOLIO	f100v	17	3
PHYSICAL_FOLIO	f102r	15	2
PHYSICAL_FOLIO	f102v	35	4
PHYSICAL_FOLIO	f103r	60	0
PHYSICAL_FOLIO	f103v	43	2
PHYSICAL_FOLIO	f104r	56	1
PHYSICAL_FOLIO	f104v	46	2
PHYSICAL_FOLIO	f105r	39	2
PHYSICAL_FOLIO	f105v	40	3
PHYSICAL_FOLIO	f106r	41	1
PHYSICAL_FOLIO	f106v	51	1
PHYSICAL_FOLIO	f107r	73	4
PHYSICAL_FOLIO	f107v	70	3
PHYSICAL_FOLIO	f108r	66	4
PHYSICAL_FOLIO	f108v	87	1
PHYSICAL_FOLIO	f10r	6	1
PHYSICAL_FOLIO	f10v	7	1
PHYSICAL_FOLIO	f111r	73	4
PHYSICAL_FOLIO	f111v	60	1
PHYSICAL_FOLIO	f112r	51	1
PHYSICAL_FOLIO	f112v	50	4
PHYSICAL_FOLIO	f113r	59	0
PHYSICAL_FOLIO	f113v	57	2
PHYSICAL_FOLIO	f114r	38	0
PHYSICAL_FOLIO	f114v	36	1
PHYSICAL_FOLIO	f115r	38	2
PHYSICAL_FOLIO	f115v	29	3
PHYSICAL_FOLIO	f116r	59	3
PHYSICAL_FOLIO	f11r	4	0
PHYSICAL_FOLIO	f11v	3	2
PHYSICAL_FOLIO	f13r	10	4
PHYSICAL_FOLIO	f13v	11	4
PHYSICAL_FOLIO	f14r	6	2
PHYSICAL_FOLIO	f14v	4	0
PHYSICAL_FOLIO	f15r	9	0
PHYSICAL_FOLIO	f15v	9	1
PHYSICAL_FOLIO	f16r	8	1
PHYSICAL_FOLIO	f16v	7	2
PHYSICAL_FOLIO	f17r	11	0
PHYSICAL_FOLIO	f17v	34	0
PHYSICAL_FOLIO	f18r	16	1
PHYSICAL_FOLIO	f18v	7	3
PHYSICAL_FOLIO	f19r	4	2
PHYSICAL_FOLIO	f19v	14	4
PHYSICAL_FOLIO	f20r	8	2
PHYSICAL_FOLIO	f20v	10	0
PHYSICAL_FOLIO	f21r	13	1
PHYSICAL_FOLIO	f21v	5	2
PHYSICAL_FOLIO	f22r	15	3
PHYSICAL_FOLIO	f22v	7	4
PHYSICAL_FOLIO	f23r	20	0
PHYSICAL_FOLIO	f23v	21	4
PHYSICAL_FOLIO	f24r	31	0
PHYSICAL_FOLIO	f24v	17	0
PHYSICAL_FOLIO	f25r	1	4
PHYSICAL_FOLIO	f25v	3	3
PHYSICAL_FOLIO	f26r	4	3
PHYSICAL_FOLIO	f27r	15	4
PHYSICAL_FOLIO	f28r	11	4
PHYSICAL_FOLIO	f28v	9	2
PHYSICAL_FOLIO	f29r	2	4
PHYSICAL_FOLIO	f29v	7	0
PHYSICAL_FOLIO	f2r	13	1
PHYSICAL_FOLIO	f2v	9	3
PHYSICAL_FOLIO	f30r	4	4
PHYSICAL_FOLIO	f30v	4	1
PHYSICAL_FOLIO	f31r	9	0
PHYSICAL_FOLIO	f32r	15	2
PHYSICAL_FOLIO	f32v	9	1
PHYSICAL_FOLIO	f33r	10	1
PHYSICAL_FOLIO	f33v	13	4
PHYSICAL_FOLIO	f34r	16	2
PHYSICAL_FOLIO	f34v	12	2
