source_group_id	unit_id	page	visible_surface	atom_sequence	minimal_card_reading_de	crosswalk_entry_ids	structural_or_local_atoms	unit_source_program	licensed_source_slots_in_this_unit	license_status	rich_noun_may_be_invented
E001	H1-S001	f10r	dchey	DCHE+Y	Wurzel als aktueller Posten	N05_DCHE;ROOT_Y	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	ROOT	CONTENT_SLOT_LICENSED	NO
E002	H1-S001	f10r	cthoor	CTH+OR	bereit + Ansatz	ROOT_CTH;ROOT_OR	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	EXTRACT	CONTENT_SLOT_LICENSED	NO
E003	H1-S001	f10r	char	AR	Quelle	ROOT_AR	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	EXTRACT;ROOT;WATER	CONTENT_SLOT_LICENSED	NO
E004	H1-S001	f10r	chty	PARTITION+TY	teilen + Teil	N03_PARTITION;ROOT_TY	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	PORTION;ROOT	CONTENT_SLOT_LICENSED	NO
E005	H1-S001	f10r	os	OS	Mischgefäß	S03_OS	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	VESSEL	CONTENT_SLOT_LICENSED	NO
E006	H1-S001	f10r	chair	AIR	Lauf	ROOT_AIR	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	WATER	CONTENT_SLOT_LICENSED	NO
E007	H1-S001	f10r	otytchol	OT+TY+OL	danach + Teil + weiter	ROOT_OT;ROOT_TY;ROOT_OL	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	PORTION;ROOT	CONTENT_SLOT_LICENSED	NO
E008	H1-S001	f10r	oky	OK+Y	ansetzen + dies	ROOT_OK;ROOT_Y	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E009	H1-S001	f10r	daiin	AIIN	Sollwert	ROOT_AIIN	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	PORTION	CONTENT_SLOT_LICENSED	NO
E010	H1-S001	f10r	etyd	E+TY	kurz + Teil	ROOT_E;ROOT_TY	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	PORTION;ROOT	CONTENT_SLOT_LICENSED	NO
E011	H1-S002	f10r	qokchy	OK+Y	ansetzen + dies	ROOT_OK;ROOT_Y	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E012	H1-S002	f10r	qotchol	OT+OL	danach + weiter	ROOT_OT;ROOT_OL	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E013	H1-S002	f10r	chol	OL	weiter	ROOT_OL	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E014	H1-S002	f10r	cthy	CTH+Y	bereit + dies	ROOT_CTH;ROOT_Y	NONE	DRINK_OR_PRODUCT>EXTRACT>PLANT>PORTION>RESIDUE>ROOT>VESSEL>WATER	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E015	H2-S001	f10r	ycheor	Y+CHEO+OR	dies + Auszug + Ansatz	ROOT_Y;ROOT_CHEO;ROOT_OR	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	EXTRACT	CONTENT_SLOT_LICENSED	NO
E016	H2-S001	f10r	cthy	CTH+Y	bereit + dies	ROOT_CTH;ROOT_Y	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E017	H2-S001	f10r	chor	OR	Ansatz	ROOT_OR	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	EXTRACT	CONTENT_SLOT_LICENSED	NO
E018	H2-S001	f10r	cthaiin	CTH+AIIN	bereit + Sollwert	ROOT_CTH;ROOT_AIIN	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	PORTION	CONTENT_SLOT_LICENSED	NO
E019	H2-S001	f10r	qoctholy	CTH+OL+Y	bereit + weiter + dies	ROOT_CTH;ROOT_OL;ROOT_Y	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E020	H2-S001	f10r	dy	Y	dies	ROOT_Y	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	NONE	OPERATION_OR_REFERENCE_ONLY	NO
E021	H2-S001	f10r	chy	Y	dies	ROOT_Y	NONE	CLOTH>EXTRACT>LEAF>OIL_BINDER>OUTER_APPLICATION>PLANT>PORTION>SHOOT>VESSEL	NONE	OPERATION_OR_REFERENCE_ONLY	NO
