edition	iris_code	xiphion_code	old_rows	witness_rows	contradicted_rows	unknown_rows
IT2a	c	k	20	20	0	0
IT2a	c	kc	2	2	0	0
IT2a	c	kch	2	2	0	0
IT2a	c	ks	7	7	0	0
IT2a	c	ksh	5	5	0	0
IT2a	c	o	3	3	0	0
IT2a	c	ok	2	2	0	0
IT2a	c	okc	1	1	0	0
IT2a	c	okch	1	1	0	0
IT2a	c	ot	1	1	0	0
IT2a	c	otc	1	1	0	0
IT2a	c	otch	1	1	0	0
IT2a	c	otcha	1	1	0	0
IT2a	c	p	45	45	0	0
IT2a	c	pc	20	20	0	0
IT2a	c	pch	20	20	0	0
IT2a	c	pche	8	8	0	0
IT2a	c	py	3	3	0	0
IT2a	c	pyd	1	1	0	0
IT2a	c	t	22	22	0	0
IT2a	c	ta	1	1	0	0
IT2a	c	tc	5	5	0	0
IT2a	c	tch	5	5	0	0
IT2a	c	tchy	1	1	0	0
IT2a	c	to	6	6	0	0
IT2a	c	tol	3	3	0	0
IT2a	c	ty	1	1	0	0
IT2a	ct	k	17	17	0	0
IT2a	ct	kc	2	2	0	0
IT2a	ct	kch	2	2	0	0
IT2a	ct	ks	5	5	0	0
IT2a	ct	ksh	3	3	0	0
IT2a	ct	o	2	2	0	0
IT2a	ct	ok	1	1	0	0
IT2a	ct	okc	1	1	0	0
IT2a	ct	okch	1	1	0	0
IT2a	ct	ot	1	1	0	0
IT2a	ct	otc	1	1	0	0
IT2a	ct	otch	1	1	0	0
IT2a	ct	otcha	1	1	0	0
IT2a	ct	p	37	37	0	0
IT2a	ct	pc	16	16	0	0
IT2a	ct	pch	16	16	0	0
IT2a	ct	pche	5	5	0	0
IT2a	ct	py	3	3	0	0
IT2a	ct	pyd	1	1	0	0
IT2a	ct	t	13	13	0	0
IT2a	ct	ta	1	1	0	0
IT2a	ct	tc	2	2	0	0
IT2a	ct	tch	2	2	0	0
IT2a	ct	to	3	3	0	0
IT2a	ct	tol	1	1	0	0
IT2a	ct	ty	1	1	0	0
IT2a	cth	k	17	17	0	0
IT2a	cth	kc	2	2	0	0
IT2a	cth	kch	2	2	0	0
IT2a	cth	ks	5	5	0	0
IT2a	cth	ksh	3	3	0	0
IT2a	cth	o	2	2	0	0
IT2a	cth	ok	1	1	0	0
IT2a	cth	okc	1	1	0	0
IT2a	cth	okch	1	1	0	0
IT2a	cth	ot	1	1	0	0
IT2a	cth	otc	1	1	0	0
IT2a	cth	otch	1	1	0	0
IT2a	cth	otcha	1	1	0	0
IT2a	cth	p	37	37	0	0
IT2a	cth	pc	16	16	0	0
IT2a	cth	pch	16	16	0	0
IT2a	cth	pche	5	5	0	0
IT2a	cth	py	3	3	0	0
IT2a	cth	pyd	1	1	0	0
IT2a	cth	t	13	13	0	0
IT2a	cth	ta	1	1	0	0
IT2a	cth	tc	2	2	0	0
IT2a	cth	tch	2	2	0	0
IT2a	cth	to	3	3	0	0
IT2a	cth	tol	1	1	0	0
IT2a	cth	ty	1	1	0	0
IT2a	ctho	cths	1	1	0	0
IT2a	ctho	k	11	11	0	0
IT2a	ctho	ks	3	3	0	0
IT2a	ctho	ksh	2	2	0	0
IT2a	ctho	o	2	2	0	0
IT2a	ctho	ok	1	1	0	0
IT2a	ctho	okc	1	1	0	0
IT2a	ctho	okch	1	1	0	0
IT2a	ctho	ot	1	1	0	0
IT2a	ctho	otc	1	1	0	0
IT2a	ctho	otch	1	1	0	0
IT2a	ctho	otcha	1	1	0	0
IT2a	ctho	p	25	25	0	0
IT2a	ctho	pc	10	10	0	0
IT2a	ctho	pch	10	10	0	0
IT2a	ctho	pche	1	1	0	0
IT2a	ctho	py	2	2	0	0
IT2a	ctho	pyd	1	1	0	0
IT2a	ctho	t	9	9	0	0
IT2a	ctho	tc	1	1	0	0
IT2a	ctho	tch	1	1	0	0
IT2a	ctho	to	2	2	0	0
IT2a	ctho	ty	1	1	0	0
IT2a	cthod	k	7	7	0	0
IT2a	cthod	ks	1	1	0	0
IT2a	cthod	p	8	8	0	0
IT2a	cthod	pc	6	6	0	0
IT2a	cthod	pch	6	6	0	0
IT2a	cthod	pche	1	1	0	0
IT2a	cthod	t	4	4	0	0
IT2a	cthod	to	1	1	0	0
IT2a	cthod	ty	1	1	0	0
IT2a	k	c	21	21	0	0
IT2a	k	ct	21	21	0	0
IT2a	k	cth	21	21	0	0
IT2a	k	ctho	8	8	0	0
IT2a	k	cthod	2	2	0	0
IT2a	k	f	24	24	0	0
IT2a	k	fa	1	1	0	0
IT2a	k	fai	1	1	0	0
IT2a	k	faii	1	1	0	0
IT2a	k	fc	9	9	0	0
IT2a	k	fch	9	9	0	0
IT2a	k	fcho	6	6	0	0
IT2a	k	fo	2	2	0	0
IT2a	k	o	21	21	0	0
IT2a	k	ok	14	14	0	0
IT2a	k	okc	5	5	0	0
IT2a	k	okch	5	5	0	0
IT2a	k	okche	2	2	0	0
IT2a	k	oke	4	4	0	0
IT2a	k	okeo	2	2	0	0
IT2a	k	okeod	1	1	0	0
IT2a	k	ot	7	7	0	0
IT2a	k	otc	6	6	0	0
IT2a	k	otch	6	6	0	0
IT2a	k	otcha	2	2	0	0
IT2a	k	otchal	1	1	0	0
IT2a	k	p	313	313	0	0
IT2a	k	pa	4	4	0	0
IT2a	k	pai	1	1	0	0
IT2a	k	paii	1	1	0	0
IT2a	k	paiin	1	1	0	0
IT2a	k	pc	113	113	0	0
IT2a	k	pch	113	113	0	0
IT2a	k	pcha	2	2	0	0
IT2a	k	pchai	1	1	0	0
IT2a	k	pche	23	23	0	0
IT2a	k	pched	1	1	0	0
IT2a	k	pcheda	1	1	0	0
IT2a	k	pcheo	5	5	0	0
IT2a	k	pcheod	3	3	0	0
IT2a	k	pcheoda	1	1	0	0
IT2a	k	pchey	1	1	0	0
IT2a	k	pcho	16	16	0	0
IT2a	k	pchoc	1	1	0	0
IT2a	k	pchoct	1	1	0	0
IT2a	k	pchocth	1	1	0	0
IT2a	k	pchocthy	1	1	0	0
IT2a	k	pd	3	3	0	0
IT2a	k	pda	1	1	0	0
IT2a	k	pdai	1	1	0	0
IT2a	k	ps	5	5	0	0
IT2a	k	psh	5	5	0	0
IT2a	k	psho	1	1	0	0
IT2a	k	pshol	1	1	0	0
