occurrence_id	event_id_sha256	family	joint_tuple_id
O01	981b2d9e38d668534aad	VAL-D	7db18b2f0fb7ed0fcfd3
O02	3d19084425f7704526bb	VAL-A	bc4f1f5c006c74a4d26d
O03	fd845f5d08d196b8f2eb	VAL-A	bc4f1f5c006c74a4d26d
O04	c5505ccf625d48dbe300	VAL-D	7db18b2f0fb7ed0fcfd3
O05	e2f1e1401c9968881c2b	VAL-D	7db18b2f0fb7ed0fcfd3
O06	89d3c81b04de86110894	VAL-A	bc4f1f5c006c74a4d26d
O07	703ad549c02364938489	VAL-A	bc4f1f5c006c74a4d26d
O08	6a1a94579224e49768a2	VAL-B	7d25241b0e56c836372a
O09	4309ffd0f68b02ac6337	VAL-A	bc4f1f5c006c74a4d26d
O10	ee1f24f1f8b7a97fa77a	VAL-B	7d25241b0e56c836372a
O11	a6fb4d07598629df692d	VAL-C	de7321bface5628e35d6
O12	f715d0868a028c99b09b	VAL-B	7d25241b0e56c836372a
O13	5481c3785e88955ab2df	VAL-B	7d25241b0e56c836372a
O14	120b9513473a6bd847a4	VAL-B	7d25241b0e56c836372a
O15	214317415e27e8ed7f1a	VAL-C	de7321bface5628e35d6
O16	a5614b95b8e8940176a2	VAL-B	7d25241b0e56c836372a
O17	1a6a1aca4db3c66850f8	VAL-C	de7321bface5628e35d6
O18	1afb64ee55b67f1885a0	VAL-A	bc4f1f5c006c74a4d26d
O19	0fbf5a5c0095565d81ce	VAL-D	7db18b2f0fb7ed0fcfd3
O20	3311a71d9dcf030cf8e5	VAL-C	de7321bface5628e35d6
O21	937aed385a4f6506fb1d	VAL-B	7d25241b0e56c836372a
O22	a72eddaae3c0ec85cf00	VAL-A	bc4f1f5c006c74a4d26d
O23	3d39ab5fee2cb1d043f4	VAL-C	de7321bface5628e35d6
O24	408cc368ee213a8d23b3	VAL-C	de7321bface5628e35d6
O25	6c13ae561d020d1b865f	VAL-D	7db18b2f0fb7ed0fcfd3
O26	cd7c5cec5a51d9bcfc9a	VAL-D	7db18b2f0fb7ed0fcfd3
O27	1c04364141155b1507aa	VAL-B	7d25241b0e56c836372a
O28	9f60222cec7c37b967b5	VAL-A	bc4f1f5c006c74a4d26d
O29	d44dcac75d22d5bd99cc	VAL-B	7d25241b0e56c836372a
O30	deff86678d9f5332c697	VAL-D	7db18b2f0fb7ed0fcfd3
O31	ebfa5ce7b1951c19434e	VAL-A	bc4f1f5c006c74a4d26d
O32	e1f96c25d3348f4d6970	VAL-B	7d25241b0e56c836372a
O33	6aa5831fc42dfe5d57bd	VAL-D	7db18b2f0fb7ed0fcfd3
O34	699de2c3a62a9a0d7086	VAL-A	bc4f1f5c006c74a4d26d
O35	015f52e20018c7e3f159	VAL-C	de7321bface5628e35d6
O36	a8304b44b072f3467def	VAL-A	bc4f1f5c006c74a4d26d
O37	04c06f52e2819d0b6a13	VAL-C	de7321bface5628e35d6
O38	49340459feeb311ff0a1	VAL-A	bc4f1f5c006c74a4d26d
