amber_id	surface	primary_locked_recipe	one_edit_candidate_recipes	primary_seen_among_one_edit_candidates	future_exact_recurrence_action	promotion_gate	failure_gate	status
G405-M001	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	AL+AIIN+D_ADDR::3 | OK+EE+SH+D_ADDR::3 | AL+CHD+DY+D_ADDR::1 | AL+T+E+D_ADDR+Y+D_ADDR::1 | D_ADDR+CH+SH+E+D_ADDR::1 | OL+EEE+SH+D_ADDR::1 | OL+OR+D_ADDR::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M002	arsa	AR+S+A_ADDR	AIN+A_ADDR::19 | AIR+A_ADDR::5 | AL+Y+A_ADDR::3 | AL+O+A_ADDR::1 | AM_ADDR+Y+A_ADDR::1 | A_ADDR+Y+A_ADDR::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M003	chdyty	CHD+Y+T+Y	CH+OT+Y+Y::3 | T+Y+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M004	cheeodam	CH+EE+O+D_ADDR+AM_ADDR	CH+EE+O+D_ADDR+Y+M_LOCAL::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M005	chetyry	CH+E+T+Y+R+Y	CH+E+T+E+R+Y::2	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M006	ckhyds	CH+K+Y+D_ADDR+S	CH+K+OL+S::3 | CH+K+E+Y+S::2 | CH+K+AL+S::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M007	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	CH+P+EEE+D_ADDR+OL+S::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M008	cthres	CH+T+R+E+S	CH+T+OL+S::5 | CH+T+AL+S::3 | CH+T+AR+S::3 | CH+T+E+Y+S::3 | SH+EE+R+S_ADDR::3 | CH+T+OR+S::2 | CH+T+Y+D_ADDR+S::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M009	daid	AIN+D_ADDR	AIN+D_ADDR::30 | D_ADDR+AIR+D_ADDR::9 | A_ADDR+LOCAL_CHAR_I+D_ADDR::2	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M010	daiy	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	AIN+Y::30 | D_ADDR+AIR+Y::9 | DA+LOCAL_CHAR_I+Y::5 | AL+LOCAL_CHAR_I+Y::2 | A_ADDR+LOCAL_CHAR_I+Y+M_LOCAL::2	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M011	dloo	D_ADDR+L+O+O	AL+O::41 | D_ADDR+AR+O::40 | D_ADDR+OL+O::9 | D_ADDR+OR+O::6 | HO+O::6 | DA+AM_ADDR+O::5 | SH+O+O::3 | AL+O+O::1 | DA+LOCAL_CHAR_G+O::1 | DA+S+O::1 | D_ADDR+K+Y+O::1 | D_ADDR+O+D_ADDR+O::1 | D_ADDR+O+Y+O::1 | OT+O+O::1 | T+E+O+O::1 | Y+T+O+O::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M012	dlos	D_ADDR+L+O+S	T+L+O+S::2 | DA+O+S::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M013	dn	D_ADDR+AN	N::2	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M014	dydyd	Y+DY+D_LABEL	D_ADDR+Y+DY+D_LABEL::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M015	eses	E+S+E+S	S+OS::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M016	fachys	LOCAL_CHAR_F+A_ADDR+CH+Y+S	OT+E+O+Y+S_ADDR::6 | CH+E+O+Y+S::4 | OK+EE+Y+S::3 | OT+EE+Y+S::3 | SH+EE+Y+S_ADDR::3 | CH+CH+Y+S::2 | OK+E+O+Y+S::2 | SH+EE+Y+S::2 | CH+T+O+Y+S::1 | O+EE+O+Y+S::1 | O+EEE+Y+S::1 | OK+A_ADDR+Y+S::1 | OK+O+E+Y+S::1 | OT+E+Y+S::1 | OT+O+Y::1 | R+CH+E+Y+S::1 | Y+T+E+O+Y+S_ADDR::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M017	kaipy	K+A_ADDR+LOCAL_CHAR_I+P+Y	K+AIN+Y::5 | K+AIR+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M018	kochky	K+O+CH+K+Y	K+OL+K+DY::1 | K+OL+P+K+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M019	odchees	O+D_ADDR+CH+EE+S	OT+EE+SH+Y::1 | OT+EEE+SH+S_ADDR::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M020	oesearies	O+E+S+E+AR+LOCAL_CHAR_I+E+S	OK+E+O+D_ADDR+AL+Y+S::2 | O+L+SH+E+O+D_ADDR+Y+S::1 | O+P+CH+EE+OL+S::1 | O+P+CH+OR+DY+S::1 | O+P+O+D_ADDR+OL+S::1 | OK+AIIN+S::1 | OK+A_ADDR+IIN+K+AL+Y+S::1 | OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y+S::1 | OK+CH+AL+S::1 | OK+E+D_ADDR+AL+OR+S::1 | OL+CH+E+O+DY+S::1 | OL+CH+EE+DY+S::1 | OL+K+EE+CH+Y+S::1 | OL+SH+EE+DY+S::1 | OT+E+O+K+EE+Y+S::1 | OT+E+O+SH+AR+S::1 | OT+O+CHD+DY+S::1 | OT+OL+P+CH+Y+S::1 | OT+Y+T+CH+OL+S::1 | S+A_ADDR+L+SH+E+Y+S::1 | Y+T+AL+CH+O+E+S::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M021	okady	OK+A_ADDR+Y	OK+AL+DY::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M022	oraiiin	OR+LOCAL_CHAR_I+AIIN	OR+LOCAL_CHAR_I+AIIN::2 | O+R+AIIN+LOCAL_CHAR_I::1 | O+R+DA+LOCAL_CHAR_I+IIN::1 | OK+R+A_ADDR+LOCAL_CHAR_I+IIN::1	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M023	oraisy	OR+AIN+S+Y	OR+AIN+Y::1 | OR+AL+S+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M024	otaiir	OT+IIN+R	OT+IIN+R::9 | T+OK+IIN+R::1	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M025	otairin	OT+AIR+IIN	OT+R+AIIN::9	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M026	otolodal	OT+OL+O+D_ADDR+AL	CH+E+L+O+AL::2 | OK+EE+O+AL::1 | OT+OL+D_ADDR+O+S+L::1 | SH+E+L+O+AL::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M027	pydeey	P+Y+D_ADDR+EE+Y	SH+D_ADDR+EE+Y::42 | OK+D_ADDR+EE+Y::14 | OT+D_ADDR+EE+Y::12 | Y+K+D_ADDR+EE+Y::5 | O+D_ADDR+EE+Y::2 | A_ADDR+T+D_ADDR+EE+Y::1 | CARRIER_Q+D_ADDR+EEE+Y::1 | L+K+D_ADDR+EE+Y::1 | P+EE+Y::1 | S+O+D_ADDR+EE+Y::1 | T+D_ADDR+EEE+Y::1 | Y+T+D_ADDR+EE+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M028	qcthdys	CH+T+D_ADDR+Y+S	CH+T+E+Y+S::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M029	qodom	CARRIER_Q+O+D_ADDR+O+AM_ADDR	CARRIER_Q+O+D_ADDR+M_LOCAL+OR::1 | O+D_ADDR+O+AM_ADDR::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M030	qokeeod	OK+EE+O+D_ADDR	OK+EE+O+D_ADDR::1	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M031	qokesdy	OK+E+S+DY	OK+EE+S+DY::64 | OK+E+S+DY::49 | OK+E+S+D_ADDR+Y::8	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M032	qopchol	CARRIER_Q+O+P+CH+OL	CARRIER_Q+O+CH+T+OL::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M033	qotchey	OT+CHD+Y	OT+CHD+Y::2	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M034	qoteesy	OT+EE+S+Y	OT+EE+S+DY::18 | OT+EE+S+Y::5	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
