axis	value	gdt402_occurrences	gdt402_page_count	gdt402_register_count	next_batch_policy	new_value_allowed
SCOPE_SELECTOR	AL_AR_ORDERED_FALLBACK	570	20	4	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	INHERITED_ACTION_STACK	246	19	4	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	L_AIR_RIGHT_FALLBACK	287	18	4	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	NEAREST_HEAD_LEFT_TIE	2627	20	4	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	ONE_CARD_FORWARD	61	14	4	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	OWNER_CONTEXT	80	10	3	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	PREVIOUS_CARD_STACK	465	20	4	LOCKED_ALLOWED_FACTOR	NO
SCOPE_SELECTOR	Q_OT_PACKAGE_FORWARD	38	10	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	CH	676	20	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	CHD	290	12	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	K	713	20	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	OK	1001	20	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	OWNER	126	11	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	P	93	18	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	R	61	16	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	S	277	19	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	SH	761	19	4	LOCKED_ALLOWED_FACTOR	NO
ACTION_HEAD	T	376	20	4	LOCKED_ALLOWED_FACTOR	NO
R_TOPOLOGY	NONE	4297	20	4	LOCKED_ALLOWED_FACTOR	NO
R_TOPOLOGY	R_POSITIONAL_HEAD	60	16	4	LOCKED_ALLOWED_FACTOR	NO
R_TOPOLOGY	R_POSITIONAL_NESTED	1	1	1	LOCKED_ALLOWED_FACTOR	NO
R_TOPOLOGY	R_POSITIONAL_TAIL	16	5	3	LOCKED_ALLOWED_FACTOR	NO
DUPLICATE_MODE	FREE_PLURAL_OR_REPEAT	18	6	4	LOCKED_ALLOWED_FACTOR	NO
DUPLICATE_MODE	PACKAGE_SCOPE_DESCENT	2	1	1	LOCKED_ALLOWED_FACTOR	NO
DUPLICATE_MODE	SINGLE	4354	20	4	LOCKED_ALLOWED_FACTOR	NO
ATTACHMENT_GEOMETRY	BOUNDED_NEXT_CARD_ACTION	127	15	4	LOCKED_ALLOWED_FACTOR	NO
ATTACHMENT_GEOMETRY	INHERITED_ACTION	353	19	4	LOCKED_ALLOWED_FACTOR	NO
ATTACHMENT_GEOMETRY	OWNER_ONLY	126	11	4	LOCKED_ALLOWED_FACTOR	NO
ATTACHMENT_GEOMETRY	PREVIOUS_CARD_ACTION	660	20	4	LOCKED_ALLOWED_FACTOR	NO
ATTACHMENT_GEOMETRY	SAME_CARD_LEFT_ACTION	2823	20	4	LOCKED_ALLOWED_FACTOR	NO
ATTACHMENT_GEOMETRY	SAME_CARD_RIGHT_ACTION	285	20	4	LOCKED_ALLOWED_FACTOR	NO
