event_id	page	record	statement_id	hand	exact_card_id	surface	knowledge_source	available_to_actual_hand
E001	f10r	H1	H1-S001	HAND_1	PROC001	dchey	WALL_STRIP_COMPOSITION	YES
E002	f10r	H1	H1-S001	HAND_1	PROC002	cthoor	WALL_STRIP_COMPOSITION	YES
E003	f10r	H1	H1-S001	HAND_1	PROC003	char	WALL_STRIP_COMPOSITION	YES
E004	f10r	H1	H1-S001	HAND_1	PROC004	chty	WALL_STRIP_COMPOSITION	YES
E005	f10r	H1	H1-S001	HAND_1	PROC005	os	HAND_1_RARE_BOX	YES
E006	f10r	H1	H1-S001	HAND_1	PROC006	chair	WALL_STRIP_COMPOSITION	YES
E007	f10r	H1	H1-S001	HAND_1	PROC007	otytchol	WALL_STRIP_COMPOSITION	YES
E008	f10r	H1	H1-S001	HAND_1	PROC008	oky	FAST_ORAL_COMPOSITION	YES
E009	f10r	H1	H1-S001	HAND_1	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E010	f10r	H1	H1-S001	HAND_1	PROC010	etyd	WALL_STRIP_COMPOSITION	YES
E011	f10r	H1	H1-S002	HAND_1	PROC011	qokchy	FAST_ORAL_COMPOSITION	YES
E012	f10r	H1	H1-S002	HAND_1	PROC012	qotchol	WALL_STRIP_COMPOSITION	YES
E013	f10r	H1	H1-S002	HAND_1	PROC013	chol	FAST_ORAL_COMPOSITION	YES
E014	f10r	H1	H1-S002	HAND_1	PROC014	cthy	WALL_STRIP_COMPOSITION	YES
E015	f10r	H2	H2-S001	HAND_1	PROC015	ycheor	WALL_STRIP_COMPOSITION	YES
E016	f10r	H2	H2-S001	HAND_1	PROC014	cthy	WALL_STRIP_COMPOSITION	YES
E017	f10r	H2	H2-S001	HAND_1	PROC016	chor	WALL_STRIP_COMPOSITION	YES
E018	f10r	H2	H2-S001	HAND_1	PROC017	cthaiin	WALL_STRIP_COMPOSITION	YES
E019	f10r	H2	H2-S001	HAND_1	PROC018	qoctholy	WALL_STRIP_COMPOSITION	YES
E020	f10r	H2	H2-S001	HAND_1	PROC019	dy	FAST_ORAL_COMPOSITION	YES
E021	f10r	H2	H2-S001	HAND_1	PROC019	chy	FAST_ORAL_COMPOSITION	YES
E022	f10r	H2	H2-S001	HAND_1	PROC009	taiin	FAST_ORAL_COMPOSITION	YES
E023	f10r	H2	H2-S001	HAND_1	PROC019	shy	FAST_ORAL_COMPOSITION	YES
E024	f10r	H2	H2-S002	HAND_1	PROC020	qotchor	WALL_STRIP_COMPOSITION	YES
E025	f10r	H2	H2-S002	HAND_1	PROC016	chor	WALL_STRIP_COMPOSITION	YES
E026	f10r	H2	H2-S002	HAND_1	PROC021	otol	FAST_ORAL_COMPOSITION	YES
E027	f10r	H2	H2-S002	HAND_1	PROC013	chol	FAST_ORAL_COMPOSITION	YES
E028	f10r	H2	H2-S002	HAND_1	PROC022	cholor	WALL_STRIP_COMPOSITION	YES
E029	f10r	H2	H2-S002	HAND_1	PROC013	chol	FAST_ORAL_COMPOSITION	YES
E030	f10r	H2	H2-S002	HAND_1	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E031	f10r	H2	H2-S002	HAND_1	PROC003	dar	WALL_STRIP_COMPOSITION	YES
E032	f10r	H2	H2-S003	HAND_1	PROC023	oykchor	WALL_STRIP_COMPOSITION	YES
E033	f10r	H2	H2-S003	HAND_1	PROC016	shor	WALL_STRIP_COMPOSITION	YES
E034	f10r	H2	H2-S003	HAND_1	PROC016	chor	WALL_STRIP_COMPOSITION	YES
E035	f10r	H2	H2-S003	HAND_1	PROC019	chy	FAST_ORAL_COMPOSITION	YES
E036	f10r	H2	H2-S003	HAND_1	PROC024	kaiiin	WALL_STRIP_COMPOSITION	YES
E037	f10r	H2	H2-S003	HAND_1	PROC019	dy	FAST_ORAL_COMPOSITION	YES
E038	f10r	H2	H2-S003	HAND_1	PROC025	chodaiin	WALL_STRIP_COMPOSITION	YES
E039	f11r	H3	H3-S001	HAND_1	PROC026	tshol	WALL_STRIP_COMPOSITION	YES
E040	f11r	H3	H3-S001	HAND_1	PROC027	schoal	WALL_STRIP_COMPOSITION	YES
E041	f11r	H3	H3-S001	HAND_1	PROC028	cfhy	HAND_1_RARE_BOX	YES
E042	f11r	H3	H3-S001	HAND_1	PROC029	shfydaiin	FAST_ORAL_COMPOSITION	YES
E043	f11r	H3	H3-S001	HAND_1	PROC030	cphy	WALL_STRIP_COMPOSITION	YES
E044	f11r	H3	H3-S001	HAND_1	PROC031	shey	FAST_ORAL_COMPOSITION	YES
E045	f11r	H3	H3-S001	HAND_1	PROC032	tchody	WALL_STRIP_COMPOSITION	YES
E046	f11r	H3	H3-S002	HAND_1	PROC033	shoyty	WALL_STRIP_COMPOSITION	YES
E047	f11r	H3	H3-S003	HAND_1	PROC034	dchol	WALL_STRIP_COMPOSITION	YES
E048	f11r	H3	H3-S003	HAND_1	PROC019	chy	FAST_ORAL_COMPOSITION	YES
E049	f11r	H3	H3-S003	HAND_1	PROC035	kchy	WALL_STRIP_COMPOSITION	YES
E050	f11r	H3	H3-S003	HAND_1	PROC019	dy	FAST_ORAL_COMPOSITION	YES
E051	f11r	H3	H3-S003	HAND_1	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E052	f11r	H3	H3-S004	HAND_1	PROC036	qotchy	FAST_ORAL_COMPOSITION	YES
E053	f11r	H3	H3-S004	HAND_1	PROC037	okchol	FAST_ORAL_COMPOSITION	YES
E054	f11r	H3	H3-S004	HAND_1	PROC014	cthy	WALL_STRIP_COMPOSITION	YES
E055	f11r	H3	H3-S004	HAND_1	PROC019	dy	FAST_ORAL_COMPOSITION	YES
E056	f55v	H4	H4-S001	HAND_2	PROC038	qokaiin	FAST_ORAL_COMPOSITION	YES
E057	f55v	H4	H4-S001	HAND_2	PROC009	chaiin	FAST_ORAL_COMPOSITION	YES
E058	f55v	H4	H4-S001	HAND_2	PROC039	ykain	WALL_STRIP_COMPOSITION	YES
E059	f55v	H4	H4-S001	HAND_2	PROC040	ykan	WALL_STRIP_COMPOSITION	YES
E060	f55v	H4	H4-S001	HAND_2	PROC041	ody	WALL_STRIP_COMPOSITION	YES
E061	f55v	H4	H4-S002	HAND_2	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E062	f55v	H4	H4-S002	HAND_2	PROC042	chedy	FAST_ORAL_COMPOSITION	YES
E063	f55v	H4	H4-S002	HAND_2	PROC043	talam	HAND_2_RARE_BOX	YES
E064	f55v	H4	H4-S003	HAND_2	PROC044	ykaiin	WALL_STRIP_COMPOSITION	YES
E065	f55v	H4	H4-S003	HAND_2	PROC045	cheoar	WALL_STRIP_COMPOSITION	YES
E066	f55v	H4	H4-S003	HAND_2	PROC046	cheeky	WALL_STRIP_COMPOSITION	YES
E067	f55v	H4	H4-S003	HAND_2	PROC047	oldy	FAST_ORAL_COMPOSITION	YES
E068	f55v	H4	H4-S004	HAND_2	PROC009	aiin	FAST_ORAL_COMPOSITION	YES
E069	f55v	H4	H4-S004	HAND_2	PROC048	okal	FAST_ORAL_COMPOSITION	YES
E070	f55v	H4	H4-S004	HAND_2	PROC049	oltchy	WALL_STRIP_COMPOSITION	YES
E071	f55v	H4	H4-S004	HAND_2	PROC016	or	WALL_STRIP_COMPOSITION	YES
E072	f55v	H4	H4-S004	HAND_2	PROC019	y	FAST_ORAL_COMPOSITION	YES
E073	f55v	H4	H4-S004	HAND_2	PROC050	orain	WALL_STRIP_COMPOSITION	YES
E074	f56r	H5	H5-S001	HAND_1	PROC051	chochor	WALL_STRIP_COMPOSITION	YES
E075	f56r	H5	H5-S001	HAND_1	PROC052	cho	WALL_STRIP_COMPOSITION	YES
E076	f56r	H5	H5-S001	HAND_1	PROC053	chodaly	WALL_STRIP_COMPOSITION	YES
E077	f56r	H5	H5-S001	HAND_1	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E078	f56r	H5	H5-S001	HAND_1	PROC052	sho	WALL_STRIP_COMPOSITION	YES
E079	f56r	H5	H5-S001	HAND_1	PROC054	kchol	WALL_STRIP_COMPOSITION	YES
E080	f56r	H5	H5-S001	HAND_1	PROC020	otchor	WALL_STRIP_COMPOSITION	YES
E081	f56r	H5	H5-S001	HAND_1	PROC008	choky	FAST_ORAL_COMPOSITION	YES
E082	f56r	H5	H5-S001	HAND_1	PROC055	dal	FAST_ORAL_COMPOSITION	YES
E083	f56r	H5	H5-S002	HAND_1	PROC034	schol	WALL_STRIP_COMPOSITION	YES
E084	f56r	H5	H5-S002	HAND_1	PROC056	choy	WALL_STRIP_COMPOSITION	YES
E085	f56r	H5	H5-S002	HAND_1	PROC008	choky	FAST_ORAL_COMPOSITION	YES
E086	f56r	H5	H5-S002	HAND_1	PROC057	cheeckhody	WALL_STRIP_COMPOSITION	YES
E087	f56r	H5	H5-S003	HAND_1	PROC058	sh	FAST_ORAL_COMPOSITION	YES
E088	f56r	H5	H5-S003	HAND_1	PROC052	cho	WALL_STRIP_COMPOSITION	YES
E089	f56r	H5	H5-S003	HAND_1	PROC059	kchey	WALL_STRIP_COMPOSITION	YES
E090	f56r	H5	H5-S003	HAND_1	PROC060	qokokchy	FAST_ORAL_COMPOSITION	YES
E091	f56r	H5	H5-S004	HAND_1	PROC011	okchy	FAST_ORAL_COMPOSITION	YES
E092	f56r	H5	H5-S004	HAND_1	PROC061	chokcheo	WALL_STRIP_COMPOSITION	YES
E093	f56r	H5	H5-S004	HAND_1	PROC062	kchal	WALL_STRIP_COMPOSITION	YES
E094	f56r	H5	H5-S005	HAND_1	PROC052	sho	WALL_STRIP_COMPOSITION	YES
E095	f56r	H5	H5-S005	HAND_1	PROC011	chokchy	FAST_ORAL_COMPOSITION	YES
E096	f56r	H5	H5-S005	HAND_1	PROC063	kchoar	WALL_STRIP_COMPOSITION	YES
E097	f56r	H5	H5-S005	HAND_1	PROC064	sotodan	WALL_STRIP_COMPOSITION	YES
E098	f56r	H5	H5-S006	HAND_1	PROC065	otchey	FAST_ORAL_COMPOSITION	YES
E099	f56r	H5	H5-S006	HAND_1	PROC066	keol	WALL_STRIP_COMPOSITION	YES
E100	f56r	H5	H5-S006	HAND_1	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E101	f81v	B1	B1-S001	HAND_2	PROC067	qokedy	FAST_ORAL_COMPOSITION	YES
E102	f81v	B1	B1-S002	HAND_2	PROC038	okaiin	FAST_ORAL_COMPOSITION	YES
E103	f81v	B1	B1-S002	HAND_2	PROC068	kair	WALL_STRIP_COMPOSITION	YES
E104	f81v	B1	B1-S002	HAND_2	PROC048	okal	FAST_ORAL_COMPOSITION	YES
E105	f81v	B1	B1-S002	HAND_2	PROC003	sar	WALL_STRIP_COMPOSITION	YES
E106	f81v	B1	B1-S002	HAND_2	PROC013	ol	FAST_ORAL_COMPOSITION	YES
E107	f81v	B1	B1-S002	HAND_2	PROC069	kain	WALL_STRIP_COMPOSITION	YES
E108	f81v	B1	B1-S002	HAND_2	PROC070	olkain	WALL_STRIP_COMPOSITION	YES
E109	f81v	B1	B1-S002	HAND_2	PROC055	al	FAST_ORAL_COMPOSITION	YES
E110	f81v	B1	B1-S002	HAND_2	PROC013	ol	FAST_ORAL_COMPOSITION	YES
E111	f81v	B1	B1-S002	HAND_2	PROC071	rol	WALL_STRIP_COMPOSITION	YES
E112	f81v	B1	B1-S002	HAND_2	PROC072	dl	FAST_ORAL_COMPOSITION	YES
E113	f81v	B1	B1-S002	HAND_2	PROC022	olor	WALL_STRIP_COMPOSITION	YES
E114	f81v	B1	B1-S002	HAND_2	PROC013	ol	FAST_ORAL_COMPOSITION	YES
E115	f81v	B1	B1-S002	HAND_2	PROC073	sheckhal	WALL_STRIP_COMPOSITION	YES
E116	f81v	B1	B1-S002	HAND_2	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E117	f81v	B1	B1-S002	HAND_2	PROC074	qokeedal	FAST_ORAL_COMPOSITION	YES
E118	f81v	B1	B1-S002	HAND_2	PROC009	daiin	FAST_ORAL_COMPOSITION	YES
E119	f81v	B1	B1-S002	HAND_2	PROC075	chckhy	WALL_STRIP_COMPOSITION	YES
E120	f81v	B1	B1-S002	HAND_2	PROC076	schedy	FAST_ORAL_COMPOSITION	YES
E121	f81v	B1	B1-S003	HAND_2	PROC013	qol	FAST_ORAL_COMPOSITION	YES
E122	f81v	B1	B1-S003	HAND_2	PROC077	sshkchdy	WALL_STRIP_COMPOSITION	YES
E123	f81v	B1	B1-S004	HAND_2	PROC042	chedy	FAST_ORAL_COMPOSITION	YES
E124	f81v	B1	B1-S004	HAND_2	PROC013	ol	FAST_ORAL_COMPOSITION	YES
E125	f81v	B1	B1-S004	HAND_2	PROC078	shedy	WALL_STRIP_COMPOSITION	YES
E126	f81v	B1	B1-S005	HAND_2	PROC079	qolchedy	FAST_ORAL_COMPOSITION	YES
E127	f81v	B1	B1-S006	HAND_2	PROC080	qokain	WALL_STRIP_COMPOSITION	YES
E128	f81v	B1	B1-S006	HAND_2	PROC075	shckhy	WALL_STRIP_COMPOSITION	YES
E129	f81v	B1	B1-S006	HAND_2	PROC072	dl	FAST_ORAL_COMPOSITION	YES
E130	f81v	B1	B1-S006	HAND_2	PROC081	ral	WALL_STRIP_COMPOSITION	YES
E131	f81v	B1	B1-S007	HAND_2	PROC082	qokchdy	FAST_ORAL_COMPOSITION	YES
E132	f81v	B1	B1-S008	HAND_2	PROC019	chey	FAST_ORAL_COMPOSITION	YES
E133	f81v	B1	B1-S008	HAND_2	PROC013	ol	FAST_ORAL_COMPOSITION	YES
E134	f81v	B1	B1-S008	HAND_2	PROC083	cheky	WALL_STRIP_COMPOSITION	YES
E135	f81v	B1	B1-S008	HAND_2	PROC013	ol	FAST_ORAL_COMPOSITION	YES
E136	f81v	B1	B1-S008	HAND_2	PROC078	shedy	WALL_STRIP_COMPOSITION	YES
E137	f81v	B1	B1-S009	HAND_2	PROC067	qokedy	FAST_ORAL_COMPOSITION	YES
E138	f81v	B1	B1-S010	HAND_2	PROC067	qokedy	FAST_ORAL_COMPOSITION	YES
E139	f81v	B1	B1-S011	HAND_2	PROC075	chckhy	WALL_STRIP_COMPOSITION	YES
E140	f81v	B1	B1-S011	HAND_2	PROC008	qoky	FAST_ORAL_COMPOSITION	YES
E141	f81v	B1	B1-S012	HAND_2	PROC084	lsho	HAND_2_LSH_STRIP	YES
E142	f81v	B1	B1-S012	HAND_2	PROC085	qokey	FAST_ORAL_COMPOSITION	YES
E143	f81v	B1	B1-S012	HAND_2	PROC086	lshedy	HAND_2_LSH_STRIP	YES
