event_id	page	record_unit_id	protocol	statement_id	field_id	owner	visible_surface	concrete_default_de	dictionary_layer	motif_context
E101	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S001	F021	gemeinsames zweireihiges Figuren-/Beckenfeld	qokedy	kurz einwirken; Schluss	BASE_CURRICULUM	ATOMIC_OR_LOCAL_SEQUENCE
E102	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	okaiin	bemessen	BASE_CURRICULUM	M02|M04
E103	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	kair	Beckenlauf	SPECIALIST_COMPONENT_COMPOSITION	M02|M04
E104	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	okal	dorthin einsetzen	BASE_CURRICULUM	M02|M04
E105	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	sar	davon	BASE_CURRICULUM	M02|M04
E106	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	BASE_CURRICULUM	M02|M04
E107	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	kain	Portion	SPECIALIST_COMPONENT_COMPOSITION	M02|M04
E108	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	olkain	weiterer Anteil	BASE_CURRICULUM	M02|M04
E109	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	al	dorthin	BASE_CURRICULUM	M02|M04
E110	f81v	B1	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	F022	gemeinsames zweireihiges Figuren-/Beckenfeld	ol	weiter	BASE_CURRICULUM	M02|M04
