record_unit_id	page	protocol	statement_id	owner_path	event_ids	visible_sequence	concrete_value_chain	complete_reading_de	motifs	owner_break_count
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S001	gemeinsames zweireihiges Figuren-/Beckenfeld	E101	qokedy	kurz einwirken; Schluss	Kurz einwirken lassen; Schluss.	ATOMIC_OR_LOCAL_SEQUENCE	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S002	gemeinsames zweireihiges Figuren-/Beckenfeld	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	bemessen | Beckenlauf | dorthin einsetzen | davon | weiter | Portion | weiterer Anteil | dorthin | weiter | Anschluss | BADZUSATZ | derselbe Ansatz | weiter | Kurze Zielpassage | Sollwert | Langer Zieleinsatz | Sollwert | durchleiten | überführen; Schluss	Den Beckenlauf bemessen, am Ziel einsetzen und davon Portion und weiteren Anteil weiterführen; Badzusatz aus demselben Ansatz zugeben, auf Sollwert durch den Lauf überführen; Schluss.	M02|M04	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S003	gemeinsames zweireihiges Figuren-/Beckenfeld	E121|E122	qol sshkchdy	weiter | SCHWENKEN; SCHLUSS	Weiterführen, schwenken; Schluss.	ATOMIC_OR_LOCAL_SEQUENCE	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S004	gemeinsames zweireihiges Figuren-/Beckenfeld	E123|E124|E125	chedy ol shedy	überführen | weiter | kurz absetzen; Schluss	Überführen, weiterführen und kurz absetzen lassen; Schluss.	M03	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S005	gemeinsames zweireihiges Figuren-/Beckenfeld	E126	qolchedy	weiterführen; Schluss	Weiterführen; Schluss.	M01	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S006	gemeinsames zweireihiges Figuren-/Beckenfeld	E127|E128|E129|E130	qokain shckhy dl ral	Anteil zugeben | durchleiten | BADZUSATZ | Zielmarke	Einen Anteil zugeben, durch den Lauf führen und den Badzusatz an die Zielmarke bringen.	M01|M02|M04	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S007	gemeinsames zweireihiges Figuren-/Beckenfeld	E131	qokchdy	einführen; Schluss	In die offene Zielstelle einführen; Schluss.	ATOMIC_OR_LOCAL_SEQUENCE	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S008	gemeinsames zweireihiges Figuren-/Beckenfeld	E132|E133|E134|E135|E136	chey ol cheky ol shedy	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	Diesen Posten weiterführen, kurz wärmen, nochmals weiterführen und kurz absetzen lassen; Schluss.	M03	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S009	gemeinsames zweireihiges Figuren-/Beckenfeld	E137	qokedy	kurz einwirken; Schluss	Kurz einwirken lassen; Schluss.	M05	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S010	gemeinsames zweireihiges Figuren-/Beckenfeld	E138	qokedy	kurz einwirken; Schluss	Kurz einwirken lassen; Schluss.	ATOMIC_OR_LOCAL_SEQUENCE	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S011	gemeinsames zweireihiges Figuren-/Beckenfeld	E139|E140	chckhy qoky	durchleiten | einsetzen	Durch den verbundenen Gang leiten und einsetzen.	ATOMIC_OR_LOCAL_SEQUENCE	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S012	gemeinsames zweireihiges Figuren-/Beckenfeld	E141|E142|E143	lsho qokey lshedy	Waschgang | kurz einwirken | Waschgang; Schluss	Waschen, kurz einwirken lassen und nochmals waschen; Schluss.	M05	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S013	gemeinsames zweireihiges Figuren-/Beckenfeld	E144	lshedy	Waschgang; Schluss	Einen Waschgang ausführen; Schluss.	M05	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S014	gemeinsames zweireihiges Figuren-/Beckenfeld	E145|E146|E147|E148|E149	chedy qolky lchedal qol otar	überführen | Weiterweg | Zielabführung | weiter | Folgequelle	Überführen, über den Weiterweg an der Zielstelle abführen und zur Folgequelle weitergehen.	ATOMIC_OR_LOCAL_SEQUENCE	0
B1	f81v	GEMEINSAMES_BECKEN_ANSATZ_UND_ANWENDUNG	B1-S015	gemeinsames zweireihiges Figuren-/Beckenfeld	E150|E151	ytey okchedy	FÜLLEN | einführen; Schluss	Die Schale füllen und den Ansatz einführen; Schluss.	ATOMIC_OR_LOCAL_SEQUENCE	0
