case	candidate_id	table	remainder	positions	raw_forms	predicted_figure_names	predicted_elements	explicit_conflict	unknown_members	candidate_status
ZL3b_TOP_DOWN	6744	A	ary	1,4,8	rary | dary | fary	Tristitia | Laetitia | Amissio	AIR | FIRE | UNKNOWN	True	1	CONTRADICTED
ZL3b_TOP_DOWN	6744	B	ary	1,4,8	rary | dary | fary	Tristitia | Laetitia | Amissio	EARTH | AIR | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	6744	C	ary	1,4,8	rary | dary | fary	Tristitia | Laetitia | Amissio	EARTH | AIR | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	7022	A	ary	1,4,8	rary | dary | fary	Tristitia | Cauda draconis | Fortuna minor	AIR | WATER | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	7022	B	ary	1,4,8	rary | dary | fary	Tristitia | Cauda draconis | Fortuna minor	EARTH | WATER | AIR	True	0	CONTRADICTED
ZL3b_TOP_DOWN	7022	C	ary	1,4,8	rary | dary | fary	Tristitia | Cauda draconis | Fortuna minor	EARTH | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	8025	A	ary	1,4,8	rary | dary | fary	Tristitia | Carcer | Via	AIR | EARTH | WATER	True	0	CONTRADICTED
ZL3b_TOP_DOWN	8025	B	ary	1,4,8	rary | dary | fary	Tristitia | Carcer | Via	EARTH | EARTH | WATER	True	0	CONTRADICTED
ZL3b_TOP_DOWN	8025	C	ary	1,4,8	rary | dary | fary	Tristitia | Carcer | Via	EARTH | EARTH | WATER	True	0	CONTRADICTED
ZL3b_TOP_DOWN	10269	A	ary	1,4,8	rary | dary | fary	Albus | Puer | Fortuna major	AIR | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	10269	B	ary	1,4,8	rary | dary | fary	Albus | Puer | Fortuna major	EARTH | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	10269	C	ary	1,4,8	rary | dary | fary	Albus | Puer | Fortuna major	WATER | AIR | EARTH	True	0	CONTRADICTED
ZL3b_TOP_DOWN	11118	A	ary	1,4,8	rary | dary | fary	Albus | Cauda draconis | Rubeus	AIR | WATER | WATER	True	0	CONTRADICTED
ZL3b_TOP_DOWN	11118	B	ary	1,4,8	rary | dary | fary	Albus | Cauda draconis | Rubeus	EARTH | WATER | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	11118	C	ary	1,4,8	rary | dary | fary	Albus | Cauda draconis | Rubeus	WATER | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	11803	A	ary	1,4,8	rary | dary | fary	Albus | Puella | Fortuna major	AIR | EARTH | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	11803	B	ary	1,4,8	rary | dary | fary	Albus | Puella | Fortuna major	EARTH | AIR | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	11803	C	ary	1,4,8	rary | dary | fary	Albus | Puella | Fortuna major	WATER | WATER | EARTH	True	0	CONTRADICTED
ZL3b_TOP_DOWN	12138	A	ary	1,4,8	rary | dary | fary	Albus | Amissio | Rubeus	AIR | UNKNOWN | WATER	True	1	CONTRADICTED
ZL3b_TOP_DOWN	12138	B	ary	1,4,8	rary | dary | fary	Albus | Amissio | Rubeus	EARTH | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	12138	C	ary	1,4,8	rary | dary | fary	Albus | Amissio | Rubeus	WATER | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13356	A	ary	1,4,8	rary | dary | fary	Fortuna major | Fortuna minor | Laetitia	FIRE | FIRE | FIRE	False	0	COMPATIBLE_KNOWN_FAMILIES
ZL3b_TOP_DOWN	13356	B	ary	1,4,8	rary | dary | fary	Fortuna major | Fortuna minor | Laetitia	FIRE | AIR | AIR	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13356	C	ary	1,4,8	rary | dary | fary	Fortuna major | Fortuna minor | Laetitia	EARTH | FIRE | AIR	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13359	A	ary	1,4,8	rary | dary | fary	Fortuna major | Via | Carcer	FIRE | WATER | EARTH	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13359	B	ary	1,4,8	rary | dary | fary	Fortuna major | Via | Carcer	FIRE | WATER | EARTH	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13359	C	ary	1,4,8	rary | dary | fary	Fortuna major | Via | Carcer	EARTH | WATER | EARTH	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13594	A	ary	1,4,8	rary | dary | fary	Fortuna major | Amissio | Cauda draconis	FIRE | UNKNOWN | WATER	True	1	CONTRADICTED
ZL3b_TOP_DOWN	13594	B	ary	1,4,8	rary | dary | fary	Fortuna major | Amissio | Cauda draconis	FIRE | FIRE | WATER	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13594	C	ary	1,4,8	rary | dary | fary	Fortuna major | Amissio | Cauda draconis	EARTH | FIRE | FIRE	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13903	A	ary	1,4,8	rary | dary | fary	Fortuna major | Via | Carcer	FIRE | WATER | EARTH	True	0	CONTRADICTED
ZL3b_TOP_DOWN	13903	B	ary	1,4,8	rary | dary | fary	Fortuna major | Via | Carcer	FIRE | WATER | EARTH	True	0	CONTRADICTED
