rule_id	family	left_surface	right_surface	exact_pair_occurrences	exact_pair_pages	exact_pair_loci	fused_counterpart_surface	fused_counterpart_reader_exact_occurrences	reader_boundary_candidates	exact_normalized_boundary_bridges	line_first_spans	line_middle_spans	line_final_spans	descriptive_lift	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	disposition	rationale	component_export_credit
Q01	QUANTITY_VALUE	s	an	0	0	0	san	2	0	0	0	0	0	0.000000	eine Drachme	ein gleicher Teil	eine Unze	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Der s-Wert-Rahmen konkurriert zwischen Gewichtszeichen und ana-artiger Gleichmengenformel; Drachme ist der konkrete historische Leitkandidat.	0
Q02	QUANTITY_VALUE	s	ain	1	1	1	sain	53	3	0	0	1	0	3.174576	zwei Drachmen	zwei gleiche Teile	zwei Unzen	C0_SINGLETON_PAIR	LICENSE_EXACT_OBSERVED_SPAN	Ein getrenntes Paar und die produktive fusionierte s-Wert-Familie tragen eine Einheit-plus-Wert-Lesung; die konkrete Einheit bleibt austauschbar.	0
Q03	QUANTITY_VALUE	s	aiin	23	22	23	saiin	89	26	4	0	23	1	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	LICENSE_EXACT_OBSERVED_SPAN	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	0
Q04	QUANTITY_VALUE	s	aiiin	1	1	1	saiiin	1	1	0	0	1	0	4.673681	vier Drachmen	vier gleiche Teile	vier Unzen	C0_SINGLETON_PAIR	LICENSE_EXACT_OBSERVED_SPAN	Ein getrenntes Paar hält die Wert-IV-Erweiterung offen; die konkrete Einheit ist nicht identifiziert.	0
Q05	QUANTITY_VALUE	or	an	0	0	0	oran	0	0	0	0	0	0	0.000000	eine Portion	ein Anteil	Wertstufe I	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die OR-Familie trägt den Portionsleitkandidaten, aber dieses getrennte Paar ist unbelegt.	0
Q06	QUANTITY_VALUE	or	ain	1	1	1	orain	14	8	1	0	1	0	1.736370	zwei Portionen	zwei Anteile	Wertstufe II	C1_BOUNDARY_SUPPORTED	LICENSE_EXACT_OBSERVED_SPAN	Das getrennte Paar hat eine vollständig normalisierte orain-Grenzbrücke; die fusionierte Form ist wiederholt.	0
Q07	QUANTITY_VALUE	or	aiin	36	25	36	oraiin	21	6	1	4	32	0	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	LICENSE_EXACT_OBSERVED_SPAN	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	0
Q08	QUANTITY_VALUE	or	aiiin	7	5	7	oraiiin	1	1	0	0	7	0	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	LICENSE_EXACT_OBSERVED_SPAN	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	0
Q09	QUANTITY_VALUE	ar	an	0	0	0	aran	0	0	0	0	0	0	0.000000	ein Anteil	eine Portion	Wertstufe I	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Der Anteilkopf ist wiederholt, aber dieses getrennte Paar ist unbelegt.	0
Q10	QUANTITY_VALUE	ar	ain	5	5	5	arain	0	2	0	0	5	0	8.928495	zwei Anteile	zwei Portionen	Wertstufe II	C1_RECURRENT_PAIR	LICENSE_EXACT_OBSERVED_SPAN	Fünf getrennte Vorkommen tragen die Anteil-plus-Wert-Lesung.	0
Q11	QUANTITY_VALUE	ar	aiin	16	13	16	araiin	4	4	1	1	15	0	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	LICENSE_EXACT_OBSERVED_SPAN	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	0
Q12	QUANTITY_VALUE	ar	aiiin	6	6	6	araiiin	0	0	0	0	6	0	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	LICENSE_EXACT_OBSERVED_SPAN	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	0
P01	PART_STATE	chor	chol	8	7	8	chorchol	0	0	0	1	7	0	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	LICENSE_EXACT_OBSERVED_SPAN	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	0
P02	PART_STATE	chol	chor	7	7	7	cholchor	0	0	0	1	6	1	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	LICENSE_EXACT_OBSERVED_SPAN	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	0
P03	PART_STATE	cthy	chol	2	2	2	cthychol	0	0	0	0	2	0	2.844676	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	LICENSE_EXACT_OBSERVED_SPAN	Zwei direkte Paare verbinden den unabhängigen Blattgutkandidaten mit dem breit getragenen Trockenheitswert.	0
