probe_row_id	probe_id	probe_family	probe_matches_source_gate	component_recipe	catalog_intake_tier	identity_route	identity_status	factor_gate_status	execution_route	execution_decision	incoming_action	incoming_argument	scope_context_mode	scope_incoming_action	visible_separated_chains	portable_factor_rules	amber_factor_rules	blocked_factor_rules	outgoing_action_v2	outgoing_argument_v2	execution_stop_preserves_state	identity_only_when_execution_stops	legacy_gdt445_route	legacy_gdt445_decision	gdt445_correction	identity_does_not_override_execution
G446-PRO-0001	G445-STOP-G442-F01	FIXED_STOP_DECK	YES	CH+CHD	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CH>CHD	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0002	G445-STOP-G442-F02	FIXED_STOP_DECK	YES	CH+SH	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CH>SH	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0003	G445-STOP-G442-F03	FIXED_STOP_DECK	YES	CHD+CH	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>CH	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0004	G445-STOP-G442-F04	FIXED_STOP_DECK	YES	CHD+CHD	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>CHD	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0005	G445-STOP-G442-F05	FIXED_STOP_DECK	YES	CHD+K	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>K	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0006	G445-STOP-G442-F06	FIXED_STOP_DECK	YES	CHD+OK	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>OK	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0007	G445-STOP-G442-F07	FIXED_STOP_DECK	YES	CHD+P	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>P	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0008	G445-STOP-G442-F08	FIXED_STOP_DECK	YES	CHD+R	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>R	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0009	G445-STOP-G442-F09	FIXED_STOP_DECK	YES	CHD+SH	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>SH	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
G446-PRO-0010	G445-STOP-G442-F10	FIXED_STOP_DECK	YES	CHD+T	NONE	IDENTITY_NEW_VISIBLE_RECIPE	NOT_IN_EXACT_CATALOG	STOP__UNLICENSED_FACTOR	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	PAIR:CHD>T	NONE	NONE	YES	NO	STOP_UNLICENSED_DIRECT_PAIR	STOP	NONE	YES
