correction_id	dataset	source_row_id	component_recipe	catalog_intake_tier	identity_route	factor_gate_status	blocked_factor_rules	legacy_gdt445_route	legacy_gdt445_decision	corrected_execution_route	corrected_execution_decision	correction_reason
G446-FIX-001	CURRENT	G446-CUR-0195	K+OK+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-002	CURRENT	G446-CUR-0390	O+EEE+S	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-003	CURRENT	G446-CUR-0521	P+D_ADDR+R+AIR+DY	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-004	CURRENT	G446-CUR-0820	OK+S+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-005	CURRENT	G446-CUR-1287	AIR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-006	CURRENT	G446-CUR-1655	SH+T+OL	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-007	CURRENT	G446-CUR-1833	P+OT+CH+OK+OR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-008	CURRENT	G446-CUR-2022	OK+CHD+S+DY	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-009	CURRENT	G446-CUR-3422	OT+EE+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
G446-FIX-010	CURRENT	G446-CUR-3794	R+T+AIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	FACTOR_AMBER_LOCAL_APPENDIX	NONE	EXACT_CATALOG	READ	EXECUTE_KNOWN_FACTORS_AMBER	READ_AMBER	IDENTITY_CANNOT_OVERRIDE_FACTOR_EXECUTION
