held_collection	query_record	model	candidate_count	first_correct_rank	top1_correct	top5_correct	reciprocal_rank_100	top_candidate_record	concept_title_or_source_form_exported
b4	b4.1	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.1	NO
b4	b4.1	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.1	NO
b4	b4.1	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.1	NO
b4	b4.10	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.10	NO
b4	b4.10	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.10	NO
b4	b4.10	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.10	NO
b4	b4.100	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.103	NO
b4	b4.100	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.103	NO
b4	b4.100	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.103	NO
b4	b4.101	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.104	NO
b4	b4.102	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.105	NO
b4	b4.102	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.105	NO
b4	b4.102	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.105	NO
b4	b4.103	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.106	NO
b4	b4.103	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.106	NO
b4	b4.103	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.106	NO
b4	b4.104	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.108	NO
b4	b4.104	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.108	NO
b4	b4.104	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.108	NO
b4	b4.105	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.109	NO
b4	b4.105	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.109	NO
b4	b4.105	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.109	NO
b4	b4.106	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.110	NO
b4	b4.106	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.110	NO
b4	b4.106	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.110	NO
b4	b4.107.sub.1	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.111.sub.1	NO
b4	b4.107.sub.1	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.111.sub.1	NO
b4	b4.107.sub.1	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.111.sub.1	NO
b4	b4.108	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.112	NO
b4	b4.108	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.112	NO
b4	b4.108	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.112	NO
b4	b4.109	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.113	NO
b4	b4.109	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.113	NO
b4	b4.109	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.113	NO
b4	b4.11	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.11	NO
b4	b4.11	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.11	NO
b4	b4.11	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.11	NO
b4	b4.110	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.114	NO
b4	b4.110	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.114	NO
b4	b4.110	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.114	NO
b4	b4.111	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.115	NO
b4	b4.111	GLOBAL_ANON_CONCEPT_IDENTITY	852	1	1	1	1.000000000	w1.115	NO
b4	b4.111	GLOBAL_ANON_IDENTITY_PLUS_FLOW	852	1	1	1	1.000000000	w1.115	NO
b4	b4.112	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.116	NO
