world	c_minus_b_mrr_gain
0	-0.001426290
1	-0.001196727
2	-0.001189141
3	-0.001114262
4	-0.001070303
5	-0.000964651
6	-0.000825629
7	-0.001111327
8	-0.001312586
9	-0.001460596
10	-0.000965644
11	-0.001163121
12	-0.001203602
13	-0.001332218
14	-0.000712810
15	-0.000806072
16	-0.001291738
17	-0.000780751
18	-0.000974977
19	-0.001104698
20	-0.001651609
21	-0.001563475
22	-0.000891299
23	-0.001235661
24	-0.000996794
25	-0.000713726
26	-0.000686951
27	-0.001084909
28	-0.001865484
29	-0.000949819
30	-0.000813645
31	-0.001287870
32	-0.001126409
33	-0.001275302
34	-0.001031155
35	-0.001323765
36	-0.001415824
37	-0.001189260
38	-0.000862998
39	-0.001329058
40	-0.001086556
41	-0.000423461
42	-0.001324756
43	-0.001277533
44	-0.001361956
45	-0.001209186
46	-0.000890990
47	-0.000821853
48	-0.000930163
49	-0.000933503
50	-0.000868737
51	-0.001138201
52	-0.000732943
53	-0.000964656
54	-0.001246285
55	-0.001235102
56	-0.001236121
57	-0.001541701
58	-0.001197232
59	-0.000914393
60	-0.001179670
61	-0.001023212
62	-0.001145368
63	-0.001129225
64	-0.000933557
65	-0.001296446
66	-0.001134917
67	-0.001051122
68	-0.001477954
69	-0.000584183
70	-0.001509673
71	-0.000657262
72	-0.001185535
73	-0.001472239
74	-0.001288042
75	-0.001240682
76	-0.001433000
77	-0.001218901
78	-0.001320463
79	-0.001659567
80	-0.000919850
81	-0.001280784
82	-0.001543484
83	-0.001258815
84	-0.001087146
85	-0.001255716
86	-0.001154377
87	-0.001173966
88	-0.000945655
89	-0.000570954
90	-0.000923561
91	-0.001039154
92	-0.000664569
93	-0.001006690
94	-0.001220199
95	-0.000694948
96	-0.001151847
97	-0.001479967
98	-0.001471348
99	-0.001257863
100	-0.001392308
101	-0.001305482
102	-0.001144959
103	-0.001567817
104	-0.001522230
105	-0.001427232
106	-0.001659790
107	-0.000893877
108	-0.001343083
109	-0.001359929
110	-0.000926231
111	-0.001465624
112	-0.001390257
113	-0.001167483
114	-0.001396221
115	-0.001110778
116	-0.001190806
117	-0.001367125
118	-0.001089927
119	-0.001233654
120	-0.001162604
121	-0.001278082
122	-0.000662549
123	-0.000816194
124	-0.001363747
125	-0.001310143
126	-0.001693767
127	-0.001053752
128	-0.000548301
129	-0.001119950
130	-0.001260721
131	-0.001512164
132	-0.001121947
133	-0.001060806
134	-0.001064785
135	-0.000742506
136	-0.001376745
137	-0.001412143
138	-0.001056799
139	-0.001143327
140	-0.001331802
141	-0.001265104
142	-0.001241359
143	-0.001226562
144	-0.001253392
145	-0.001036619
146	-0.001464167
147	-0.001350537
148	-0.000937416
149	-0.001229453
150	-0.000708620
151	-0.000985578
152	-0.001386234
153	-0.001337811
154	-0.001272075
155	-0.001135703
156	-0.000869800
157	-0.000902421
158	-0.000736264
159	-0.001224826
160	-0.000748118
161	-0.001477387
162	-0.000786630
163	-0.001298039
164	-0.001256750
165	-0.000955596
166	-0.001618360
167	-0.000754615
168	-0.000877117
169	-0.000927912
170	-0.001260452
171	-0.000728863
172	-0.001206115
173	-0.000519693
174	-0.001347892
175	-0.000643730
176	-0.001339626
177	-0.000532940
178	-0.001310979
179	-0.001275830
180	-0.000511897
181	-0.001118250
182	-0.000941611
183	-0.001274934
184	-0.001198193
185	-0.001312291
186	-0.001365553
187	-0.000816750
188	-0.001204932
189	-0.001816633
190	-0.001193478
191	-0.001105909
192	-0.001258563
193	-0.001109202
194	-0.001462444
195	-0.001113464
196	-0.001401098
197	-0.001142382
198	-0.001114282
199	-0.001455822
200	-0.001360443
201	-0.001453244
202	-0.000896170
203	-0.001456596
204	-0.000485145
205	-0.001276576
206	-0.001134029
207	-0.001453161
208	-0.001500238
209	-0.001488288
210	-0.001106939
211	-0.001194240
212	-0.001085880
213	-0.001129243
214	-0.001241460
215	-0.001361598
216	-0.001111995
217	-0.001274009
218	-0.000807398
219	-0.000638623
220	-0.001369069
221	-0.000821295
222	-0.001145415
223	-0.001127041
224	-0.000958564
225	-0.001312791
226	-0.001362033
227	-0.001037620
228	-0.001092348
229	-0.001533565
230	-0.001066503
231	-0.001326249
232	-0.001469807
233	-0.001748601
234	-0.001231361
235	-0.001522876
236	-0.000956849
237	-0.000712684
238	-0.001410072
239	-0.000704091
240	-0.001136876
241	-0.000677344
242	-0.000995445
243	-0.001247339
244	-0.001628009
245	-0.001398616
246	-0.000712384
247	-0.001276002
248	-0.001045759
249	-0.001000278
250	-0.001216133
251	-0.001526303
252	-0.001305202
253	-0.001603017
254	-0.001579248
255	-0.001287598
256	-0.000848721
257	-0.000776119
258	-0.000998425
259	-0.001107905
260	-0.000892491
261	-0.000903680
262	-0.001060362
263	-0.001223453
264	-0.001078243
265	-0.001235301
266	-0.001157611
267	-0.001036429
268	-0.001185745
269	-0.001243449
270	-0.001140142
271	-0.001271614
272	-0.001628609
273	-0.001262819
274	-0.001045783
275	-0.000827324
276	-0.001309110
277	-0.000844756
278	-0.000972019
279	-0.001441724
280	-0.001053991
281	-0.001154573
282	-0.001025403
283	-0.001212287
284	-0.001049515
285	-0.001218228
286	-0.001375148
287	-0.001253168
288	-0.001219103
289	-0.000815728
290	-0.001198611
291	-0.000892074
292	-0.000632564
293	-0.001521480
294	-0.001035758
295	-0.001238064
296	-0.000888400
297	-0.001116390
298	-0.001448170
299	-0.001903157
300	-0.001095346
301	-0.001355686
302	-0.000991715
303	-0.001233196
304	-0.000901410
305	-0.001316332
306	-0.001216273
307	-0.001299969
308	-0.000751041
309	-0.001488499
310	-0.001137356
311	-0.000989860
312	-0.001251619
313	-0.001201476
314	-0.001159139
315	-0.001235546
316	-0.000876404
317	-0.001202340
318	-0.000539394
319	-0.001504421
320	-0.001261832
321	-0.000890020
322	-0.001074964
323	-0.001031340
324	-0.001197535
325	-0.001280062
326	-0.000665270
327	-0.001188556
328	-0.001162128
329	-0.001317865
330	-0.001451859
331	-0.001039487
332	-0.001264273
333	-0.001172759
334	-0.001051095
335	-0.001204927
336	-0.000802383
337	-0.000985109
338	-0.001582533
339	-0.001232783
340	-0.001017083
341	-0.001249126
342	-0.001111937
343	-0.000816917
344	-0.001266703
