gdt745_role_id	candidate_surface	cache_occurrences	cache_pages	cache_loci	reader_exact_occurrences	reader_exact_pages	gdt744_seed_cells	gdt744_seed_pages	gdt744_seed_channels	external_occurrences	external_reader_exact_occurrences	boundary_complete_reader_exact_occurrences	exact_context_channel_counts	exact_context_role_counts	exact_line_position_counts	selected_working_role	working_role_confidence_level	role_dominance_fraction	competing_specific_roles	seed_specific_role_counts	external_specific_role_counts	seed_ambiguous_count	external_ambiguous_count	external_informative_exact_occurrences	external_support_pages	external_support_signatures	combined_support_pages	headword_position_lead	working_default_de	positive_evidence	counterevidence	literal_identity	confirmed_lexeme	plaintext_credit	component_export_credit	unseen_form_export	gdt744_all_field_memberships	gdt744_all_field_pages	gdt744_all_field_channel_counts	gdt744_cross_field_specific_role_conflict	analogy_min_edit_distance	analogy_radius	analogy_neighbor_wholes	analogy_closest_neighbor_wholes	analogy_neighbor_surfaces	analogy_nearest_glosses_de	analogy_consensus_axes	analogy_rival_axes	analogy_axis_support	analogy_functional_class	analogy_confidence_level	automatic_working_meaning_de	next_working_meaning_de	meaning_rationale_de	manual_default_applied	next_renderer_scope	next_literal_identity	next_confirmed_lexeme	next_component_export_credit
G745-R001	adchey	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	2	2	alchey|dchey	alchey=Rohstoff I, trocken in der Gradmitte || dchey=Eine abgemessene Portion bis zur Mittelstufe trocknen	DRY|MIDDLE_STAGE	AMOUNT|MATERIAL	DRY:2|AMOUNT:1|MATERIAL:1|MIDDLE_STAGE:2	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Mittelstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	trockener Stoff oder abgemessene Portion der Mittelstufe	Die beiden Distanz-1-Ganzwörter alchey und dchey teilen Trockenheit und Mittelstufe; Material gegen Portion bleibt offen.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R002	alchd	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	LAST:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	5	1	alchdy|alchedy|alchey|darchd|kalchdy	alchdy=Rohdroge I trocknen und fertigstellen	DRY|MATERIAL|PROCESS	HOT|PART|CLOSE|MIDDLE_STAGE|END_STAGE	HOT:1|DRY:5|PART:1|MATERIAL:4|PROCESS:3|CLOSE:2|MIDDLE_STAGE:2|END_STAGE:2	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	trocken, Stoff/Material, Vorgang; konkrete Identität offen (Mehrfachanalogie)	getrockneter oder zu trocknender Rohstoff; Prozessform mit möglichem Abschluss	alchdy und die Radius-2-Nachbarn teilen Rohstoff, Trocknung und Bearbeitung; Abschluss ist häufig, aber kein Konsensanker.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R003	alom	4	4	4	3	3	1	1	DESCRIPTIVE_MATERIA	3	2	1	OPEN:3	OPEN:3	MIDDLE:1|LAST:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=2; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	2	2	alam|alol	alam=ein Maß Rohdroge I || alol=Drogenstoff aus Rohdroge I	MATERIAL	AMOUNT	AMOUNT:1|MATERIAL:2	MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	Stoff/Material; konkrete Identität offen (Mehrfachanalogie)	Rohstoff-/Drogenstoff der Klasse I; Maßlesung offen	alam und alol teilen den Rohstoff-/Materialkern, unterscheiden aber Maß gegen Stoffform.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R004	chckh	2	2	2	2	2	1	1	PRESCRIPTIVE_PROCESS	1	1	1	OPEN:2	OPEN:2	MIDDLE:2	INGREDIENT_OR_PROCESS_COMPLEMENT	R1_SEED_FIELD_ONLY	1.000	NONE	INGREDIENT_OR_PROCESS_COMPLEMENT:1	NONE	0	0	0	0	0	1	0	Zutat oder Ergänzung eines Verarbeitungsvorgangs; konkrete Identität offen	GDT744 seed=PRESCRIPTIVE_PROCESS; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	PRESCRIPTIVE_PROCESS:1	0	1	1	3	3	chckhd|chckhy|chcth	chckhd=trockenes Arzneikompositum, abgeschlossen || chckhy=trockene Mischung, Anfangsstufe || chcth=getrocknete Pflanzendroge	DRY|PREPARATION	MATERIAL|CLOSE|BEGIN_STAGE|END_STAGE	DRY:3|MATERIAL:1|PREPARATION:2|CLOSE:1|BEGIN_STAGE:1|END_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	trockenes Kompositum oder trockene Mischung	Die drei Distanz-1-Nachbarn verbinden die Form geschlossen mit trockener Zubereitung; Pflanzendroge bleibt ein Randrivale.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R005	cheear	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	4	4	chedar|cheeal|cheeor|chekar	chedar=abgemessene Trockenfraktion I, Mittelstufe || cheeal=Rohstoffklasse I, trocken am Gradende || cheeor=eine Portion vollständig getrocknete Droge || chekar=erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	DRY	HOT|AMOUNT|PART|MATERIAL|MIDDLE_STAGE|END_STAGE	HOT:1|DRY:4|AMOUNT:1|PART:2|MATERIAL:2|MIDDLE_STAGE:2|END_STAGE:2	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	trockene Fraktion oder Rohstoffform; genaue Stufe offen	Vier Distanz-1-Ganzwörter teilen Trockenheit, streuen jedoch über Fraktion, Rohstoff, Hitze und Mittel-/Endstufe.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R006	cheeey	8	6	8	7	5	1	1	DESCRIPTIVE_MATERIA	7	6	3	OPEN:7	OPEN:7	MIDDLE:6|LAST:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=6; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	2	1	DESCRIPTIVE_MATERIA:1|OPEN:1	0	1	1	3	3	cheedy|cheeky|cheey	cheedy=trocken am Ende des Grades, abgeschlossen || cheeky=trocken am Gradende, dann heiß am Gradanfang || cheey=trocken am Ende des Grades	DRY|END_STAGE	HOT|CLOSE|BEGIN_STAGE	HOT:1|DRY:3|CLOSE:1|BEGIN_STAGE:1|END_STAGE:3	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, End-/Vollstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	trockener End-/Vollzustand; Träger offen	cheedy, cheeky und cheey teilen Trockenheit und den Endbereich; Hitze und Abschluss sind nicht durchgehend.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R007	cheetar	1	1	1	1	1	1	1	PRESCRIPTIVE_RECIPE	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	INGREDIENT_OR_PROCESS_COMPLEMENT	R1_SEED_FIELD_ONLY	1.000	NONE	INGREDIENT_OR_PROCESS_COMPLEMENT:1	NONE	0	0	0	0	0	1	0	Zutat oder Ergänzung eines Verarbeitungsvorgangs; konkrete Identität offen	GDT744 seed=PRESCRIPTIVE_RECIPE; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	PRESCRIPTIVE_RECIPE:1	0	2	2	5	5	chedar|cheeal|cheeor|chekar|cheodar	chedar=abgemessene Trockenfraktion I, Mittelstufe || cheeal=Rohstoffklasse I, trocken am Gradende || cheeor=eine Portion vollständig getrocknete Droge || chekar=erste bis zur Mittelstufe getrocknete und erhitzte Fraktion || cheodar=die erste Fraktion des mitteltrockenen Ansatzes abmessen	DRY|PART	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	HOT:1|DRY:5|AMOUNT:2|PART:3|MATERIAL:2|PREPARATION:1|PROCESS:1|MIDDLE_STAGE:2|END_STAGE:2	QUALITY_OR_STATE_WHOLE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	trocken, Teil/Fraktion; konkrete Identität offen (Mehrfachanalogie)	trockene Teil-/Fraktionsform; wahrscheinlich abgemessen	Alle fünf Distanz-2-Nachbarn tragen Trockenheit, die Mehrheit einen Teil- oder Fraktionsbezug; die genaue Stufe bleibt uneinheitlich.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R008	chepchy	2	2	2	2	2	1	1	DESCRIPTIVE_QUALITY	1	1	2	OPEN:2	OPEN:2	MIDDLE:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	2	10	1	chetchy|checkhy|checthy|cheockhy|cheocthy|chkchy|chochy|chokchy|chotchy|chtchy	chetchy=getrocknete Droge; kalt-trocken, Grundform	DRY|PREPARATION	HOT|COLD|MATERIAL|PROCESS|PASS|BEGIN_STAGE	HOT:2|COLD:3|DRY:10|MATERIAL:5|PREPARATION:6|PROCESS:3|PASS:1|BEGIN_STAGE:5	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	trocken, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	trockene Zubereitung in Grundform; kalt gegen heiß offen	chetchy und der Radius-2-Kreis tragen zuverlässig Trockenheit und meist eine Zubereitung; die Temperatur polarisiert.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R009	chetar	5	5	5	5	5	1	1	DESCRIPTIVE_MATERIA	4	4	3	OPEN:5	OPEN:5	MIDDLE:5	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	2	2	chedar|chekar	chedar=abgemessene Trockenfraktion I, Mittelstufe || chekar=erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	DRY|PART|MIDDLE_STAGE	HOT	HOT:1|DRY:2|PART:2|MIDDLE_STAGE:2	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Mittelstufe, Teil/Fraktion; konkrete Identität offen (Mehrfachanalogie)	erste trockene Fraktion der Mittelstufe	chedar und chekar stimmen in trockener erster Fraktion und Mittelstufe überein; Hitze ist nur im zweiten Nachbarn vorhanden.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R010	chtar	3	3	3	3	3	1	1	DESCRIPTIVE_QUALITY	2	2	3	OPEN:3	OPEN:3	MIDDLE:3	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=2; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	1	3	3	chkar|choar|chtal	chkar=erste heiß getrocknete Fraktion || choar=Trockenansatz, Fraktion I || chtal=Rohstoffklasse I, trocken-kalt am Gradanfang	DRY|PART	HOT|COLD|MATERIAL|PREPARATION|BEGIN_STAGE	HOT:1|COLD:1|DRY:3|PART:2|MATERIAL:1|PREPARATION:1|BEGIN_STAGE:1	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Teil/Fraktion; konkrete Identität offen (Mehrfachanalogie)	trockene Teil-/Fraktion; Rohstoff- oder Ansatzträger offen	chkar, choar und chtal sichern Trockenheit und Teil-/Fraktionsnähe, aber nicht denselben Träger oder dieselbe Temperatur.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
