event_id	page	record_unit_id	statement_id	field_id	field_position	visible_owner	visible_surface	master_card_id	concrete_default_de	curriculum_layer	noun_class	grounding	terminal_status	apprentice_action
E001	f10r	H1	H1-S001	F001	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dchey	MC071	Wurzel	HERBAL_LOCAL_NOUN_SIGN	PFLANZENTEIL	DIRECT_VISIBLE	NONCLOSE	learn one new pictured-material/container/preparation sign
E002	f10r	H1	H1-S001	F001	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthoor	MC158	Vorbereitung	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
E003	f10r	H1	H1-S001	F001	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	char	MC055	davon	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E004	f10r	H1	H1-S001	F001	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chty	MC086	Teil	COMMON_BIOLOGICAL_HERBAL_CORE	MATERIALTEIL	OWNER_INHERITED	NONCLOSE	reuse known card and keep the same short value
E005	f10r	H1	H1-S001	F001	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	os	MC159	Aufnahmegefäß	HERBAL_LOCAL_NOUN_SIGN	GEFÄSS_ORT	WORKSHOP_INFERRED	NONCLOSE	learn one new pictured-material/container/preparation sign
E006	f10r	H1	H1-S001	F001	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chair	MC014	Zuguss	HERBAL_LOCAL_NOUN_SIGN	ZUTAT_ZUGABE	WORKSHOP_INFERRED	NONCLOSE	learn one new pictured-material/container/preparation sign
E007	f10r	H1	H1-S001	F001	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otytchol	MC069	Folgeteil	HERBAL_LOCAL_NOUN_SIGN	MATERIALTEIL	OWNER_INHERITED	NONCLOSE	learn one new pictured-material/container/preparation sign
E008	f10r	H1	H1-S001	F001	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oky	MC026	einsetzen	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E009	f10r	H1	H1-S001	F001	9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	Sollmaß	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E010	f10r	H1	H1-S001	F001	10	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	etyd	MC108	kleiner Rest	HERBAL_LOCAL_NOUN_SIGN	MATERIALTEIL	OWNER_INHERITED	NONCLOSE	learn one new pictured-material/container/preparation sign
E011	f10r	H1	H1-S002	F002	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	MC103	weiterbearbeiten	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
E012	f10r	H1	H1-S002	F002	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	Folgegang	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
E013	f10r	H1	H1-S002	F002	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E014	f10r	H1	H1-S002	F002	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	bereit	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E015	f10r	H2	H2-S001	F003	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	MC075	Auszugsansatz	HERBAL_LOCAL_NOUN_SIGN	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	learn one new pictured-material/container/preparation sign
E016	f10r	H2	H2-S001	F003	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	bereit	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E017	f10r	H2	H2-S001	F003	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	COMMON_BIOLOGICAL_HERBAL_CORE	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	reuse known card and keep the same short value
E018	f10r	H2	H2-S001	F003	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	MC169	Sollvorbereitung	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
E019	f10r	H2	H2-S001	F003	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	MC115	bereiter Folgeposten	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
E020	f10r	H2	H2-S001	F003	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	dies	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E021	f10r	H2	H2-S001	F003	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	dies	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E022	f10r	H2	H2-S001	F003	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	MC039	Sollmaß	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E023	f10r	H2	H2-S001	F003	9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	MC123	dies	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E024	f10r	H2	H2-S002	F004	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	MC013	Folgeansatz	HERBAL_LOCAL_NOUN_SIGN	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	learn one new pictured-material/container/preparation sign
E025	f10r	H2	H2-S002	F004	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	COMMON_BIOLOGICAL_HERBAL_CORE	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	reuse known card and keep the same short value
E026	f10r	H2	H2-S002	F004	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	MC053	Fortgang	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
E027	f10r	H2	H2-S002	F004	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E028	f10r	H2	H2-S002	F004	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	MC157	derselbe Ansatz	COMMON_BIOLOGICAL_HERBAL_CORE	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	reuse known card and keep the same short value
E029	f10r	H2	H2-S002	F004	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	weiter	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E030	f10r	H2	H2-S002	F004	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	MC039	Sollmaß	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E031	f10r	H2	H2-S002	F004	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	MC055	davon	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E032	f10r	H2	H2-S003	F005	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	MC027	Zubereitungsgefäß	HERBAL_LOCAL_NOUN_SIGN	GEFÄSS_ORT	WORKSHOP_INFERRED	NONCLOSE	learn one new pictured-material/container/preparation sign
E033	f10r	H2	H2-S003	F005	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	MC080	Ansatz	COMMON_BIOLOGICAL_HERBAL_CORE	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	reuse known card and keep the same short value
E034	f10r	H2	H2-S003	F005	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	Ansatz	COMMON_BIOLOGICAL_HERBAL_CORE	ZUBEREITUNG_AUSZUG	WORKSHOP_INFERRED	NONCLOSE	reuse known card and keep the same short value
E035	f10r	H2	H2-S003	F005	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	dies	COMMON_BIOLOGICAL_HERBAL_CORE	NONE	NOT_A_NOUN_CARD	NONCLOSE	reuse known card and keep the same short value
E036	f10r	H2	H2-S003	F005	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	MC048	Bearbeitungsstufe	HERBAL_LOCAL_OPERATION_SIGN	NONE	NOT_A_NOUN_CARD	NONCLOSE	learn or decompose one Herbal-specific work operation
