event_id	record_unit_id	surface	joint_tuple_id	old_herbal_value_de	transferred_value_de	reason
E003	H1	char	4d4559019a961b834aa1	aus demselben Vorrat	dasselbe	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E004	H1	chty	80ebbbbf238eee9f0aef	zerkleinern	dies fuellen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E008	H1	oky	276a7c2d74d1143446f4	Posten ansetzen	verwende dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E009	H1	daiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E013	H1	chol	dcda95c81a5460feb191	mit Vorigem fortsetzen	fortsetzen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E014	H1	cthy	e0b630cb1b5df5e7105b	gebrauchsfertig	bereit	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E016	H2	cthy	e0b630cb1b5df5e7105b	gebrauchsfertig	bereit	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E020	H2	dy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E021	H2	chy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E022	H2	taiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E023	H2	shy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E027	H2	chol	dcda95c81a5460feb191	mit Vorigem fortsetzen	fortsetzen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E028	H2	cholor	dec401773c1f0347793d	voriger Ansatz	weiterer Ansatz	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E029	H2	chol	dcda95c81a5460feb191	mit Vorigem fortsetzen	fortsetzen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E030	H2	daiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E031	H2	dar	4d4559019a961b834aa1	aus demselben Vorrat	dasselbe	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E035	H2	chy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E037	H2	dy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E048	H3	chy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E050	H3	dy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E051	H3	daiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E054	H3	cthy	e0b630cb1b5df5e7105b	gebrauchsfertig	bereit	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E055	H3	dy	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E056	H4	qokaiin	b5fcea1eaed06b2f2291	auf Sollmaß einstellen	bemessen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E057	H4	chaiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E061	H4	daiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E062	H4	chedy	6f7ff8287eddf4da9fdb	den laufenden Posten umsetzen oder durcharbeiten	dies umsetzen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E066	H4	cheeky	2c1a5fd92b9e3c762242	länger wärmen	dies länger wärmen	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E068	H4	aiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E072	H4	y	b921a237be883a820352	dieser Arbeitsposten	dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E077	H5	daiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E081	H5	choky	276a7c2d74d1143446f4	Posten ansetzen	verwende dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E085	H5	choky	276a7c2d74d1143446f4	Posten ansetzen	verwende dies	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E098	H5	otchey	faf321940aed922846a9	Folgeposten	nächster Posten	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
E100	H5	daiin	2f1c5e56e8f0ff459065	Sollmaß	Mass	SAME_EXACT_CARD_MUST_KEEP_ONE_VALUE
