gdt367_target_id	provenance	review_scope	component_selection	broad_closed_form	fork_or_branch	colored_fill	confidence	neutral_note
VGB2A7E82AE5B8DB	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Three broad filled lobes meet above a narrow lower contour.
VGB3043A84F64903	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad closed loop has multiple filled projections around its outer curve.
VG6CB10E36E21276	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	ABSENT	PRESENT	HIGH	One broad filled blade-like body has marginal points but no internal division into arms.
VG2E4F726659A297	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A filled triangular body divides into several long pointed arms.
VG460F3F13D61DED	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Several broad filled curved bodies branch from a common central region.
VGD727F424B6D5C5	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Two large broad filled bodies divide from one central region.
VG9D0A7B07F7C98A	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Multiple broad filled bodies occur on visibly dividing narrow contours.
VGD8E1D69B4AE3A3	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Several curled broad filled bodies occur on a visibly branching structure.
VG3CF4AFF2239807	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Many rounded filled bodies recur on visibly dividing narrow contours.
VG3CF5990F740AA8	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Broad filled bodies occur inside a tall outline on multiple dividing contours.
