target	held_collection	model	n	positives	bits	auc	average_precision	prevalence
ALTERNATIVE	b4	PREVALENCE	6190	128	902.493307221	0.500000000	0.020685629	0.020678514
ALTERNATIVE	b4	NUISANCE	6190	128	856.077802801	0.730799963	0.039099004	0.020678514
ALTERNATIVE	b4	OPAQUE_ID	6190	128	592.554858394	0.852607689	0.420349954	0.020678514
ALTERNATIVE	b4	STRUCTURE	6190	128	843.842802924	0.729231535	0.039337916	0.020678514
ALTERNATIVE	b4	STRUCTURE_PLUS_ID	6190	128	717.376431379	0.877669035	0.451093433	0.020678514
ALTERNATIVE	b6	PREVALENCE	725	15	105.592721926	0.500000000	0.044300634	0.020689655
ALTERNATIVE	b6	NUISANCE	725	15	97.258443790	0.774741784	0.105368570	0.020689655
ALTERNATIVE	b6	OPAQUE_ID	725	15	102.143662001	0.617605634	0.054015640	0.020689655
ALTERNATIVE	b6	STRUCTURE	725	15	94.788499879	0.796713615	0.123338890	0.020689655
ALTERNATIVE	b6	STRUCTURE_PLUS_ID	725	15	118.199589530	0.732018779	0.075426897	0.020689655
ALTERNATIVE	br1	PREVALENCE	1208	12	101.012185339	0.500000000	0.023807485	0.009933775
ALTERNATIVE	br1	NUISANCE	1208	12	92.695509648	0.785883501	0.034655982	0.009933775
ALTERNATIVE	br1	OPAQUE_ID	1208	12	74.087334321	0.778950669	0.309813895	0.009933775
ALTERNATIVE	br1	STRUCTURE	1208	12	91.889814723	0.817098662	0.036248808	0.009933775
ALTERNATIVE	br1	STRUCTURE_PLUS_ID	1208	12	79.513068344	0.805392977	0.272281549	0.009933775
ALTERNATIVE	bs1	PREVALENCE	6619	121	871.673472745	0.500000000	0.015138117	0.018280707
ALTERNATIVE	bs1	NUISANCE	6619	121	823.565202230	0.732009086	0.037881805	0.018280707
ALTERNATIVE	bs1	OPAQUE_ID	6619	121	629.957526157	0.789587515	0.331857874	0.018280707
ALTERNATIVE	bs1	STRUCTURE	6619	121	798.030524707	0.752376446	0.041736934	0.018280707
ALTERNATIVE	bs1	STRUCTURE_PLUS_ID	6619	121	734.339088273	0.848248285	0.358820759	0.018280707
ALTERNATIVE	gr1	PREVALENCE	6615	92	706.633975005	0.500000000	0.014855580	0.013907785
ALTERNATIVE	gr1	NUISANCE	6615	92	667.656424778	0.733429870	0.035614623	0.013907785
ALTERNATIVE	gr1	OPAQUE_ID	6615	92	563.305995063	0.752529511	0.228216854	0.013907785
ALTERNATIVE	gr1	STRUCTURE	6615	92	664.582474423	0.759751448	0.039470019	0.013907785
ALTERNATIVE	gr1	STRUCTURE_PLUS_ID	6615	92	608.807389122	0.787086163	0.224618788	0.013907785
ALTERNATIVE	w1	PREVALENCE	5992	118	838.611077185	0.500000000	0.020350938	0.019692924
ALTERNATIVE	w1	NUISANCE	5992	118	807.465214722	0.697256800	0.034670454	0.019692924
ALTERNATIVE	w1	OPAQUE_ID	5992	118	532.178677490	0.848867171	0.450468274	0.019692924
ALTERNATIVE	w1	STRUCTURE	5992	118	797.963422418	0.700016736	0.037062035	0.019692924
ALTERNATIVE	w1	STRUCTURE_PLUS_ID	5992	118	601.164536926	0.863241057	0.465835077	0.019692924
TIME	b4	PREVALENCE	6190	57	467.901782690	0.500000000	0.008696328	0.009208401
TIME	b4	NUISANCE	6190	57	426.826615532	0.805547212	0.027424278	0.009208401
TIME	b4	OPAQUE_ID	6190	57	350.273238936	0.826031735	0.289772285	0.009208401
TIME	b4	STRUCTURE	6190	57	498.990757626	0.786146844	0.027216524	0.009208401
TIME	b4	STRUCTURE_PLUS_ID	6190	57	379.424408065	0.913487861	0.312081396	0.009208401
TIME	b6	PREVALENCE	725	7	56.921125462	0.500000000	0.011567382	0.009655172
TIME	b6	NUISANCE	725	7	51.197233253	0.847990450	0.038205742	0.009655172
TIME	b6	OPAQUE_ID	725	7	54.930258706	0.617688022	0.015079642	0.009655172
TIME	b6	STRUCTURE	725	7	60.621892372	0.773975328	0.059192148	0.009655172
TIME	b6	STRUCTURE_PLUS_ID	725	7	68.321151700	0.801233585	0.028472434	0.009655172
TIME	br1	PREVALENCE	1208	14	110.325617594	0.500000000	0.015055885	0.011589404
TIME	br1	NUISANCE	1208	14	99.769364196	0.803481694	0.035117330	0.011589404
TIME	br1	OPAQUE_ID	1208	14	104.647793743	0.707705193	0.026696321	0.011589404
TIME	br1	STRUCTURE	1208	14	105.598558192	0.802943288	0.036785312	0.011589404
TIME	br1	STRUCTURE_PLUS_ID	1208	14	134.505017357	0.811198851	0.032969004	0.011589404
TIME	bs1	PREVALENCE	6619	61	500.678032582	0.500000000	0.008967996	0.009215894
TIME	bs1	NUISANCE	6619	61	472.230916803	0.764024918	0.020832831	0.009215894
TIME	bs1	OPAQUE_ID	6619	61	444.629606083	0.734690204	0.082965740	0.009215894
TIME	bs1	STRUCTURE	6619	61	513.870312384	0.814570116	0.031603274	0.009215894
TIME	bs1	STRUCTURE_PLUS_ID	6619	61	515.769124527	0.834873187	0.097402507	0.009215894
TIME	gr1	PREVALENCE	6615	77	607.155000268	0.500000000	0.012031930	0.011640212
TIME	gr1	NUISANCE	6615	77	561.022740689	0.786884269	0.028782117	0.011640212
TIME	gr1	OPAQUE_ID	6615	77	545.291139689	0.718778927	0.101852914	0.011640212
TIME	gr1	STRUCTURE	6615	77	668.824499189	0.735444733	0.023498924	0.011640212
TIME	gr1	STRUCTURE_PLUS_ID	6615	77	654.723755912	0.791447005	0.109220914	0.011640212
TIME	w1	PREVALENCE	5992	59	478.039756521	0.500000000	0.009175985	0.009846462
TIME	w1	NUISANCE	5992	59	436.898210538	0.805588964	0.029417371	0.009846462
TIME	w1	OPAQUE_ID	5992	59	389.749514191	0.788376989	0.192919466	0.009846462
TIME	w1	STRUCTURE	5992	59	484.510820712	0.813267933	0.037506378	0.009846462
TIME	w1	STRUCTURE_PLUS_ID	5992	59	456.688467258	0.898990707	0.228564136	0.009846462
REF	b4	PREVALENCE	6190	20	195.863179399	0.500000000	0.005185685	0.003231018
REF	b4	NUISANCE	6190	20	180.989896216	0.790145867	0.026394846	0.003231018
REF	b4	OPAQUE_ID	6190	20	144.857692297	0.822467585	0.268748346	0.003231018
REF	b4	STRUCTURE	6190	20	192.955164079	0.775940032	0.009629432	0.003231018
REF	b4	STRUCTURE_PLUS_ID	6190	20	154.732947876	0.898403566	0.328923065	0.003231018
REF	b6	PREVALENCE	725	2	20.176515562	0.500000000	0.003953902	0.002758621
REF	b6	NUISANCE	725	2	21.764766068	0.623789765	0.006109561	0.002758621
REF	b6	OPAQUE_ID	725	2	11.746068065	0.808091286	0.506329114	0.002758621
REF	b6	STRUCTURE	725	2	33.836809095	0.461964039	0.004270587	0.002758621
REF	b6	STRUCTURE_PLUS_ID	725	2	10.712184626	0.868603043	0.505208333	0.002758621
REF	br1	PREVALENCE	1208	29	245.429795434	0.500000000	0.016369129	0.024006623
REF	br1	NUISANCE	1208	29	235.269516616	0.651457986	0.042401618	0.024006623
REF	br1	OPAQUE_ID	1208	29	243.517133488	0.711195929	0.028343558	0.024006623
REF	br1	STRUCTURE	1208	29	220.581513469	0.727998596	0.048196663	0.024006623
REF	br1	STRUCTURE_PLUS_ID	1208	29	308.871595496	0.764206955	0.066562570	0.024006623
REF	bs1	PREVALENCE	6619	18	183.688651895	0.500000000	0.002161024	0.002719444
REF	bs1	NUISANCE	6619	18	177.750072678	0.684685822	0.005504055	0.002719444
REF	bs1	OPAQUE_ID	6619	18	135.071239647	0.793869616	0.280704804	0.002719444
REF	bs1	STRUCTURE	6619	18	200.178925806	0.712400478	0.005190875	0.002719444
REF	bs1	STRUCTURE_PLUS_ID	6619	18	135.219512770	0.880834554	0.292684794	0.002719444
REF	gr1	PREVALENCE	6615	32	293.116710230	0.500000000	0.006924627	0.004837491
REF	gr1	NUISANCE	6615	32	290.422607455	0.663612715	0.008170496	0.004837491
REF	gr1	OPAQUE_ID	6615	32	265.794592497	0.713252886	0.077029684	0.004837491
REF	gr1	STRUCTURE	6615	32	281.077274563	0.720596612	0.009418801	0.004837491
REF	gr1	STRUCTURE_PLUS_ID	6615	32	313.402510749	0.808270355	0.078090179	0.004837491
REF	w1	PREVALENCE	5992	12	133.703315488	0.500000000	0.004453924	0.002002670
REF	w1	NUISANCE	5992	12	125.177291619	0.774275362	0.012278144	0.002002670
REF	w1	OPAQUE_ID	5992	12	83.915712892	0.855142140	0.436125020	0.002002670
REF	w1	STRUCTURE	5992	12	151.244678842	0.747477703	0.007581155	0.002002670
REF	w1	STRUCTURE_PLUS_ID	5992	12	72.126894974	0.959448161	0.488368402	0.002002670
CLOSER	b4	PREVALENCE	6190	161	1082.445565130	0.500000000	0.023642857	0.026009693
CLOSER	b4	NUISANCE	6190	161	533.803906582	0.961823237	0.578231244	0.026009693
CLOSER	b4	OPAQUE_ID	6190	161	402.059015544	0.937262342	0.762969605	0.026009693
CLOSER	b4	STRUCTURE	6190	161	599.631264303	0.945119294	0.741820842	0.026009693
CLOSER	b4	STRUCTURE_PLUS_ID	6190	161	273.858810209	0.992554620	0.898561764	0.026009693
CLOSER	b6	PREVALENCE	725	7	61.763298887	0.500000000	0.009697109	0.009655172
CLOSER	b6	NUISANCE	725	7	41.402421728	0.972343812	0.218504398	0.009655172
CLOSER	b6	OPAQUE_ID	725	7	41.553944126	0.780342220	0.436788662	0.009655172
CLOSER	b6	STRUCTURE	725	7	52.689378043	0.921607640	0.462523990	0.009655172
CLOSER	b6	STRUCTURE_PLUS_ID	725	7	23.549629468	0.992240350	0.663907785	0.009655172
CLOSER	br1	PREVALENCE	1208	37	241.638703433	0.500000000	0.030974630	0.030629139
CLOSER	br1	NUISANCE	1208	37	74.034361310	0.978904609	0.892755618	0.030629139
CLOSER	br1	OPAQUE_ID	1208	37	228.750060114	0.712638770	0.054217240	0.030629139
CLOSER	br1	STRUCTURE	1208	37	484.796517365	0.704641448	0.050544990	0.030629139
CLOSER	br1	STRUCTURE_PLUS_ID	1208	37	178.285922895	0.989152261	0.867045609	0.030629139
CLOSER	bs1	PREVALENCE	6619	96	746.483065272	0.500000000	0.014204041	0.014503701
CLOSER	bs1	NUISANCE	6619	96	544.723634684	0.937468062	0.242007025	0.014503701
CLOSER	bs1	OPAQUE_ID	6619	96	518.104873330	0.807016199	0.348335870	0.014503701
CLOSER	bs1	STRUCTURE	6619	96	810.346378322	0.878058089	0.316735930	0.014503701
CLOSER	bs1	STRUCTURE_PLUS_ID	6619	96	398.861276343	0.976790459	0.561153606	0.014503701
CLOSER	gr1	PREVALENCE	6615	137	962.500896577	0.500000000	0.022927958	0.020710506
CLOSER	gr1	NUISANCE	6615	137	457.431906371	0.977338234	0.440808099	0.020710506
CLOSER	gr1	OPAQUE_ID	6615	137	521.852117629	0.862517268	0.579905459	0.020710506
CLOSER	gr1	STRUCTURE	6615	137	791.058672573	0.900529135	0.559058703	0.020710506
CLOSER	gr1	STRUCTURE_PLUS_ID	6615	137	388.603045079	0.988384042	0.777482272	0.020710506
CLOSER	w1	PREVALENCE	5992	162	1082.662386436	0.500000000	0.024765827	0.027036048
CLOSER	w1	NUISANCE	5992	162	494.832846000	0.972126930	0.579171744	0.027036048
CLOSER	w1	OPAQUE_ID	5992	162	459.962325222	0.917957351	0.705726946	0.027036048
CLOSER	w1	STRUCTURE	5992	162	691.574070492	0.944175508	0.690111951	0.027036048
CLOSER	w1	STRUCTURE_PLUS_ID	5992	162	294.069149841	0.994061157	0.904878898	0.027036048
EXCLUSION	b4	PREVALENCE	6190	70	560.002835329	0.500000000	0.018332228	0.011308562
EXCLUSION	b4	NUISANCE	6190	70	491.061511037	0.830263772	0.037556265	0.011308562
EXCLUSION	b4	OPAQUE_ID	6190	70	401.791151765	0.843706816	0.347255053	0.011308562
EXCLUSION	b4	STRUCTURE	6190	70	483.228994141	0.823615780	0.049682874	0.011308562
EXCLUSION	b4	STRUCTURE_PLUS_ID	6190	70	428.117983712	0.896538282	0.351880565	0.011308562
EXCLUSION	b6	PREVALENCE	725	8	63.890789467	0.500000000	0.017965185	0.011034483
EXCLUSION	b6	NUISANCE	725	8	58.607374047	0.809623431	0.070207328	0.011034483
EXCLUSION	b6	OPAQUE_ID	725	8	49.666433034	0.734222455	0.416455581	0.011034483
