case_id	plant	required_rows	feasible_named_forms	fresh_unknown_possible	maximum_known_required_rows	minimum_rows_requiring_unknown	unique_named_form
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED	Mandrake	2	1	False	2	0	pchedy
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED	Mugwort	7	1	False	2	5	sheckhy
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED	Succory	2	32	True	2	0	
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED	Trifoile	2	16	False	1	1	
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED	Mandrake	3	1	False	2	1	pchedy
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED	Mugwort	7	1	False	2	5	sheckhy
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED	Perwinkle	2	16	False	1	1	
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED	Succory	2	32	True	2	0	
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED	Trifoile	2	16	False	1	1	
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED	Mandrake	2	20	True	1	1	
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED	Mugwort	7	1	False	2	5	qokey
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED	Succory	2	12	False	1	1	
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED	Trifoile	2	12	False	1	1	
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED	Mandrake	3	40	True	1	2	
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED	Mugwort	7	1	False	2	5	qokey
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED	Perwinkle	2	13	False	2	0	
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED	Succory	2	12	False	1	1	
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED	Trifoile	2	12	False	1	1	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL	Mandrake	2	14	False	2	0	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL	Mugwort	7	16	False	3	4	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL	Succory	2	28	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL	Trifoile	2	30	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED	Mandrake	2	26	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED	Mugwort	7	13	False	2	5	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED	Succory	2	34	True	2	0	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED	Trifoile	2	12	False	1	1	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL	Mandrake	3	14	False	2	1	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL	Mugwort	7	16	False	3	4	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL	Perwinkle	2	31	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL	Succory	2	28	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL	Trifoile	2	30	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED	Mandrake	3	44	True	1	2	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED	Mugwort	7	13	False	2	5	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED	Perwinkle	2	27	True	1	1	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED	Succory	2	34	True	2	0	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED	Trifoile	2	12	False	1	1	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL	Mandrake	2	40	True	2	0	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL	Mugwort	7	132	True	3	4	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL	Succory	2	11	False	1	1	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL	Trifoile	2	30	True	1	1	
