shol	paragraph	grammar	chol	timing	target	target_form	first_target	earlier_action_pairs	eligible_actions	origin_objects	status	row_status
Q	f6v|f6v.6-f6v.21	B	D	O	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	D	O	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	D	I	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	D	I	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	H	O	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	H	O	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	H	I	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	B	H	I	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	D	O	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	D	O	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	D	I	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	D	I	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	H	O	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	H	O	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	H	I	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	J	H	I	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	D	O	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	D	O	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	D	I	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	D	I	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	H	O	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	H	O	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	H	I	f6v.6:2	shocthol	True	0	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f6v|f6v.6-f6v.21	M	H	I	f6v.18:1	ytchocthol	True	13	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	B	D	O	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	B	D	I	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	B	H	O	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	B	H	I	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	J	D	O	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	J	D	I	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	J	H	O	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	J	H	I	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	M	D	O	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	M	D	I	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	M	H	O	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f22v|f22v.6-f22v.16	M	H	I	f22v.9:2	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f93r|f93r.1-f93r.32	B	D	O	f93r.4:4	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f93r|f93r.1-f93r.32	B	D	O	f93r.18:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	D	O	f93r.23:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	D	O	f93r.25:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	D	I	f93r.4:4	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f93r|f93r.1-f93r.32	B	D	I	f93r.18:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	D	I	f93r.23:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	D	I	f93r.25:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	H	O	f93r.4:4	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f93r|f93r.1-f93r.32	B	H	O	f93r.18:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	H	O	f93r.23:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	H	O	f93r.25:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
Q	f93r|f93r.1-f93r.32	B	H	I	f93r.4:4	shody	True	1	0	0	NO_ELIGIBLE_ORIGIN	recorded
Q	f93r|f93r.1-f93r.32	B	H	I	f93r.18:3	shody	False	7	0	0	REPEAT_NOT_NEW_NAME	recorded
