lexicon_id	scope	surfaces	pages	occurrences	primary_default_English	source_class	confidence	assignment_status	polysemy_rule
00d8ebe3c68294eeac39	PROSE_EXACT_CARD	chdal	f83r	1	fill the basin with warm water	FILL_BASIN	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
0275fbf14e07935b0a45	PROSE_EXACT_CARD	okeey,qokeey	f81v,f82r,f83r	7	warm the working liquid	WARM_MEDIUM	.39	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
03626ca94cb17800d767	PROSE_EXACT_CARD	sheedy	f83r	1	let it stand until clear	SETTLING	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
04a3877f0fc81b7597c9	PROSE_EXACT_CARD	ldy	f82r,f83r	2	carry the liquid onward	CARRY_LIQUID	.34	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
07913ef9b1fb773cd325	PROSE_EXACT_CARD	okchedy,qokchedy	f81v,f83r	2	heat gently and seal	GENTLE_HEAT	.35	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
087a47b5423438cd6b6a	PROSE_EXACT_CARD	chokcheo	f56r	1	it is warm in the second degree	HUMORAL_QUALITY	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
08bd5ca0c2ad137a056d	PROSE_EXACT_CARD	okey,qokey	f81v,f82r	2	at the next marked station	NEXT_STATION	.33	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
0ab57b7166de99db3a55	PROSE_EXACT_CARD	lchy	f82r	1	mark the completed application	MARK_COMPLETE	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
0bdc8b6db811b4e67a63	PROSE_EXACT_CARD	chary	f83r	1	let it stand until clear	SETTLING	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
0ec6a45e2950e8e7061d	PROSE_EXACT_CARD	chodaly	f56r	1	apply the bruised leaf to swelling	TOPICAL_USE	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
0f15effeca7ab10bb026	PROSE_EXACT_CARD	lchedar	f82r	1	resume from the preceding station	RESUME_STATION	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
0f18de177ed7c878bf95	PROSE_EXACT_CARD	dl	f81v	2	through the lower channel	LOWER_CHANNEL	.35	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
10488b911aae52b3b334	PROSE_EXACT_CARD	otchor,qotchor	f10r,f56r	2	continue the second use	SECOND_USE	.35	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
12efe866f335461823a6	PROSE_EXACT_CARD	chair	f10r	1	it is drying in the first degree	HUMORAL_QUALITY	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
1322bc176443fc2a8a86	PROSE_EXACT_CARD	qokokchy	f56r	1	it grows beside running water	WATERSIDE_HABITAT	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
1496a731803a9f48d2e1	PROSE_EXACT_CARD	rol	f81v	1	resume from the preceding station	RESUME_STATION	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
1645e612504fcef59ced	PROSE_EXACT_CARD	okain,qokain	f81v,f82r,f83r	7	measure the working liquid	LIQUID_MEASURE	.38	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
1779decef17481ec2853	PROSE_EXACT_CARD	qotedaiin	f83r	1	discard the first washing	DISCARD_WASH	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
1b1ffdd869fb1429ad03	PROSE_EXACT_CARD	oldy	f55v,f83r	2	retain it in the liquid	LIQUID_HOLD	.36	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
1bfd786e6b8b63734a59	PROSE_EXACT_CARD	solkeey	f83r	1	apply the warm preparation	APPLICATION	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
204b04837409088c48f9	PROSE_EXACT_CARD	oltchy	f55v	1	dig the root in autumn	HARVEST_TIME	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
21ed2873b71e57269c08	PROSE_EXACT_CARD	chckhal	f83r	1	mark the completed application	MARK_COMPLETE	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
22fb87a5a83e5c3fb510	PROSE_EXACT_CARD	kair	f81v	1	mark the completed application	MARK_COMPLETE	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
232195d6ff2f326322f7	PROSE_EXACT_CARD	qokol	f83r	1	keep it moderately warm	HEAT_HOLD	.24	CONTEXT_DEFAULT	one default across all fixed-page occurrences
259b2b3b0bf859882e2c	PROSE_EXACT_CARD	dchedy,schedy,tchedy	f81v,f82r,f83r	4	mix thoroughly and seal	MIX_COMMIT	.40	COMMON_DECK_DEFAULT	one default across all fixed-page occurrences
