event_id	physical_page	locus	register	channel	surface	component_recipe	revised_signs	visible_owner_de	revised_compositional_reading_de
P912-E0008	f10r	f10r.1	HERBAL	WORKSHOP_PROSE	kom	K+O+M_LOCAL	M_LOCAL	abgebildeter Pflanzenartikel f10r	Material zugeben; Arbeitsgang ausführen; im Mittelgang ausführen
P912-E0075	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	LOCAL_CHAR_I	abgebildeter Pflanzenartikel f10r	Material zugeben; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe
P912-E0160	f13r	f13r.1	HERBAL	WORKSHOP_PROSE	dchg	D_ADDR+CH+LOCAL_CHAR_G	LOCAL_CHAR_G	grosse abgebildete Pflanze mit Knollenwurzel	bezeichneter Teil; bezeichneten Anteil entnehmen; einmal ausführen
P912-E0233	f55v	f55v.1	HERBAL	WORKSHOP_PROSE	dodyd	D_ADDR+O+DY+D_LABEL	D_LABEL	abgebildeter Pflanzenartikel f55v	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsschritt schließen; am Rand abschließen
P912-E0254	f55v	f55v.4	HERBAL	WORKSHOP_PROSE	keeyfar	K+EE+Y+LOCAL_CHAR_F+AR	LOCAL_CHAR_F	abgebildeter Pflanzenartikel f55v	Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand; über einen Nebenpfad; Entnahmestelle
P912-E0426	f56r	f56r.16	HERBAL	WORKSHOP_PROSE	kcharg	K+CH+AR+LOCAL_CHAR_G	LOCAL_CHAR_G	abgebildeter Pflanzenartikel f56r	Material zugeben; bezeichneten Anteil entnehmen; Entnahmestelle; einmal ausführen
P912-E0868	f81v	f81v.1	BIOLOGICAL	WORKSHOP_PROSE	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	LOCAL_CHAR_F	gemeinsames Bad- und Beckenfeld	Arbeitsgang ausführen; über einen Nebenpfad; lokale Arbeitsstelle; spülen; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand
P912-E0996	f81v	f81v.15	BIOLOGICAL	WORKSHOP_PROSE	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	LOCAL_CHAR_F	gemeinsames Bad- und Beckenfeld	neuen Kartenblock beginnen; Arbeitsgang ausführen; über einen Nebenpfad; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
P912-E1367	f82r	f82r.30	BIOLOGICAL	WORKSHOP_PROSE	rag	R+A_ADDR+G_LABEL	G_LABEL	mehrere lokale Bad- und Leitungsstationen	Zustand kennzeichnen; lokale Arbeitsstelle; Prüfmarke setzen
P912-E1445	f83r	f83r.5	BIOLOGICAL	WORKSHOP_PROSE	cheg	CH+E+LOCAL_CHAR_G	LOCAL_CHAR_G	lokale Becken-, Figuren- und Verbindungsstationen	bezeichneten Anteil entnehmen; kurz oder direkt; einmal ausführen
P912-E1487	f83r	f83r.10	BIOLOGICAL	WORKSHOP_PROSE	cheeb	CH+EE+LOCAL_CHAR_B	LOCAL_CHAR_B	lokale Becken-, Figuren- und Verbindungsstationen	bezeichneten Anteil entnehmen; länger oder gehalten; paarweise entnehmen
P912-E1617	f83r	f83r.24	BIOLOGICAL	WORKSHOP_PROSE	soiiin	S+O+LOCAL_CHAR_I+IIN	LOCAL_CHAR_I	lokale Becken-, Figuren- und Verbindungsstationen	Arbeitsvariante auswählen; Arbeitsgang ausführen; auf der Unterstufe; Arbeitsstufe
P912-E1808	f67r2	f67r2.24	ZODIAC	WORKSHOP_PROSE	ofar	O+LOCAL_CHAR_F+AR	LOCAL_CHAR_F	zwei lokale Himmelsraeder	Arbeitsgang ausführen; über einen Nebenpfad; Entnahmestelle
P912-E1832	f67r2	f67r2.34	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	ofar	O+LOCAL_CHAR_F+AR	LOCAL_CHAR_F	zwei lokale Himmelsraeder	Reihe aufrufen; Nebenreihe oder Seitenzweig; Quell- oder Bezugsstelle
P912-E1835	f67r2	f67r2.35	ZODIAC	WORKSHOP_PROSE	giin	LOCAL_CHAR_G+IIN	LOCAL_CHAR_G	zwei lokale Himmelsraeder	einmal ausführen; Arbeitsstufe
P912-E1848	f67r2	f67r2.40	ZODIAC	WORKSHOP_PROSE	og	O+G_LABEL	G_LABEL	zwei lokale Himmelsraeder	Arbeitsgang ausführen; Prüfmarke setzen
P912-E1857	f67r2	f67r2.43	ZODIAC	WORKSHOP_PROSE	qsg	CARRIER_Q+S+G_LABEL	G_LABEL	zwei lokale Himmelsraeder	neuen Kartenblock beginnen; Arbeitsvariante auswählen; Prüfmarke setzen
P912-E1858	f67r2	f67r2.44	ZODIAC	WORKSHOP_PROSE	ofydy	O+LOCAL_CHAR_F+Y+DY	LOCAL_CHAR_F	zwei lokale Himmelsraeder	Arbeitsgang ausführen; über einen Nebenpfad; dieser Arbeitsgegenstand; Arbeitsschritt schließen
P912-E1863	f67r2	f67r2.45	ZODIAC	WORKSHOP_PROSE	odaiiin	O+DA+LOCAL_CHAR_I+IIN	LOCAL_CHAR_I	zwei lokale Himmelsraeder	Arbeitsgang ausführen; zweite Arbeitsstufe; auf der Unterstufe; Arbeitsstufe
P912-E1866	f67r2	f67r2.47	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	yfain	Y+LOCAL_CHAR_F+AIN	LOCAL_CHAR_F	zwei lokale Himmelsraeder	dieser Bildplatz; Nebenreihe oder Seitenzweig; Einheit oder Index
P912-E1887	f67r2	f67r2.58	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	g	G_LABEL	G_LABEL	zwei lokale Himmelsraeder	Prüfmarke am Eintrag
P912-E1908	f67r2	f67r2.72	ZODIAC	WORKSHOP_PROSE	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	LOCAL_CHAR_F	zwei lokale Himmelsraeder	neuen Kartenblock beginnen; Arbeitsgang ausführen; über einen Nebenpfad; Flüssigkeits- oder Stationslauf
