shol	paragraph	grammar	model	timing	chey	C_patient	C_object	C_status	N_target	N_kind	N_form	N_patient	N_patient_gloss	N_wording	N_object	baseline_target_status	baseline_before	debts	scope_open	physical_result	row_status
Q	f17v|f17v.1-f17v.23	B	D	O	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.19:4	Krautanteil	nicht: erwärme erneut	f17v.17:6	ASSUMED_EFFECT_APPLIED	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	B	D	I	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.19:4	Krautanteil	nicht: erwärme erneut	f17v.17:6	ASSUMED_EFFECT_APPLIED	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	B	H	O	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.19:4	Krautanteil	nicht: erwärme erneut	f17v.17:6	ASSUMED_EFFECT_APPLIED	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	B	H	I	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.19:4	Krautanteil	nicht: erwärme erneut	f17v.17:6	ASSUMED_EFFECT_APPLIED	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	J	D	O	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.20:3	Auszug	nicht: erwärme erneut	f17v.7:4	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	J	D	I	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.20:3	Auszug	nicht: erwärme erneut	f17v.7:4	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	J	H	O	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.20:3	Auszug	nicht: erwärme erneut	f17v.7:4	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	J	H	I	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.20:3	Auszug	nicht: erwärme erneut	f17v.7:4	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	M	D	O	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.20:3	Auszug	nicht: erwärme erneut	f17v.7:4	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
Q	f17v|f17v.1-f17v.23	M	D	I	f17v.19:2	f17v.19:4	f17v.17:6	NO_STATE_TRANSITION_MODELLED	f17v.20:1	ACTION	ykeey	f17v.20:3	Auszug	nicht: erwärme erneut	f17v.7:4	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	NOT_REPLAYED_STATE_TARGET_CAPACITY	recorded
