feature_id	gdt739_dispatch_id	page	locus	token_ordinal	surface	opaque_head_id	line_position	family	level	target_dimension	target_favored_axis	target_wanted_carrier_set	target_prior_state_mode	selected_contacts	direct_contacts	radius_two_contacts	closure_crossing	bilateral_role_split	state_opposite_axis_rival	pure_amount_field_owns_value	single_host_composite_carrier_conflict	strict_axis_relay_count	strict_carrier_relay_count	retained_direct_process_host_count	grammar_rule_trace	gdt740_attachment_tier	gdt741_grammar_tier	gdt740_working_render_de	gdt741_working_render_de	role_flag_matches_gdt740	mode_matches_gdt740	render_matches_gdt740	dispatcher_uses_dispatch_id_or_locus	plaintext_or_lexeme_claim	component_export_credit
G741-F001	G739-D0001	f111v	f111v.31	5	lain	H4	MIDDLE	SCALAR	II	QUALITY_DEGREE	OPEN	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	interner Trockenheitsgrad II des Materials	interner Trockenheitsgrad II des Materials	1	1	1	0	0	0
G741-F002	G739-D0003	f116r	f116r.17	5	lain	H4	MIDDLE	SCALAR	II	QUALITY_DEGREE	OPEN	NONE	NOT_APPLICABLE	1	0	1	0	0	0	0	0	1	0	0	G06A	RELAY_R2_MANUAL	RELAY_R2_GRAMMAR_SINGLETON	interner Heißgrad II	interner Heißgrad II	1	1	1	0	0	0
G741-F003	G739-D0004	f46r	f46r.13	8	lain	H4	MIDDLE	SCALAR	II	OPEN_SCALAR	OPEN	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	interne Skalarstufe II des Materials; Dimension offen	interne Skalarstufe II des Materials; Dimension offen	1	1	1	0	0	0
G741-F004	G739-D0005	f103r	f103r.47	6	lcheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	DRY	MATERIAL	PROCESS_RESULT	1	1	0	0	0	0	0	0	0	0	1	G07	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Resultat-/Endstufe II des Materials; Zustandsachse offen	Resultat-/Endstufe II des Materials; Zustandsachse offen	1	1	1	0	0	0
G741-F005	G739-D0006	f104v	f104v.20	3	lcheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	DRY	PREPARATION	PROCESS_RESULT	1	1	0	0	0	0	0	0	0	0	0	G07	KEEP_CARRIER_ONLY	KEEP_CARRIER_ONLY	Zustandsstufe II der Zubereitung; Zustandsachse offen	Zustandsstufe II der Zubereitung; Zustandsachse offen	1	1	1	0	0	0
G741-F006	G739-D0009	f76v	f76v.21	8	lcheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	DRY	NONE	PROCESS_RESULT	0	0	0	0	0	0	0	0	0	0	0	G07	MODE_DOWNGRADED_OPEN	MODE_DOWNGRADED_OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F007	G739-D0010	f82r	f82r.24	2	lcheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	DRY	NONE	PROCESS_RESULT	0	0	0	0	0	0	0	0	0	0	0	G07	MODE_DOWNGRADED_OPEN	MODE_DOWNGRADED_OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F008	G739-D0013	f111v	f111v.23	6	lcheol	H4	MIDDLE	STATE	NA	QUALITY_STATE_DRY_LOCAL	DRY	PREPARATION	QUALITY_STATE	1	1	0	0	0	1	0	0	0	0	0	G03	KEEP_CARRIER_ONLY	KEEP_CARRIER_ONLY	Statusfeld der Zubereitung; Zustandsachse offen	Statusfeld der Zubereitung; Zustandsachse offen	1	1	1	0	0	0
G741-F009	G739-D0015	f78v	f78v.17	4	lcheol	H4	MIDDLE	STATE	NA	QUALITY_STATE_DRY_LOCAL	DRY	MATERIAL	QUALITY_STATE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Statusfeld; Zustandsachse offen; Träger offen	Statusfeld; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F010	G739-D0016	f79r	f79r.34	1	lcheol	H4	FIRST	STATE	NA	QUALITY_STATE_DRY_LOCAL	DRY	NONE	QUALITY_STATE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Trockenstatus-Eintrag; Träger offen	Trockenstatus-Eintrag; Träger offen	1	1	1	0	0	0
G741-F011	G739-D0025	f104v	f104v.13	8	lkaiin	H4	MIDDLE	SCALAR	III	OPEN_SCALAR	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe III der Zubereitung; Dimension offen	Skalarstufe III der Zubereitung; Dimension offen	1	1	1	0	0	0
G741-F012	G739-D0026	f105r	f105r.15	7	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	MATERIAL|PREPARATION	NOT_APPLICABLE	2	1	1	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Skalarstufe III des Zubereitungsmaterials; Dimension offen	Skalarstufe III des Zubereitungsmaterials; Dimension offen	1	1	1	0	0	0
G741-F013	G739-D0027	f105v	f105v.7	2	lkaiin	H4	MIDDLE	SCALAR	III	PROCESS_PASS	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_STRONG	ATTACHED_STRONG	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	0	0
G741-F014	G739-D0028	f105v	f105v.37	5	lkaiin	H4	MIDDLE	SCALAR	III	PROCESS_PASS	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	0	0
G741-F015	G739-D0029	f106r	f106r.30	2	lkaiin	H4	MIDDLE	SCALAR	III	PROCESS_PASS	HOT	PREPARATION	NOT_APPLICABLE	2	2	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_STRONG	ATTACHED_STRONG	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	0	0
G741-F016	G739-D0031	f107r	f107r.8	6	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	NONE	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	1	1	1	0	0	0
