global_running_event_id	global_running_ordinal	physical_page	register	locus	global_statement_id	owner_de	surface	component_recipe	family_class	selected_event_reading_de	umsetzen_rival_reading_de	abschliessen_rival_reading_de	statement_end_mode
G407-E0102	102	f1r	SOURCE_SECTION_T	f1r.14	G407-S005	F1R_TEXT_BLOCK_C	chdy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	PROSE_BLOCK_OPEN_END
G407-E0688	688	f24v	HERBAL	f24v.15	G407-S032	F24V_WHOLE_PLANT	ochdy	O+CHD+Y	OPEN_ARGUMENT_OR_RELATION	AUSFÜHRUNG · BEARBEITEN · POSTEN	AUSFÜHRUNG · UMSETZEN · POSTEN	AUSFÜHRUNG · ABSCHLIESSEN · POSTEN	PROSE_BLOCK_OPEN_END
G407-E0691	691	f55v	HERBAL	f55v.1	G407-S033	große aromatische Doldenpflanze	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	OPEN_ARGUMENT_OR_RELATION	GEBEN · NEHMEN · GRAD II · HIER · BEARBEITEN · POSTEN	GEBEN · NEHMEN · GRAD II · HIER · UMSETZEN · POSTEN	GEBEN · NEHMEN · GRAD II · HIER · ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0707	707	f55v	HERBAL	f55v.3	G407-S034	große aromatische Doldenpflanze	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0718	718	f55v	HERBAL	f55v.4	G407-S034	große aromatische Doldenpflanze	ochedy	O+CHD+Y	OPEN_ARGUMENT_OR_RELATION	AUSFÜHRUNG · BEARBEITEN · POSTEN	AUSFÜHRUNG · UMSETZEN · POSTEN	AUSFÜHRUNG · ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0727	727	f55v	HERBAL	f55v.5	G407-S036	große aromatische Doldenpflanze	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0734	734	f55v	HERBAL	f55v.7	G407-S036	große aromatische Doldenpflanze	okchd	OK+CHD	OTHER_OPEN	SETZEN · BEARBEITEN	SETZEN · UMSETZEN	SETZEN · ABSCHLIESSEN	LICENSED_DY_CLOSE
G407-E0740	740	f55v	HERBAL	f55v.7	G407-S036	große aromatische Doldenpflanze	kchdy	K+CHD+Y	OPEN_ARGUMENT_OR_RELATION	GEBEN · BEARBEITEN · POSTEN	GEBEN · UMSETZEN · POSTEN	GEBEN · ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0746	746	f55v	HERBAL	f55v.8	G407-S036	große aromatische Doldenpflanze	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0828	828	f56r	HERBAL	f56r.4	G407-S039	stachelköpfiges Kraut in mehreren Reifestufen	chdy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E0961	961	f67r2	CELESTIAL	f67r2.39	G407-S048	zwei getrennte Himmelsräder und Tabelle	chedaiin	CHD+AIIN	OPEN_ARGUMENT_OR_RELATION	BEARBEITEN · WERT	UMSETZEN · WERT	ABSCHLIESSEN · WERT	LICENSED_DY_CLOSE
G407-E1144	1144	f72r	CELESTIAL	f72r1.1	G407-S061	Tierkreis-Ringgruppe A	chedal	CHD+AL	OPEN_ARGUMENT_OR_RELATION	BEARBEITEN · ZIELORT	UMSETZEN · ZIELORT	ABSCHLIESSEN · ZIELORT	LICENSED_DY_CLOSE
G407-E1276	1276	f72r	CELESTIAL	f72r2.22	G407-S068	Tierkreis-Ringgruppe E	dalchdy	AL+CHD+DY	TERMINAL_DY	ZIELORT · BEARBEITEN · SCHLUSS	ZIELORT · UMSETZEN · SCHLUSS	ZIELORT · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1305	1305	f72r	CELESTIAL	f72r3.1	G407-S072	Tierkreis-Ringgruppe G	chedaiin	CHD+AIIN	OPEN_ARGUMENT_OR_RELATION	BEARBEITEN · WERT	UMSETZEN · WERT	ABSCHLIESSEN · WERT	LICENSED_DY_CLOSE
G407-E1348	1348	f72r	CELESTIAL	f72r3.14	G407-S075	Tierkreis-Ringgruppe H	otochedy	OT+O+CHD+DY	TERMINAL_DY	DANACH · AUSFÜHRUNG · BEARBEITEN · SCHLUSS	DANACH · AUSFÜHRUNG · UMSETZEN · SCHLUSS	DANACH · AUSFÜHRUNG · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1408	1408	f72r	CELESTIAL	f72r3.26	G407-S079	Tierkreis-Ringgruppe I	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1409	1409	f72r	CELESTIAL	f72r3.26	G407-S079	Tierkreis-Ringgruppe I	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1425	1425	f75r	BIOLOGICAL	f75r.1	G407-S082	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	K+CHD+Y+K+AR+Y	OPEN_ARGUMENT_OR_RELATION	GEBEN · BEARBEITEN · POSTEN · GEBEN · AUSGANG · POSTEN	GEBEN · UMSETZEN · POSTEN · GEBEN · AUSGANG · POSTEN	GEBEN · ABSCHLIESSEN · POSTEN · GEBEN · AUSGANG · POSTEN	LICENSED_DY_CLOSE
G407-E1429	1429	f75r	BIOLOGICAL	f75r.1	G407-S082	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1437	1437	f75r	BIOLOGICAL	f75r.2	G407-S084	großes Bad-/Stationsblatt mit dreieckiger Insel	chedykar	CHD+Y+K+AR	OPEN_ARGUMENT_OR_RELATION	BEARBEITEN · POSTEN · GEBEN · AUSGANG	UMSETZEN · POSTEN · GEBEN · AUSGANG	ABSCHLIESSEN · POSTEN · GEBEN · AUSGANG	LICENSED_DY_CLOSE
G407-E1477	1477	f75r	BIOLOGICAL	f75r.7	G407-S088	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	P+CHD+DY	TERMINAL_DY	EINSETZEN · BEARBEITEN · SCHLUSS	EINSETZEN · UMSETZEN · SCHLUSS	EINSETZEN · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1480	1480	f75r	BIOLOGICAL	f75r.7	G407-S090	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1484	1484	f75r	BIOLOGICAL	f75r.7	G407-S090	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1494	1494	f75r	BIOLOGICAL	f75r.9	G407-S093	großes Bad-/Stationsblatt mit dreieckiger Insel	qokchdy	OK+CHD+DY	TERMINAL_DY	SETZEN · BEARBEITEN · SCHLUSS	SETZEN · UMSETZEN · SCHLUSS	SETZEN · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1501	1501	f75r	BIOLOGICAL	f75r.9	G407-S095	großes Bad-/Stationsblatt mit dreieckiger Insel	olchedy	OL+CHD+DY	TERMINAL_DY	FORTSETZEN · BEARBEITEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1505	1505	f75r	BIOLOGICAL	f75r.10	G407-S096	großes Bad-/Stationsblatt mit dreieckiger Insel	chdy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1512	1512	f75r	BIOLOGICAL	f75r.10	G407-S097	großes Bad-/Stationsblatt mit dreieckiger Insel	lchedy	L+CHD+DY	TERMINAL_DY	VERBINDUNG · BEARBEITEN · SCHLUSS	VERBINDUNG · UMSETZEN · SCHLUSS	VERBINDUNG · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1534	1534	f75r	BIOLOGICAL	f75r.13	G407-S102	großes Bad-/Stationsblatt mit dreieckiger Insel	pchedy	P+CHD+DY	TERMINAL_DY	EINSETZEN · BEARBEITEN · SCHLUSS	EINSETZEN · UMSETZEN · SCHLUSS	EINSETZEN · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
G407-E1557	1557	f75r	BIOLOGICAL	f75r.15	G407-S110	großes Bad-/Stationsblatt mit dreieckiger Insel	chedy	CHD+Y	BARE_CHD_Y	BEARBEITEN · POSTEN	UMSETZEN · POSTEN	ABSCHLIESSEN · POSTEN	LICENSED_DY_CLOSE
G407-E1561	1561	f75r	BIOLOGICAL	f75r.15	G407-S111	großes Bad-/Stationsblatt mit dreieckiger Insel	okchdy	OK+CHD+DY	TERMINAL_DY	SETZEN · BEARBEITEN · SCHLUSS	SETZEN · UMSETZEN · SCHLUSS	SETZEN · ABSCHLIESSEN · SCHLUSS	LICENSED_DY_CLOSE
