edition	held_folio	baseline	held_bits	held_records	held_body_members	bits_per_record
ZL3b	f104	BODY_SHAPE_LENGTH_KT	1898.511113248	26	2605	73.019658202
ZL3b	f104	MEMBER_TRAINING_STRING	7698.911385829	26	2605	296.111976378
ZL3b	f104	MEMBER_PLUS_OTHER_BODY_LOCAL_VOCAB	7698.911385829	26	2605	296.111976378
ZL3b	f104	FAMILY_TRAINING_STRING	5988.062935809	26	2605	230.310112916
ZL3b	f104	FAMILY_PLUS_OTHER_BODY_LOCAL_VOCAB	5988.062935809	26	2605	230.310112916
ZL3b	f104	GROUP_TRAINING_STRING	9626.163489867	26	2605	370.237057303
ZL3b	f104	GROUP_PLUS_OTHER_BODY_LOCAL_VOCAB	9626.163489867	26	2605	370.237057303
ZL3b	f105	BODY_SHAPE_LENGTH_KT	1686.344660275	20	2174	84.317233014
ZL3b	f105	MEMBER_TRAINING_STRING	7413.552477690	20	2174	370.677623885
ZL3b	f105	MEMBER_PLUS_OTHER_BODY_LOCAL_VOCAB	7413.552477690	20	2174	370.677623885
ZL3b	f105	FAMILY_TRAINING_STRING	5653.581617635	20	2174	282.679080882
ZL3b	f105	FAMILY_PLUS_OTHER_BODY_LOCAL_VOCAB	5653.581617635	20	2174	282.679080882
ZL3b	f105	GROUP_TRAINING_STRING	9676.514870973	20	2174	483.825743549
ZL3b	f105	GROUP_PLUS_OTHER_BODY_LOCAL_VOCAB	9676.514870973	20	2174	483.825743549
ZL3b	f106	BODY_SHAPE_LENGTH_KT	728.386916574	14	1024	52.027636898
ZL3b	f106	MEMBER_TRAINING_STRING	2932.103717613	14	1024	209.435979829
ZL3b	f106	MEMBER_PLUS_OTHER_BODY_LOCAL_VOCAB	2932.103717613	14	1024	209.435979829
ZL3b	f106	FAMILY_TRAINING_STRING	2302.571804244	14	1024	164.469414589
ZL3b	f106	FAMILY_PLUS_OTHER_BODY_LOCAL_VOCAB	2302.571804244	14	1024	164.469414589
ZL3b	f106	GROUP_TRAINING_STRING	3691.099534156	14	1024	263.649966725
ZL3b	f106	GROUP_PLUS_OTHER_BODY_LOCAL_VOCAB	3691.099534156	14	1024	263.649966725
ZL3b	f107	BODY_SHAPE_LENGTH_KT	871.798110895	15	1221	58.119874060
ZL3b	f107	MEMBER_TRAINING_STRING	3343.339116987	15	1221	222.889274466
ZL3b	f107	MEMBER_PLUS_OTHER_BODY_LOCAL_VOCAB	3343.339116987	15	1221	222.889274466
ZL3b	f107	FAMILY_TRAINING_STRING	2697.729487152	15	1221	179.848632477
ZL3b	f107	FAMILY_PLUS_OTHER_BODY_LOCAL_VOCAB	2697.729487152	15	1221	179.848632477
ZL3b	f107	GROUP_TRAINING_STRING	3978.690333748	15	1221	265.246022250
ZL3b	f107	GROUP_PLUS_OTHER_BODY_LOCAL_VOCAB	3978.690333748	15	1221	265.246022250
ZL3b	f112	BODY_SHAPE_LENGTH_KT	876.932510754	13	1190	67.456346981
ZL3b	f112	MEMBER_TRAINING_STRING	3465.283006666	13	1190	266.560231282
ZL3b	f112	MEMBER_PLUS_OTHER_BODY_LOCAL_VOCAB	3465.283006666	13	1190	266.560231282
ZL3b	f112	FAMILY_TRAINING_STRING	2731.210720340	13	1190	210.093132334
ZL3b	f112	FAMILY_PLUS_OTHER_BODY_LOCAL_VOCAB	2731.210720340	13	1190	210.093132334
ZL3b	f112	GROUP_TRAINING_STRING	4151.982075199	13	1190	319.383236554
ZL3b	f112	GROUP_PLUS_OTHER_BODY_LOCAL_VOCAB	4151.982075199	13	1190	319.383236554
ZL3b	f113	BODY_SHAPE_LENGTH_KT	2044.032886907	31	2644	65.936544739
ZL3b	f113	MEMBER_TRAINING_STRING	8323.375673785	31	2644	268.495989477
ZL3b	f113	MEMBER_PLUS_OTHER_BODY_LOCAL_VOCAB	8323.375673785	31	2644	268.495989477
ZL3b	f113	FAMILY_TRAINING_STRING	6493.971615629	31	2644	209.482955343
ZL3b	f113	FAMILY_PLUS_OTHER_BODY_LOCAL_VOCAB	6493.971615629	31	2644	209.482955343
ZL3b	f113	GROUP_TRAINING_STRING	10385.864150289	31	2644	335.027875816
ZL3b	f113	GROUP_PLUS_OTHER_BODY_LOCAL_VOCAB	10385.864150289	31	2644	335.027875816
ZL3b	f114	BODY_SHAPE_LENGTH_KT	1784.981931198	25	2386	71.399277248
