external_axis	representation	units	positive_units	physical_folios	nuisance_bits	held_bits	gain_vs_nuisance_bits	gain_per_unit	positive_gain_folios	min_folio_gain	max_folio_gain
STAR_OR_SKY	RAW_CHAR3	332	180	19	127.18749286	136.872884174	-9.68539131443	-0.0291728654049	11	-8.92297188991	4.0152147567
STAR_OR_SKY	PAGE_HOST_CHAR3	332	180	19	127.18749286	127.68681168	-0.499318819996	-0.00150397234939	14	-5.00752239295	4.13155800405
STAR_OR_SKY	COMPILER_ONLY	332	180	19	127.18749286	149.412888719	-22.2253958595	-0.0669439634322	13	-15.6621741169	2.47516451015
STAR_OR_SKY	BEHAVIOR_SELF	332	180	19	127.18749286	98.2171154107	28.9703774491	0.0872601730395	13	-7.29720122868	27.5532959183
STAR_OR_SKY	BEHAVIOR_SELF_NEIGHBOR	332	180	19	127.18749286	96.584339151	30.6031537089	0.0921781738219	13	-7.1563777245	27.2886649131
STAR_OR_SKY	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	180	19	127.18749286	96.7280712767	30.4594215831	0.0917452457322	13	-7.1776282285	27.3112851312
FIGURE	RAW_CHAR3	332	141	19	79.8058263323	52.8005365085	27.0052898239	0.0813412344092	18	-0.154570639309	7.67362453921
FIGURE	PAGE_HOST_CHAR3	332	141	19	79.8058263323	53.8028057687	26.0030205637	0.0783223510954	17	-0.424052884822	7.66211002427
FIGURE	COMPILER_ONLY	332	141	19	79.8058263323	71.2110784834	8.59474784893	0.0258877947257	14	-1.19048071841	6.11775237319
FIGURE	BEHAVIOR_SELF	332	141	19	79.8058263323	66.0811485833	13.724677749	0.0413393908104	17	-4.9530555045	6.17877814684
FIGURE	BEHAVIOR_SELF_NEIGHBOR	332	141	19	79.8058263323	64.5364378767	15.2693884556	0.0459921339024	17	-5.76607966696	6.40271246534
FIGURE	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	141	19	79.8058263323	67.1565816144	12.6492447179	0.0381001346924	17	-5.80102223151	6.42256791319
PLANT	RAW_CHAR3	332	81	19	96.0072129794	98.9650118887	-2.95779890927	-0.00890903285926	15	-8.74159351593	1.73124389403
PLANT	PAGE_HOST_CHAR3	332	81	19	96.0072129794	100.965698679	-4.95848570007	-0.0149351978918	13	-8.81374575027	5.8474076332
PLANT	COMPILER_ONLY	332	81	19	96.0072129794	99.0849273301	-3.07771435075	-0.00927022394805	12	-8.74629200081	9.85296847961
PLANT	BEHAVIOR_SELF	332	81	19	96.0072129794	105.809792219	-9.80257923942	-0.0295258410826	13	-11.7228403528	2.62861924396
PLANT	BEHAVIOR_SELF_NEIGHBOR	332	81	19	96.0072129794	99.9247765719	-3.91756359256	-0.011799890339	14	-11.6254137336	5.75417042263
PLANT	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	81	19	96.0072129794	99.7314064232	-3.72419344377	-0.0112174501318	14	-11.6858349527	5.75421469978
WATER_OR_APPARATUS	RAW_CHAR3	332	38	19	131.841193884	99.4243929263	32.4168009581	0.0976409667413	17	-6.94085783065	16.2787030015
WATER_OR_APPARATUS	PAGE_HOST_CHAR3	332	38	19	131.841193884	90.5375713713	41.3036225132	0.124408501546	17	-1.08196357782	14.5736920221
WATER_OR_APPARATUS	COMPILER_ONLY	332	38	19	131.841193884	109.459264426	22.3819294581	0.0674154501749	19	0.0796837638819	4.7068295041
WATER_OR_APPARATUS	BEHAVIOR_SELF	332	38	19	131.841193884	82.8782829466	48.9629109378	0.147478647403	17	-4.97426180442	19.026126634
WATER_OR_APPARATUS	BEHAVIOR_SELF_NEIGHBOR	332	38	19	131.841193884	102.837564179	29.0036297053	0.0873603304378	15	-4.86284524244	13.2278735844
WATER_OR_APPARATUS	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	38	19	131.841193884	94.6910049422	37.1501889422	0.111898159465	16	-5.81037551303	19.0914406633
REL_PROXIMITY	RAW_CHAR3	332	164	19	234.152259671	266.268259732	-32.1160000612	-0.0967349399432	12	-16.9381145056	0.954127932139
REL_PROXIMITY	PAGE_HOST_CHAR3	332	164	19	234.152259671	252.510439571	-18.3581798995	-0.0552957225889	14	-16.7347346844	4.30061408625
REL_PROXIMITY	COMPILER_ONLY	332	164	19	234.152259671	270.700854522	-36.5485948506	-0.110086129068	13	-19.146035873	2.17262237561
REL_PROXIMITY	BEHAVIOR_SELF	332	164	19	234.152259671	258.900643513	-24.7483838418	-0.0745433248248	13	-23.1222856732	3.61641940176
REL_PROXIMITY	BEHAVIOR_SELF_NEIGHBOR	332	164	19	234.152259671	256.093952584	-21.9416929124	-0.0660894364831	13	-22.6590660245	8.04782832046
REL_PROXIMITY	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	164	19	234.152259671	257.279339207	-23.1270795359	-0.0696598781202	13	-22.8402567566	6.97616159649
REL_EXPLICIT_ATTACHMENT	RAW_CHAR3	332	58	19	364.394832022	399.623539299	-35.2287072769	-0.106110564087	7	-21.3925422555	3.87378611314
REL_EXPLICIT_ATTACHMENT	PAGE_HOST_CHAR3	332	58	19	364.394832022	393.461294949	-29.066462927	-0.0875495871297	8	-21.2652291983	3.93107665855
REL_EXPLICIT_ATTACHMENT	COMPILER_ONLY	332	58	19	364.394832022	420.702168881	-56.307336859	-0.169600412226	5	-22.8714417511	2.98116665577
REL_EXPLICIT_ATTACHMENT	BEHAVIOR_SELF	332	58	19	364.394832022	388.643391445	-24.2485594226	-0.0730378295861	7	-30.4652161192	24.6810419984
REL_EXPLICIT_ATTACHMENT	BEHAVIOR_SELF_NEIGHBOR	332	58	19	364.394832022	380.297042516	-15.9022104944	-0.0478982243808	8	-28.8448372486	25.7530754356
REL_EXPLICIT_ATTACHMENT	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	58	19	364.394832022	380.701790209	-16.3069581867	-0.0491173439358	8	-28.947660691	25.7573894742
REL_ENCLOSURE	RAW_CHAR3	332	37	19	252.161760277	249.561168593	2.60059168352	0.0078331074805	13	-5.68364951859	16.2372585126
REL_ENCLOSURE	PAGE_HOST_CHAR3	332	37	19	252.161760277	250.495278176	1.66648210076	0.00501952439987	12	-6.11346986368	15.8989256339
REL_ENCLOSURE	COMPILER_ONLY	332	37	19	252.161760277	289.965216999	-37.8034567224	-0.113865833501	12	-17.0687212339	2.59800002357
REL_ENCLOSURE	BEHAVIOR_SELF	332	37	19	252.161760277	212.399755729	39.7620045483	0.119765073941	14	-7.71312027743	26.3394387295
REL_ENCLOSURE	BEHAVIOR_SELF_NEIGHBOR	332	37	19	252.161760277	222.242391621	29.919368656	0.0901185802892	14	-7.2669747247	22.6787334118
REL_ENCLOSURE	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	37	19	252.161760277	217.186954381	34.9748058957	0.105345800891	14	-7.11275675399	21.2216838691
REL_ARRAY_OR_GROUP	RAW_CHAR3	332	35	19	140.524628638	121.840180505	18.6844481328	0.0562784582314	12	-1.9793695371	8.16465703115
REL_ARRAY_OR_GROUP	PAGE_HOST_CHAR3	332	35	19	140.524628638	129.153333297	11.3712953408	0.0342508895808	10	-4.68817004289	11.1820430733
REL_ARRAY_OR_GROUP	COMPILER_ONLY	332	35	19	140.524628638	136.837002662	3.68762597586	0.0111073071562	11	-5.62357971017	7.41088424567
REL_ARRAY_OR_GROUP	BEHAVIOR_SELF	332	35	19	140.524628638	140.883793582	-0.359164944591	-0.00108182212226	12	-8.80845781543	8.81648493641
REL_ARRAY_OR_GROUP	BEHAVIOR_SELF_NEIGHBOR	332	35	19	140.524628638	132.06731973	8.45730890742	0.0254738220103	12	-7.67214663797	10.0386948219
REL_ARRAY_OR_GROUP	BEHAVIOR_SELF_NEIGHBOR_NOPOS	332	35	19	140.524628638	133.016085505	7.50854313211	0.0226160937714	11	-7.8137775363	9.10459500335
