edition	depth	model	eligible_records	held_folios	swappable_records	true_gain_bits	selector_paid_gain_bits	positive_folios	null_median_bits	local_p	max_six_p
ZL3b	BODY_LINE_1	COMPILER12	170	8	99	12.607628353057	10.022665852336	7	10.601401706054	0.082743470832	0.124969489871
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	170	8	99	10.306652616238	7.721690115517	5	7.985425857183	0.220161093483	0.624359287283
ZL3b	BODY_LINE_2	COMPILER12	135	8	75	2.055088267265	-0.529874233456	5	1.582966015097	0.294849890164	1.000000000000
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	135	8	75	2.803785353645	0.218822852924	4	1.657875982136	0.281181352209	1.000000000000
ZL3b	BODY_TAIL_3PLUS	COMPILER12	65	8	14	2.682580899526	0.097618398805	7	1.715210043820	0.024408103490	1.000000000000
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	65	8	14	1.810783175517	-0.774179325204	5	-0.209999340468	0.013912618990	1.000000000000
IT2a	BODY_LINE_1	COMPILER12	170	8	99	12.160656122414	9.575693621692	8	10.734708794463	0.155967781303	0.170368562363
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	170	8	99	6.903295278928	4.318332778206	5	6.255714592353	0.415670002441	0.997559189651
IT2a	BODY_LINE_2	COMPILER12	135	8	70	2.533711185685	-0.051251315036	6	2.971750761370	0.664876739077	1.000000000000
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	135	8	70	1.382887174308	-1.202075326413	5	2.984306182651	0.793995606541	1.000000000000
IT2a	BODY_TAIL_3PLUS	COMPILER12	65	8	14	2.759383418903	0.174420918182	7	2.561066903504	0.248230412497	1.000000000000
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	65	8	14	1.962925590091	-0.622036910630	7	0.971420451011	0.113741762265	1.000000000000
RF1b	BODY_LINE_1	COMPILER12	170	8	99	12.580359925737	9.995397425016	8	11.781783977855	0.268000976324	0.270685867708
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	170	8	99	8.265872194757	5.680909694036	5	6.324089618036	0.210153771052	0.999023675860
RF1b	BODY_LINE_2	COMPILER12	135	8	75	4.467125577552	1.882163076831	6	3.924883074326	0.269953624603	1.000000000000
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	135	8	75	5.377889736444	2.792927235723	4	7.170837779348	0.822064925555	1.000000000000
RF1b	BODY_TAIL_3PLUS	COMPILER12	65	8	8	2.222613699788	-0.362348800933	7	1.606044111297	0.122528679522	1.000000000000
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	65	8	8	3.544765867257	0.959803366536	7	2.102697864871	0.056870881133	1.000000000000
