locus	page	physical_folio	section	currier	hand	group_index	group_count	token	wrapper	residual_host	family_surface	record_state	line_position	field_position	previous_state	next_state	own_dy_closure	dy_adjacency	field_index	register
f100r.22	f100r	f100	P	A	1	7	8	shey	sh	ey	ACJCA	CARRIER_STATE	LAST	OPEN_TAIL_END	Q_OUTER_STATE	EOS	0	PREV0_NEXT0	1	P|A|1
f100r.24	f100r	f100	P	A	1	2	9	sheor	sh	eor	LJAC	CARRIER_STATE	EARLY	FIELD_INTERNAL	ENTRY_STATE	DY_RESOLUTION	0	PREV0_NEXT1	1	P|A|1
f100r.25	f100r	f100	P	A	1	1	10	sheor	sh	eor	LJAC	CARRIER_STATE	FIRST	FIELD_START	BOS	DY_RESOLUTION	0	PREV0_NEXT1	1	P|A|1
f100r.25	f100r	f100	P	A	1	3	10	chol	ch	ol	KAB	OL_STATE	EARLY	FIELD_START	DY_RESOLUTION	ENTRY_STATE	0	PREV1_NEXT0	2	P|A|1
f100r.25	f100r	f100	P	A	1	7	10	cheky	che	ky	KJQA	CARRIER_STATE	MIDDLE	FIELD_INTERNAL	OL_STATE	OL_STATE	0	PREV0_NEXT0	2	P|A|1
f100r.25	f100r	f100	P	A	1	8	10	cheol	che	ol	KJAB	OL_STATE	LATE	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE	0	PREV0_NEXT0	2	P|A|1
f100r.25	f100r	f100	P	A	1	9	10	cheockhy	che	ockhy	KJAUA	CARRIER_STATE	LATE	FIELD_INTERNAL	OL_STATE	OL_STATE	0	PREV0_NEXT0	2	P|A|1
f100r.27	f100r	f100	P	A	1	1	5	chol	ch	ol	KAB	OL_STATE	FIRST	FIELD_START	BOS	OL_STATE	0	PREV0_NEXT0	1	P|A|1
f100r.27	f100r	f100	P	A	1	2	5	cheol	che	ol	KJAB	OL_STATE	EARLY	FIELD_INTERNAL	OL_STATE	CARRIER_STATE	0	PREV0_NEXT0	1	P|A|1
f100r.27	f100r	f100	P	A	1	3	5	cho	ch	o	KA	CARRIER_STATE	MIDDLE	FIELD_INTERNAL	OL_STATE	DY_RESOLUTION	0	PREV0_NEXT1	1	P|A|1
f100v.15	f100v	f100	P	A	1	2	10	cheey	che	ey	KKA	CARRIER_STATE	EARLY	FIELD_INTERNAL	ENTRY_STATE	ENTRY_STATE	0	PREV0_NEXT0	1	P|A|1
f100v.15	f100v	f100	P	A	1	5	10	cheol	che	ol	KJAB	OL_STATE	MIDDLE	FIELD_INTERNAL	ENTRY_STATE	O_OL_LOCAL	0	PREV0_NEXT0	1	P|A|1
f100v.15	f100v	f100	P	A	1	7	10	chol	ch	ol	KAB	OL_STATE	MIDDLE	FIELD_INTERNAL	O_OL_LOCAL	CARRIER_STATE	0	PREV0_NEXT0	1	P|A|1
f100v.15	f100v	f100	P	A	1	8	10	cheey	che	ey	KKA	CARRIER_STATE	LATE	FIELD_INTERNAL	OL_STATE	OL_STATE	0	PREV0_NEXT0	1	P|A|1
f100v.16	f100v	f100	P	A	1	2	10	chol	ch	ol	KAB	OL_STATE	MIDDLE	FIELD_INTERNAL	OL_STATE	CARRIER_STATE	0	PREV0_NEXT0	1	P|A|1
f100v.16	f100v	f100	P	A	1	3	10	chey	che	y	KJA	CARRIER_STATE	LAST	OPEN_TAIL_END	OL_STATE	EOS	0	PREV0_NEXT0	1	P|A|1
f100v.20	f100v	f100	P	A	1	6	8	cheor	che	or	KJAC	CARRIER_STATE	MIDDLE	FIELD_INTERNAL	OL_STATE	OL_STATE	0	PREV0_NEXT0	1	P|A|1
f100v.22	f100v	f100	P	A	1	2	3	cheky	che	ky	KJQA	CARRIER_STATE	MIDDLE	FIELD_INTERNAL	ENTRY_STATE	CARRIER_STATE	0	PREV0_NEXT0	1	P|A|1
f101r.8	f101r	f101	P	A	1	10	25	chol	ch	ol	KAB	OL_STATE	SINGLE	FIELD_START	BOS	EOS	0	PREV0_NEXT0	1	P|A|1
f102r1.10	f102r1	f102	P	A	1	2	9	sholdy	sh	ol	LABBA	DY_RESOLUTION	EARLY	CLOSE	OL_STATE	OL_STATE	1	PREV0_NEXT0	1	P|A|1
f102r1.10	f102r1	f102	P	A	1	3	9	chol	ch	ol	KAB	OL_STATE	EARLY	FIELD_START	DY_RESOLUTION	OL_STATE	0	PREV1_NEXT0	2	P|A|1
