partition	strata	language	seed	mapped_events	mapped_runs	payload_bits	mapping_key_bits	language_selector_bits	common_partition_selector_bits	paid_total_bits	matched_null_total_bits	gap_vs_matched_kt_bits	gap_per_event	total_descent_passes	all_strata_locally_optimal	decoder_hash	best_seed	decoder_hashes_all_starts	identical_decoder_all_starts
GLOBAL	1	latin	19101	5108	3490	18490.200767517403	15.299208018387	2.584962500721	2.321928094887	18510.406866131398	14835.925707021124	3674.481159110273	0.719358096928	5	1	22d0f8d2cae3aa423d5420f9f9a03b432ed7a0a2446fb9a7b24baa44d2b67438	19101	22d0f8d2cae3aa423d5420f9f9a03b432ed7a0a2446fb9a7b24baa44d2b67438,22d0f8d2cae3aa423d5420f9f9a03b432ed7a0a2446fb9a7b24baa44d2b67438,23462e7180a902c3e9dfa182ad440d48eedd2ef8322c0352f1a50ec3122b37fe	0
GLOBAL	1	middle_high_german	19102	5108	3490	15695.975081140852	15.299208018387	2.584962500721	2.321928094887	15716.181179754847	14835.925707021124	880.255472733723	0.172328792626	4	1	474c632b441e179aab88624f8b18b0b30c747da9b08d127151639307d701c4d6	19102	28e3233c0347afd55e580b80a4598dbdbfc84407b787ba2779daab5d2e6a5a88,474c632b441e179aab88624f8b18b0b30c747da9b08d127151639307d701c4d6,59e167267102d84a7ac3b1adcef6676dd111cbd9280c24644fc993894f2cdc66	0
GLOBAL	1	middle_french	19101	5108	3490	17304.127528908095	15.299208018387	2.584962500721	2.321928094887	17324.333627522090	14835.925707021124	2488.407920500966	0.487158950764	4	1	f51d8cce423e11e455d37455203bd43216d4153e0bed7f27cfcbc306b17e062b	19101	f51d8cce423e11e455d37455203bd43216d4153e0bed7f27cfcbc306b17e062b,a65c928ee5b41f5cd3077e174f0ff0a7158ae52456a96434aa01622d46e915be,dad886c5b66ccb3cec745f8a0d6115a5cd71a8667e7f11a8a63c81e5af3b7ada	0
GLOBAL	1	old_italian_tuscan	19102	5108	3490	16684.423436889385	15.299208018387	2.584962500721	2.321928094887	16704.629535503380	14835.925707021124	1868.703828482256	0.365838650838	6	1	c7811ff15c27e3bde8f16f6190f6c4145c42ee1db54ac571204e1a6bef3ac733	19102	03341ef36cf85443b1d98916906c9361efebf69e0ecfe11cc861431ad69b5023,c7811ff15c27e3bde8f16f6190f6c4145c42ee1db54ac571204e1a6bef3ac733,01c173a2b93ba9c39bfdee8fb5982504aa621925cdf0993375e2e641eef0889e	0
GLOBAL	1	medieval_czech	19102	5108	3490	17505.980817311392	15.299208018387	2.584962500721	2.321928094887	17526.186915925387	14835.925707021124	2690.261208904263	0.526676039331	3	1	69abecd6b1c26c72555366242b06bc774c94fd5fb3a1af5eba5d8dd2ec1e3963	19102	99fb002c4fc756a3ba80918a61811b560b52c2c90f04623e07a71b4eea3e478c,69abecd6b1c26c72555366242b06bc774c94fd5fb3a1af5eba5d8dd2ec1e3963,e89687ffe3cc104c856fdf366325371227aab132c6ab3835715b17a085b82a69	0
GLOBAL	1	old_hungarian	19103	5108	3490	16675.970632597608	15.299208018387	2.584962500721	2.321928094887	16696.176731211603	14835.925707021124	1860.251024190478	0.364183834023	2	1	32e61c574e9075f87b20c20af4d6ee6f2ff09cfc8202f5f5f305c6b4fe4308dc	19103	f43bb34b78040016a12586157ee43c7777b569fdc512834e04f39fdae0b5a019,f43bb34b78040016a12586157ee43c7777b569fdc512834e04f39fdae0b5a019,32e61c574e9075f87b20c20af4d6ee6f2ff09cfc8202f5f5f305c6b4fe4308dc	0
CURRIER	2	latin	19103	5337	3573	19369.107932898492	30.598416036775	2.584962500721	2.321928094887	19404.613239530874	15304.538213897295	4100.075025633580	0.768235905122	12	1	c5dba1b4c5cb070c926bde05c33841d2bae47c77e42dcb0392452d4f0f9bdfc7	19103	60dc3ca60d5bb2eeec074bfd0db226193ab43a1dede2985697750f889581390f,cfa8944cc7983ee11a87744a7172bbde646901566e56f478b736b31a10136ded,c5dba1b4c5cb070c926bde05c33841d2bae47c77e42dcb0392452d4f0f9bdfc7	0
CURRIER	2	middle_high_german	19101	5337	3573	16144.412556326479	30.598416036775	2.584962500721	2.321928094887	16179.917862958862	15304.538213897295	875.379649061568	0.164020919817	12	1	6e48ecd8e4e0c2f85e5253388ef5c42ce79ad87466755a3dd7fd98095f8cb6de	19101	6e48ecd8e4e0c2f85e5253388ef5c42ce79ad87466755a3dd7fd98095f8cb6de,6e48ecd8e4e0c2f85e5253388ef5c42ce79ad87466755a3dd7fd98095f8cb6de,cf8cd0be20a6d2d5c4dccc4a1c4aea41e873521dc8e4b6f81ac9c900f84eb132	0
CURRIER	2	middle_french	19102	5337	3573	18062.396023118530	30.598416036775	2.584962500721	2.321928094887	18097.901329750912	15304.538213897295	2793.363115853617	0.523395749645	12	1	a61c9e9e7580559b28311e221a63283658ff0e2db3a6fc4c8a5afaf85b8db41f	19102	39b4efac01579daa848cd1b8261995698c878eb3eee103956161c99e6fec0578,a61c9e9e7580559b28311e221a63283658ff0e2db3a6fc4c8a5afaf85b8db41f,bd4847c4094d2c83b24e53ea347d1d95f0e0dd158aa9572f6ae28496e3ef782d	0
CURRIER	2	old_italian_tuscan	19101	5337	3573	17317.011258084040	30.598416036775	2.584962500721	2.321928094887	17352.516564716421	15304.538213897295	2047.978350819127	0.383732124943	8	1	dc69b11ff0434148139380e4d86afb433feed50c91da2c8c7761e28f5e4eab19	19101	dc69b11ff0434148139380e4d86afb433feed50c91da2c8c7761e28f5e4eab19,69000c8991f16552b33f5290a126327bd400b5d7cb978066a07e608ce1ad344d,1f70b94d1ba3170ab892b897de7594d179f84181d6685a20ea380595c7e37f97	0
CURRIER	2	medieval_czech	19103	5337	3573	18031.384220042080	30.598416036775	2.584962500721	2.321928094887	18066.889526674462	15304.538213897295	2762.351312777168	0.517585031437	8	1	e9ecb9722d083d3aeb3f647f69dd68b2263fbe585830c761497deb35da37c99c	19103	74b276e884376330def83d824858b00f1e4e9489d2fbc3a2bcde3a5d3f7da107,1bf4edabfb3ac47b844257f3c8066e3faa8ee7c5fccd1949122b4ea5e5663b53,e9ecb9722d083d3aeb3f647f69dd68b2263fbe585830c761497deb35da37c99c	0
