system	scope_type	scope_value	host	occurrence_bin	next_events	physical_folios	partner_types	held_gain_bits	held_bits_per_event	partner_set_overlap	pairwise_jsd_bits	pooled_target_entropy_bits	mean_within_folio_entropy_bits	null_overlap_mean	overlap_excess	overlap_lower_p	null_jsd_mean	jsd_excess	jsd_upper_p	null_worlds
FACTORIAL_B	GLOBAL	ALL	ac	N16_63	44	33	29	5.474139396855213	0.12441225901943666	0.03740530303030303	0.029669067859686576	4.572623663895164	0.29560265158071114	0.03274308021622475	0.0046622228140782845	0.8210116731517509	0.0299419839751963	-0.00027291611550972483	0.867704280155642	256
FACTORIAL_B	GLOBAL	ALL	ack	N16_63	55	37	37	137.67107542573655	2.503110462286119	0.023773773773773772	0.02708318858643209	5.011095568495564	0.4099979730119544	0.02003077296046046	0.0037430008133133123	0.9105058365758755	0.026864052195136646	0.00021913639129544568	0.31906614785992216	256
FACTORIAL_B	GLOBAL	ALL	acr	N16_63	25	19	19	-23.67389854271125	-0.94695594170845	0.021442495126705652	0.043959919349805275	4.053660689688186	0.23701359656713927	0.03443591617933723	-0.012993421052631578	0.06614785992217899	0.04263371802685472	0.0013262013229505543	0.14396887159533073	256
FACTORIAL_B	GLOBAL	ALL	af	N16_63	47	38	31	-12.822661074888691	-0.2728225760614615	0.027975343764817445	0.026596807394100436	4.703525021890403	0.22592006580845148	0.026413492028212422	0.001561851736605023	0.7509727626459144	0.026738269202583397	-0.0001414618084829601	0.7665369649805448	256
FACTORIAL_B	GLOBAL	ALL	afk	N16_63	33	28	24	10.882734918454048	0.32977984601375904	0.01984126984126984	0.03313837289683685	4.430313437343593	0.1399391369305175	0.022630587246472662	-0.002789317405202822	0.21011673151750973	0.03236731762880469	0.0007710552680321586	0.08560311284046693	256
FACTORIAL_B	GLOBAL	ALL	dacru	N16_63	23	17	16	22.182221150311495	0.9644443978396302	0.02818627450980392	0.05166295317022075	3.8279097821439696	0.2648975491044498	0.04075999540441176	-0.012573720894607843	0.07782101167315175	0.049928311396430794	0.0017346417737899578	0.03501945525291829	256
FACTORIAL_B	GLOBAL	ALL	daf	N16_63	51	46	38	-34.1397057949266	-0.6694059959789529	0.021739130434782608	0.020224066813738232	5.037826754195019	0.09967309784176426	0.018062474838969403	0.0036766555958132052	0.9844357976653697	0.02026173280380177	-3.7665990063537325e-05	0.9844357976653697	256
FACTORIAL_B	GLOBAL	ALL	qaa	N16_63	38	27	25	24.931810826561552	0.6561002849095146	0.032526115859449194	0.03653221428429197	4.448860987743577	0.35197253091761654	0.029352890550807215	0.0031732253086419783	0.7587548638132295	0.03607731765633443	0.0004548966279575434	0.3229571984435798	256
FACTORIAL_B	GLOBAL	ALL	abk	N2_4	2	2	2	-0.3398500028846249	-0.16992500144231246	0.0	0.18872187554086717	1.0	0.0	0.0	0.0	1.0	0.18872187554086717	0.0	1.0	256
FACTORIAL_B	GLOBAL	ALL	acks	N2_4	2	2	2	-0.33985000288462475	-0.16992500144231237	0.0	0.18872187554086717	1.0	0.0	0.0	0.0	1.0	0.18872187554086717	0.0	1.0	256
FACTORIAL_B	GLOBAL	ALL	acyu	N2_4	2	2	2	-0.33985000288462475	-0.16992500144231237	0.0	0.18872187554086717	1.0	0.0	0.0	0.0	1.0	0.18872187554086717	0.0	1.0	256
FACTORIAL_B	GLOBAL	ALL	aey	N2_4	4	4	4	-1.8377264745491888	-0.4594316186372972	0.0	0.12581458369391152	2.0	0.0	0.0	0.0	1.0	0.12581458369391152	0.0	1.0	256
FACTORIAL_B	GLOBAL	ALL	agkt	N2_4	2	2	2	-0.33985000288462475	-0.16992500144231237	0.0	0.18872187554086717	1.0	0.0	0.0	0.0	1.0	0.18872187554086717	0.0	1.0	256
