collection_id	recipe_id	unit_ordinal	record_unit_count	relative_position	span_token_count	identity_hash	oracle_role
b4	b4.1	1	49	0.020408163	4	466c5b9b3689533b5a0d	OPERATION
b4	b4.1	2	49	0.040816327	1	999fa33dda3ee5471f02	INGREDIENT
b4	b4.1	3	49	0.061224490	3	304b7187bf54a881ad95	OPERATION
b4	b4.1	4	49	0.081632653	4	c1846e25865f26836137	OPERATION
b4	b4.1	5	49	0.102040816	1	493589a449eff8159556	INGREDIENT
b4	b4.1	6	49	0.122448980	3	a3946a46559cd57bff4e	INGREDIENT
b4	b4.1	7	49	0.142857143	1	5c28fccc6733672d41a1	INGREDIENT
b4	b4.1	8	49	0.163265306	1	1a21ea0401fbb19f6eab	TOOL
b4	b4.1	9	49	0.183673469	1	6ec07e20eba48760e963	INGREDIENT
b4	b4.1	10	49	0.204081633	1	5c28fccc6733672d41a1	INGREDIENT
b4	b4.1	11	49	0.224489796	1	456bf3c7ac33e45a37e7	INGREDIENT
b4	b4.1	12	49	0.244897959	2	ede6d6769039ccb5240d	INGREDIENT
b4	b4.1	13	49	0.265306122	1	456bf3c7ac33e45a37e7	INGREDIENT
b4	b4.1	14	49	0.285714286	1	5c28fccc6733672d41a1	INGREDIENT
b4	b4.1	15	49	0.306122449	3	815d75873d31976e007d	OPERATION
b4	b4.1	16	49	0.326530612	1	5aa629fcab8c142b1d02	INGREDIENT
b4	b4.1	17	49	0.346938776	1	5fdcd59b0c272b861443	INGREDIENT
b4	b4.1	18	49	0.367346939	7	ab9fc960bb8704e64afd	OPERATION
b4	b4.1	19	49	0.387755102	1	456bf3c7ac33e45a37e7	INGREDIENT
b4	b4.1	20	49	0.408163265	10	ae0bf209f034bf17672c	OPERATION
b4	b4.1	21	49	0.428571429	1	456bf3c7ac33e45a37e7	INGREDIENT
b4	b4.1	22	49	0.448979592	1	ec9a172ddc696ef0831b	INGREDIENT
b4	b4.1	23	49	0.469387755	6	3fa8e32987361e547dea	OPERATION
b4	b4.1	24	49	0.489795918	1	ec9a172ddc696ef0831b	INGREDIENT
b4	b4.1	25	49	0.510204082	1	013f2cfeb7fd69d8d3d2	TOOL
b4	b4.1	26	49	0.530612245	3	ab9fc960bb8704e64afd	OPERATION
b4	b4.1	27	49	0.551020408	2	aa8e73ae04e8d6ba0157	INGREDIENT
b4	b4.1	28	49	0.571428571	5	79b93eb4caf9e2672f8e	OPERATION
b4	b4.1	29	49	0.591836735	1	be6c932e336720d52ac8	TOOL
b4	b4.1	30	49	0.612244898	5	ae0bf209f034bf17672c	OPERATION
b4	b4.1	31	49	0.632653061	1	ec9a172ddc696ef0831b	INGREDIENT
b4	b4.1	32	49	0.653061224	13	5c468c998611f8585735	OPERATION
b4	b4.1	33	49	0.673469388	12	daf2ccc7bd60fce5ae05	OPERATION
b4	b4.1	34	49	0.693877551	1	5d535f686a9ad371fcbc	TOOL
b4	b4.1	35	49	0.714285714	2	ab9fc960bb8704e64afd	OPERATION
