target_id	provenance	review_state	review_confidence	review_note	review_input	source_metadata_available_to_reviewer
CG66BD2173E10A	AI_DIRECT_VISUAL_OBSERVATION	CONTACT	MEDIUM	A descending non-writing contour converges with the upper stroke of a tall central writing form; fading limits confidence.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CGE9931A3D31E7	AI_DIRECT_VISUAL_OBSERVATION	UNCERTAIN	MEDIUM	Writing is faint and embedded in mottled wash beside fine contours, preventing a secure boundary call.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG11CFD3CF48C5	AI_DIRECT_VISUAL_OBSERVATION	CONTACT	HIGH	A narrow diagonal non-writing contour traverses the inscription row and overlaps a central writing stroke.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CGF1A0593EF78D	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	HIGH	Visible background surrounds the inscription; no writing stroke reaches a nearby non-writing contour.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG222DBE381C0D	AI_DIRECT_VISUAL_OBSERVATION	CONTACT	HIGH	A long ascending non-writing contour enters the inscription and overlaps the left portion of a writing form.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CGDB3398C41893	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	HIGH	Continuous background separates the target writing from illustrated contours below and to the right.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG47132E3DBB2B	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	MEDIUM_HIGH	Narrow visible background gaps separate the inscription from vertical non-writing contours on both sides.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG8B5118853586	AI_DIRECT_VISUAL_OBSERVATION	CONTACT	HIGH	A narrow descending non-writing contour visibly meets the upper part of a central writing stroke.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG8D116F0B9695	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	HIGH	Continuous background separates the inscription from pointed contours above and a broad contour at right.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CGF255D39AC5D6	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	HIGH	The nearest diagonal non-writing contour remains separated from the terminal writing strokes by visible background.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG5A486DC157BB	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	MEDIUM_HIGH	The final writing form approaches a painted contour closely, but a thin continuous background gap remains visible.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
CG1BA8C54B160A	AI_DIRECT_VISUAL_OBSERVATION	CLEAR_GAP	MEDIUM	A long terminal writing stroke descends toward the contour below but remains separated by a narrow visible gap.	RANDOMIZED_CONTEXT_AND_TARGET_CROPS_ONLY	0
