variant	world	signs	page_cluster_stat
PAGE_HOST_PAGE	0	---------	2.200849129673
PAGE_HOST_PAGE	1	--------+	1.532157089234
PAGE_HOST_PAGE	2	-------+-	1.655421456469
PAGE_HOST_PAGE	3	-------++	0.986729416030
PAGE_HOST_PAGE	4	------+--	1.544792258602
PAGE_HOST_PAGE	5	------+-+	0.876100218163
PAGE_HOST_PAGE	6	------++-	0.999364585398
PAGE_HOST_PAGE	7	------+++	0.330672544959
PAGE_HOST_PAGE	8	-----+---	0.747943500280
PAGE_HOST_PAGE	9	-----+--+	0.079251459840
PAGE_HOST_PAGE	10	-----+-+-	0.202515827076
PAGE_HOST_PAGE	11	-----+-++	0.466176213364
PAGE_HOST_PAGE	12	-----++--	0.091886629209
PAGE_HOST_PAGE	13	-----++-+	0.576805411231
PAGE_HOST_PAGE	14	-----+++-	0.453541043995
PAGE_HOST_PAGE	15	-----++++	1.122233084435
PAGE_HOST_PAGE	16	----+----	2.288323379149
PAGE_HOST_PAGE	17	----+---+	1.619631338710
PAGE_HOST_PAGE	18	----+--+-	1.742895705945
PAGE_HOST_PAGE	19	----+--++	1.074203665506
PAGE_HOST_PAGE	20	----+-+--	1.632266508078
PAGE_HOST_PAGE	21	----+-+-+	0.963574467639
PAGE_HOST_PAGE	22	----+-++-	1.086838834875
PAGE_HOST_PAGE	23	----+-+++	0.418146794435
PAGE_HOST_PAGE	24	----++---	0.835417749756
PAGE_HOST_PAGE	25	----++--+	0.166725709316
PAGE_HOST_PAGE	26	----++-+-	0.289990076552
PAGE_HOST_PAGE	27	----++-++	0.378701963888
PAGE_HOST_PAGE	28	----+++--	0.179360878685
PAGE_HOST_PAGE	29	----+++-+	0.489331161755
PAGE_HOST_PAGE	30	----++++-	0.366066794519
PAGE_HOST_PAGE	31	----+++++	1.034758834959
PAGE_HOST_PAGE	32	---+-----	1.585878648508
PAGE_HOST_PAGE	33	---+----+	0.917186608068
PAGE_HOST_PAGE	34	---+---+-	1.040450975304
PAGE_HOST_PAGE	35	---+---++	0.371758934864
PAGE_HOST_PAGE	36	---+--+--	0.929821777437
PAGE_HOST_PAGE	37	---+--+-+	0.261129736997
PAGE_HOST_PAGE	38	---+--++-	0.384394104233
PAGE_HOST_PAGE	39	---+--+++	0.284297936207
PAGE_HOST_PAGE	40	---+-+---	0.132973019114
PAGE_HOST_PAGE	41	---+-+--+	0.535719021325
PAGE_HOST_PAGE	42	---+-+-+-	0.412454654090
PAGE_HOST_PAGE	43	---+-+-++	1.081146694529
PAGE_HOST_PAGE	44	---+-++--	0.523083851957
PAGE_HOST_PAGE	45	---+-++-+	1.191775892396
PAGE_HOST_PAGE	46	---+-+++-	1.068511525161
PAGE_HOST_PAGE	47	---+-++++	1.737203565600
PAGE_HOST_PAGE	48	---++----	1.673352897984
PAGE_HOST_PAGE	49	---++---+	1.004660857544
PAGE_HOST_PAGE	50	---++--+-	1.127925224780
PAGE_HOST_PAGE	51	---++--++	0.459233184340
PAGE_HOST_PAGE	52	---++-+--	1.017296026913
PAGE_HOST_PAGE	53	---++-+-+	0.348603986474
PAGE_HOST_PAGE	54	---++-++-	0.471868353709
PAGE_HOST_PAGE	55	---++-+++	0.196823686730
PAGE_HOST_PAGE	56	---+++---	0.220447268590
PAGE_HOST_PAGE	57	---+++--+	0.448244771849
PAGE_HOST_PAGE	58	---+++-+-	0.324980404614
PAGE_HOST_PAGE	59	---+++-++	0.993672445053
PAGE_HOST_PAGE	60	---++++--	0.435609602481
PAGE_HOST_PAGE	61	---++++-+	1.104301642920
PAGE_HOST_PAGE	62	---+++++-	0.981037275684
PAGE_HOST_PAGE	63	---++++++	1.649729316124
PAGE_HOST_PAGE	64	--+------	2.349523311933
PAGE_HOST_PAGE	65	--+-----+	1.680831271493
PAGE_HOST_PAGE	66	--+----+-	1.804095638729
PAGE_HOST_PAGE	67	--+----++	1.135403598289
PAGE_HOST_PAGE	68	--+---+--	1.693466440862
PAGE_HOST_PAGE	69	--+---+-+	1.024774400423
PAGE_HOST_PAGE	70	--+---++-	1.148038767658
PAGE_HOST_PAGE	71	--+---+++	0.479346727219
PAGE_HOST_PAGE	72	--+--+---	0.896617682539
PAGE_HOST_PAGE	73	--+--+--+	0.227925642100
PAGE_HOST_PAGE	74	--+--+-+-	0.351190009335
PAGE_HOST_PAGE	75	--+--+-++	0.317502031104
PAGE_HOST_PAGE	76	--+--++--	0.240560811468
PAGE_HOST_PAGE	77	--+--++-+	0.428131228971
PAGE_HOST_PAGE	78	--+--+++-	0.304866861735
PAGE_HOST_PAGE	79	--+--++++	0.973558902175
PAGE_HOST_PAGE	80	--+-+----	2.436997561409
PAGE_HOST_PAGE	81	--+-+---+	1.768305520969
PAGE_HOST_PAGE	82	--+-+--+-	1.891569888205
PAGE_HOST_PAGE	83	--+-+--++	1.222877847765
PAGE_HOST_PAGE	84	--+-+-+--	1.780940690338
PAGE_HOST_PAGE	85	--+-+-+-+	1.112248649899
PAGE_HOST_PAGE	86	--+-+-++-	1.235513017134
PAGE_HOST_PAGE	87	--+-+-+++	0.566820976695
PAGE_HOST_PAGE	88	--+-++---	0.984091932015
PAGE_HOST_PAGE	89	--+-++--+	0.315399891576
PAGE_HOST_PAGE	90	--+-++-+-	0.438664258811
PAGE_HOST_PAGE	91	--+-++-++	0.230027781628
PAGE_HOST_PAGE	92	--+-+++--	0.328035060945
PAGE_HOST_PAGE	93	--+-+++-+	0.340656979495
PAGE_HOST_PAGE	94	--+-++++-	0.217392612259
PAGE_HOST_PAGE	95	--+-+++++	0.886084652699
