scope	page	physical_folio	record_id	field_count	final_prose_locus	next_prose_locus	field_closer_like	missing_field_closer	final_line_b3	following_label_block	following_label_loci	source_gap_to_first_label	distributed_closure_proxy	expanded_closure
HERBAL_B2	f26r	f26	HERBAL_B2|f26r|R01	8	f26r.10	PAGE_END	0	1	0	0	NONE	-1	0	0
HERBAL_B2	f26v	f26	HERBAL_B2|f26v|R01	8	f26v.7	PAGE_END	0	1	0	0	NONE	-1	0	0
HERBAL_B2	f31r	f31	HERBAL_B2|f31r|R01	5	f31r.9	f31r.10	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f31r	f31	HERBAL_B2|f31r|R02	8	f31r.16	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f33r	f33	HERBAL_B2|f33r|R01	1	f33r.7	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f33v	f33	HERBAL_B2|f33v|R01	3	f33v.11	PAGE_END	1	0	1	0	NONE	-1	1	1
HERBAL_B2	f34r	f34	HERBAL_B2|f34r|R01	20	f34r.15	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f34v	f34	HERBAL_B2|f34v|R01	10	f34v.9	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f39r	f39	HERBAL_B2|f39r|R01	4	f39r.16	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f39v	f39	HERBAL_B2|f39v|R01	7	f39v.14	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f40r	f40	HERBAL_B2|f40r|R01	3	f40r.11	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f40v	f40	HERBAL_B2|f40v|R01	8	f40v.12	f40v.13	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f40v	f40	HERBAL_B2|f40v|R02	7	f40v.19	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f43r	f43	HERBAL_B2|f43r|R01	6	f43r.9	f43r.10	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f43r	f43	HERBAL_B2|f43r|R02	8	f43r.10	PAGE_END	0	1	0	0	NONE	-1	0	0
HERBAL_B2	f43v	f43	HERBAL_B2|f43v|R01	16	f43v.16	PAGE_END	0	1	0	0	NONE	-1	0	0
HERBAL_B2	f46r	f46	HERBAL_B2|f46r|R01	4	f46r.12	PAGE_END	0	1	1	0	NONE	-1	1	1
HERBAL_B2	f46v	f46	HERBAL_B2|f46v|R01	9	f46v.13	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f50r	f50	HERBAL_B2|f50r|R01	13	f50r.5	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f50v	f50	HERBAL_B2|f50v|R01	9	f50v.11	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f55r	f55	HERBAL_B2|f55r|R01	2	f55r.13	PAGE_END	1	0	0	0	NONE	-1	0	1
HERBAL_B2	f55v	f55	HERBAL_B2|f55v|R01	4	f55v.11	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f75r	f75	Q13|f75r|R01	40	f75r.43	f75r.47	1	0	0	0	NONE	-1	0	1
Q13	f75r	f75	Q13|f75r|R02	6	f75r.53	PAGE_END	0	1	0	0	NONE	-1	0	0
Q13	f75v	f75	Q13|f75v|R01	12	f75v.46	f75v.60	1	0	0	1	f75v.50|f75v.51|f75v.52|f75v.53|f75v.54|f75v.55|f75v.56	4	1	1
Q13	f75v	f75	Q13|f75v|R02	12	f75v.70	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f76r	f76	Q13|f76r|R01	21	f76r.56	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f76v	f76	Q13|f76v|R01	57	f76v.41	PAGE_END	0	1	0	0	NONE	-1	0	0
Q13	f77r	f77	Q13|f77r|R01	49	f77r.37	f77r.38	0	1	0	0	NONE	-1	0	0
Q13	f77r	f77	Q13|f77r|R02	13	f77r.48	PAGE_END	1	0	0	1	f77r.49	1	1	1
Q13	f77v	f77	Q13|f77v|R01	22	f77v.15	f77v.16	1	0	0	0	NONE	-1	0	1
Q13	f77v	f77	Q13|f77v|R02	21	f77v.34	PAGE_END	0	1	0	1	f77v.44	10	1	1
Q13	f78r	f78	Q13|f78r|R01	42	f78r.32	PAGE_END	0	1	0	1	f78r.45|f78r.47	13	1	1
Q13	f78v	f78	Q13|f78v|R01	47	f78v.32	PAGE_END	0	1	0	0	NONE	-1	0	0
Q13	f79r	f79	Q13|f79r|R01	1	f79r.4	f79r.7	0	1	0	0	NONE	-1	0	0
Q13	f79r	f79	Q13|f79r|R02	19	f79r.25	f79r.26	1	0	0	0	NONE	-1	0	1
Q13	f79r	f79	Q13|f79r|R03	13	f79r.41	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f79v	f79	Q13|f79v|R01	7	f79v.8	f79v.10	0	1	0	0	NONE	-1	0	0
Q13	f79v	f79	Q13|f79v|R02	4	f79v.10	f79v.12	0	1	0	0	NONE	-1	0	0
Q13	f79v	f79	Q13|f79v|R03	27	f79v.26	f79v.28	1	0	0	0	NONE	-1	0	1
Q13	f79v	f79	Q13|f79v|R04	10	f79v.40	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f80r	f80	Q13|f80r|R01	21	f80r.36	f80r.40	0	1	1	0	NONE	-1	1	1
Q13	f80r	f80	Q13|f80r|R02	7	f80r.51	PAGE_END	0	1	1	0	NONE	-1	1	1
Q13	f80v	f80	Q13|f80v|R01	7	f80v.6	f80v.7	0	1	0	0	NONE	-1	0	0
Q13	f80v	f80	Q13|f80v|R02	26	f80v.44	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f81r	f81	Q13|f81r|R01	30	f81r.31	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f81v	f81	Q13|f81v|R01	24	f81v.27	PAGE_END	0	1	0	0	NONE	-1	0	0
Q13	f82r	f82	Q13|f82r|R01	26	f82r.27	PAGE_END	0	1	0	1	f82r.35|f82r.36|f82r.40|f82r.42|f82r.43|f82r.44	8	1	1
Q13	f82v	f82	Q13|f82v|R01	24	f82v.27	f82v.28	1	0	0	0	NONE	-1	0	1
Q13	f82v	f82	Q13|f82v|R02	10	f82v.38	PAGE_END	1	0	0	1	f82v.39|f82v.40|f82v.41|f82v.43|f82v.44|f82v.46|f82v.48	1	1	1
Q13	f83r	f83	Q13|f83r|R01	38	f83r.24	f83r.25	0	1	0	0	NONE	-1	0	0
Q13	f83r	f83	Q13|f83r|R02	20	f83r.44	f83r.47	1	0	0	1	f83r.45|f83r.46	1	1	1
Q13	f83r	f83	Q13|f83r|R03	5	f83r.49	f83r.52	1	0	0	1	f83r.51	2	1	1
Q13	f83r	f83	Q13|f83r|R04	2	f83r.54	PAGE_END	1	0	0	0	NONE	-1	0	1
Q13	f83v	f83	Q13|f83v|R01	38	f83v.32	PAGE_END	0	1	0	1	f83v.35	3	1	1
