class_count	total_bits	bits_per_symbol	gap_vs_global_null_bits	key_bits	payload_and_inverse_bits	fixed_bits	decoder_hash	cpu_exact
2	936442.5409037342	4.818975221299141	343059.2472469163	34.0	786613.9279991745	149794.61290455973	782c8fff789229504aebe70384f881a407139f4a82d692e3d38e124e34e4a113	True
3	895693.5360343172	4.609279018722943	302310.24237749935	50.6240625180289	745848.2990672395	149794.61290455973	e4873ca655afed9a4aa1ba0a08470a2d6ebb0ec06f76203ed7250fd94f8898bf	True
4	891740.765746605	4.588937885935885	298357.47208978713	61.0	741885.1528420453	149794.61290455973	00e72490db21ef8480c96c6d26beb60e18ac19213d3eb3656db27bbd8f436377	True
5	891692.6078164214	4.588690063072093	298309.31415960356	69.04820237218405	741828.9467094896	149794.61290455973	96a41deacc701b060b723484e383fa96dccba92c5a48050a09f8b18ebc56bf7e	True
6	860628.0724856246	4.4288305741216965	267244.7788288067	75.62406251802891	710757.8355185469	149794.61290455973	b9c10ab1becd3ea7e704042f69e88e798b300f3999b1aede5b320079f596ccf3	True
7	838926.4588476168	4.317153099193186	245543.16519079893	83.1838730514401	689048.6620700057	149794.61290455973	5bcb9ff45d50d739640ceaabf5648690c26da2df5a26cc8b15d6da89738f49fb	True
8	767521.7032514667	3.949701031532218	174138.40959464887	88.0	617639.090346907	149794.61290455973	0b8956d9ae97b7fb22e241c303b6a329c45dcbc80eb87a5657d910a71a103ec3	True
9	752098.7825890407	3.8703339916275947	158715.48893222283	92.2481250360578	602211.921559445	149794.61290455973	bb11d085c1ea6b40e0006f416633fc0882e2513c452d457e966e6fd559c3eb53	True
10	709285.7014153206	3.6500159600220283	115902.40775850276	96.04820237218405	559395.0403083888	149794.61290455973	776408fef508a5a835a116af7baa478c2ceff65add151bc32d1e8dd839a324e3	True
11	650088.8796086034	3.3453864659465813	56705.58595178556	99.48579046593244	500194.78091357776	149794.61290455973	68de65d4841587e8f23f839890a0a9456640ef39adfef52e40b40ebd4d17d711	True
12	650378.72813753	3.3468780394471604	56995.43448071217	102.62406251802891	500481.49117045227	149794.61290455973	4f085b7ee21c8bc87eb234be346cf3b488297f6259e8472cc7f411d9447dff6d	True
13	625510.886578738	3.218907013949579	32127.59292192012	105.5109929535273	475610.7626812247	149794.61290455973	df115e8f6270bfb5590ecea58fa1b7e17f4f0829246a23ae12b9d0f4f62b256d	True
14	623755.4856791481	3.20987364236609	30372.192022330244	108.1838730514401	473852.6889015369	149794.61290455973	9113711385043a28da8f0c46109096dee5380f8809ef0dfde6f27b0b9ea2ec3c	True
15	600469.0213742977	3.0900404549839324	7085.727717479807	112.67226489021297	450561.73620484775	149794.61290455973	f11a4a887d9320988d161fb5ac46e037d10e8ffe2504d93b019c6d328d3be44c	True
16	600850.1123955676	3.0920015664332126	7466.818738749716	115.0	450940.4994910079	149794.61290455973	350dd47c826732aac77c6464cfb8acacb4262c1806844173bd6f9853a6d2bf99	True
17	600572.9847263572	3.090575455045991	7189.691069539287	117.18657103125848	450661.18525076617	149794.61290455973	6389ce67343736024ba7baee85dd70ea28093dfe8f2146a2c22ca73cdbd4f5db	True
18	600945.8911537997	3.092494448209175	7562.597496981849	119.2481250360578	451032.0301242039	149794.61290455973	babc427cc512579af304bbbe509a096f7d18754f3d56e8ed238ecc7465b52754	True
19	595243.7977736233	3.0631512205060787	1860.5041168053867	121.19818783608963	445327.98668122746	149794.61290455973	3fc715ebcfd39e0945b7d520dbe2bc3471368e1b72143633eefec42e6d8b3a2d	True
20	592063.8870559336	3.0467872576518267	-1319.4066008842783	123.04820237218406	442146.22594900173	149794.61290455973	8f1c9846129b0046d138305290c66b149309be3c840de724d84eae379a192424	True
21	592315.2858298188	3.0480809669923365	-1068.0078269990627	124.80793556946902	442395.86498968955	149794.61290455973	aa44d48da9c4d8459d3c00b08d5caf1287fae22af1c346856b0dc2ca0ab66730	True
22	592746.5080695675	3.050300055935281	-636.7855872503715	126.48579046593244	442825.4093745418	149794.61290455973	3820c17c7fd98aa7df4eada46695503695c1b6ff8e48ff38fc31d1cc191dae09	True
23	593172.9023654922	3.0524943000632563	-210.39129132567905	128.08904890142531	443250.2004120311	149794.61290455973	55c34634cdcd4842f8c5d8200da0bb8e9c7f6e58452a2364a70f66643d485a75	True
24	593868.6050359014	3.05607441713788	485.3113790835487	129.6240625180289	443944.3680688237	149794.61290455973	b51387ee339b4ed143bfa0f44953138c985f971ea23eb9f6c9b61f33a980559e	True
25	593508.3900615618	3.0542207347603068	125.09640474396292	131.0964047443681	443582.68075225776	149794.61290455973	03ee6c9d82a5d313e943a7d92b54616e2aa9204dc7c463a2a5507c25145e1064	True
