host_id	page_host	source_events	target_events	endpoint_events	physical_folios	community_panel	claim_state
H00083ac7f406dc91	okch	40	37	77	26	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H000897fda31674aa	rche	5	4	9	4	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H000c21bd4eb1d22f	lpch	2	2	4	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H002f84150a6611d3	ytsho	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H00b435e4ce506e48	lkeedol	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H00c2bdbb6bfa909a	olkshe	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0104c53a810b30a9	otary	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H010c186ee4e77f61	ysheor	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0133a58886921493	ofaiino	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H01b7a543ca336194	otolchey	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H01dbfee51cb66d07	kyd	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H01e676d4209852eb	chcthy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H021127d5b2cc0962	kolfch	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H022216be23f7b4a8	okechey	2	1	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H022b7250b93e32bb	olfchey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H024821003ab9523d	okeoschso	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H026dcda4d56adbaf	ctheo	4	4	8	4	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H02a6efa44deef545	ama	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H02b181aa082154a1	ykalk	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H02c086ba3be40416	oloiin	1	2	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H02f220cf0905ce82	oeeedchy	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H02fb3a79fe510029	cphe	2	5	7	5	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H02fd042b7e47f483	lchedr	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03042cf8100db386	sd	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H032acf11409f087f	ykcholy	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H032f4d9d2a15c1fe	cthochy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H035cad7a0ce6f02a	ekeo	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0362380b916d71b4	opshol	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H037aeaeaf4bbf26d	op	21	20	41	18	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03a30714741fd6ce	kodshol	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03b1f33ecdc1eddd	ykaky	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03c451800684107c	alch	5	6	11	6	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03c76f701ce15418	oqoky	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03d21ba717a85ff9	rcheey	1	2	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03ea54a91175ab19	edefa	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03ec54fda6fa0048	opaly	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H03faae8831717a68	yshor	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H043a718774c572bd	s	95	111	206	56	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H04611e457e579a76	olch	4	5	9	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H049e3a6e3725e122	chedaiir	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H04ead045b10c1a7f	kas	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H04f977c011c583a6	orarol	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0505ff412de96a8b	otddy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H050db55c2428cd59	lsheo	2	1	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H05297d3fe42e98d1	ekeochor	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0556811e3c04fb9f	ytchod	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H055eebf601617046	aiin	596	558	1154	89	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H057b3d797a15b49a	oin	4	2	6	4	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H058f8338ea3f2574	pcheodchy	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H05dcc70cd30455bd	lchpsheey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H05dde5ae77968533	yshe	7	0	7	6	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H05e4d2b30a408d2a	okcheol	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H05ffb19a7749ed5f	oaldary	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0612cc70675d99c7	etyd	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0624834f32d0cba3	okchdpchy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H065b27e64d3cfd9f	eedo	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0677405485eaed0d	arolkeey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H067a95fd1cf34a0c	opdairo	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H06825df5ff08ffbb	oqo	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H06a6d939427e186f	oror	2	2	4	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H06ac78939f53d421	cthor	25	26	51	21	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H06e9a034e43f0bf1	lka	0	2	2	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H06f2bf45ae609349	chokol	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H07123e1f482356c4	lol	12	19	31	16	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0712a57d2b15a45a	ykedor	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0743514ea2ce2bb7	otoky	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H07450fc2355f244e	lsheckhe	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H075c3602cbf1c2ca	okai	0	3	3	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0766706a734bac0b	odey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H07c5ef55fb8fc6fc	pychd	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H07c6c246f39b4c34	pchocthy	2	0	2	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H07c99da845626265	ockheey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H07eb63470befd545	olshey	8	8	16	6	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H080e273609b84270	keed	2	3	5	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H083beb11329f69d1	ychocthy	2	0	2	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H086152f6c3faa83e	cpharo	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0866f70864c2915b	cthe	6	6	12	5	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H08b7f84496ffbb81	okaiiin	2	3	5	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H08d3a9a998c651bb	ypsholy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0971845965a912a1	octhsy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0983c55a166acafc	oross	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H09a505d2fff4cbe1	cpheey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H09ba4b6aa6cb7cf7	otorchy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H09bf4516e4257a19	oldor	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0a120915a51af39e	ety	7	8	15	10	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0a19b4727d1fbd3a	ot	349	399	748	61	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0ac329cdd431e2e8	eot	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0ad742ca6a0af4ce	ofched	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0addb41aac12345d	shkch	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0aef882709255062	odys	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0b050c60eea8e1d2	lsheol	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0b25705ba54f42ff	okolol	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0b4c62acca23587f	oko	13	13	26	13	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0b5ddae208efddc8	oteos	4	4	8	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0b6e557afa9e9241	okiin	2	1	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0bd7d3d2754f286f	orchols	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0bdfb7d6476df71b	ockhos	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0c167c9e068d2dbf	okyd	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0c44a361ce5b4d76	lshees	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0c7f4d9e3aa56a1a	polche	6	2	8	6	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0c96e37dd59b83a5	etcheodchs	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0c9bc9e7be2d9b3c	kshe	2	1	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0ca812d10d307da3	yshey	7	0	7	7	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0ce243ce3a55318f	kcha	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0d08cd92be206e7b	arairy	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0d43d3c27d5b6c3d	pdychoiin	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0e3444729d434a0c	olkiir	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0e6ba33f8bc8f415	lg	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0e86db208efd5ab0	okalo	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0e88a5f28aa9a665	chotshey	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0eb1872e0edd777c	ycheekeey	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0ecb4c8aa1b3b42e	oteeolkeey	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f1dffb11144292b	oleee	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f2d6d4dd2b6b10f	okeochy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f30f22f846326f8	okalche	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f4567bacdd6fff4	opcheeo	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f59a503c052b930	ydor	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f5f778420080fcd	kchs	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0f61b13ec30cbb25	opalor	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0fa025bfcf4637a1	oeta	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H0ff4debd9942e572	oleeg	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H100a35d7bc7092fe	pok	2	0	2	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H10173d67dcaa2715	okechckhy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1027aba2c88ba91c	oteda	0	3	3	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1047fb9fd8fcf9d2	ofcheds	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H10768963b1e028c6	ychoy	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H109d79437bb9079b	aid	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H10c22bcf4c768b51	for	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H10d56e5587a132ca	okary	1	3	4	4	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H10e0401e3c7af0b3	yko	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H11292caa86e59406	yksheol	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H11565722044f7722	rchees	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H115b8d11bac7811a	eyk	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H117a48403d87405a	rshed	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H11825c40c895c6a0	olkechy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1206d210d9d40e72	ald	3	9	12	7	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H121fa689e0990e5b	cphorods	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H124046b76378b968	lkeches	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H124f1c89831b5e4f	loees	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H125053fdb24cd483	rched	1	2	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H12533cb0588e4557	lshe	21	22	43	14	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H126736e56d75cb10	eke	2	2	4	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H127062c0853e70cd	loche	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1272d6456448bf11	loty	0	2	2	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H128ce8e858a17bb6	cphhy	1	2	3	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H128f60545b8f80e0	ytorory	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H12e24b712a5b6dcc	yches	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H13000e48c587336f	ytchey	2	2	4	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H13055cc807cb890e	arory	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H13103a7285731ca7	odeor	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H13363de37bf02e80	alor	4	5	9	5	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H135b6afab030083b	oekeor	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1393929305bd7e43	aiicthy	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H13d896353557f29e	llo	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H13f0e09e4fa58cca	okshey	3	2	5	3	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H140667abc2e77ec1	opcholy	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H140eeb8a88d2a7ed	otalch	1	1	2	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H141a9061b52a06d0	ksheey	0	1	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1455954f99a4d5af	eeey	16	15	31	14	1	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H145be7e768587c8f	chotchey	1	0	1	1	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H1470c17149ccc4da	alkee	1	1	2	2	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
H148de9c5a7a44d19	p	12	6	18	10	0	OPAQUE_IDENTITY_NO_LEXEME_OR_MEANING
