system	instrument_level	diagnostic	observed_value	secondary_value
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT113_RECORD_CLOSURE	0.28987129266927814	0.6108490566037735
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT160_OPERATION_COMPATIBILITY	0.19696969696969696	0.7990243902439025
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT162_SHORT_HOST	0.3442881556461154	7577
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT163_SAME_GROUP_SUBSTITUTION	0.21301747869570764	354
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT164_EXTERNAL_SUBSTITUTION	0.012505160599950717	354
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT165_NEXT_HOST	23494.903877616518	82
SYSTEM_A_V3_UNCHANGED_LITERAL	SURFACE_ONLY	GDT166_LINE_CONTEXT	7975.75313121743	76
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT113_RECORD_CLOSURE	0.9887218045112782	0.6202830188679245
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT160_OPERATION_COMPATIBILITY	0.19696969696969696	0.8087804878048781
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT162_SHORT_HOST	0.32266333640068356	9116
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT163_SAME_GROUP_SUBSTITUTION	0.18097241670099012	876
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT164_EXTERNAL_SUBSTITUTION	0.004714126729127823	876
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT165_NEXT_HOST	8576.207703284672	85
SYSTEM_A_V3_UNCHANGED_LITERAL	VMANUS_ANNOTATION_ASSISTED	GDT166_LINE_CONTEXT	1073.6455480620511	76
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT113_RECORD_CLOSURE	0.11106355660175476	0.6120283018867925
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT160_OPERATION_COMPATIBILITY	0.875	0.001951219512195122
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT162_SHORT_HOST	0.35717102668594713	7174
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT163_SAME_GROUP_SUBSTITUTION	0.055621675407627476	48
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT164_EXTERNAL_SUBSTITUTION	0.06609276686577072	48
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT165_NEXT_HOST	13495.334037506842	75
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	SURFACE_ONLY	GDT166_LINE_CONTEXT	-1034.3068285945626	75
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT113_RECORD_CLOSURE	0.49860205032618826	0.6308962264150944
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT160_OPERATION_COMPATIBILITY	0.875	0.000975609756097561
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT162_SHORT_HOST	0.14000262915735506	8695
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT163_SAME_GROUP_SUBSTITUTION	0.20510983712064462	71
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT164_EXTERNAL_SUBSTITUTION	0.030433168143282046	71
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT165_NEXT_HOST	6693.140158470965	78
SYSTEM_B_FACTORIAL_DISTRIBUTED_CONTROL_V3	VMANUS_ANNOTATION_ASSISTED	GDT166_LINE_CONTEXT	-1573.1069317052265	63
