split	model	held	covered	feature_correct	baseline_correct	accuracy_delta
HELD_FOLIO	RAW_FAMILY	f100	10	1	10	-0.900000000000
HELD_FOLIO	RAW_FAMILY	f102	13	3	13	-0.769230769231
HELD_FOLIO	RAW_FAMILY	f57	2	0	0	0.000000000000
HELD_FOLIO	RAW_FAMILY	f67	12	6	6	0.000000000000
HELD_FOLIO	RAW_FAMILY	f68	19	13	0	0.684210526316
HELD_FOLIO	RAW_FAMILY	f69	25	17	0	0.680000000000
HELD_FOLIO	RAW_FAMILY	f70	28	27	28	-0.035714285714
HELD_FOLIO	RAW_FAMILY	f71	10	9	10	-0.100000000000
HELD_FOLIO	RAW_FAMILY	f72	64	49	64	-0.234375000000
HELD_FOLIO	RAW_FAMILY	f73	30	23	30	-0.233333333333
HELD_FOLIO	RAW_FAMILY	f75	12	1	12	-0.916666666667
HELD_FOLIO	RAW_FAMILY	f76	7	0	0	0.000000000000
HELD_FOLIO	RAW_FAMILY	f77	8	0	6	-0.750000000000
HELD_FOLIO	RAW_FAMILY	f78	2	0	1	-0.500000000000
HELD_FOLIO	RAW_FAMILY	f80	5	0	0	0.000000000000
HELD_FOLIO	RAW_FAMILY	f82	14	1	7	-0.428571428571
HELD_FOLIO	RAW_FAMILY	f83	2	0	2	-1.000000000000
HELD_FOLIO	RAW_FAMILY	f88	11	2	8	-0.545454545455
HELD_FOLIO	RAW_FAMILY	f89	12	1	8	-0.583333333333
HELD_FOLIO	RAW_FAMILY	f99	25	2	23	-0.840000000000
HELD_SECTION	RAW_FAMILY	A	30	19	24	-0.166666666667
HELD_SECTION	RAW_FAMILY	B	41	0	0	0.000000000000
HELD_SECTION	RAW_FAMILY	C	32	21	29	-0.250000000000
HELD_SECTION	RAW_FAMILY	P	67	1	0	0.014925373134
HELD_SECTION	RAW_FAMILY	T	7	0	0	0.000000000000
HELD_SECTION	RAW_FAMILY	Z	108	47	0	0.435185185185
HELD_FOLIO	STRICT_RESIDUAL	f100	11	0	11	-1.000000000000
HELD_FOLIO	STRICT_RESIDUAL	f102	14	2	13	-0.785714285714
HELD_FOLIO	STRICT_RESIDUAL	f57	3	0	0	0.000000000000
HELD_FOLIO	STRICT_RESIDUAL	f67	15	8	10	-0.133333333333
HELD_FOLIO	STRICT_RESIDUAL	f68	19	13	0	0.684210526316
HELD_FOLIO	STRICT_RESIDUAL	f69	27	21	0	0.777777777778
HELD_FOLIO	STRICT_RESIDUAL	f70	30	29	30	-0.033333333333
HELD_FOLIO	STRICT_RESIDUAL	f71	11	10	11	-0.090909090909
HELD_FOLIO	STRICT_RESIDUAL	f72	62	45	62	-0.274193548387
HELD_FOLIO	STRICT_RESIDUAL	f73	31	23	31	-0.258064516129
HELD_FOLIO	STRICT_RESIDUAL	f75	11	1	11	-0.909090909091
HELD_FOLIO	STRICT_RESIDUAL	f76	8	0	0	0.000000000000
HELD_FOLIO	STRICT_RESIDUAL	f77	9	0	6	-0.666666666667
HELD_FOLIO	STRICT_RESIDUAL	f78	2	0	1	-0.500000000000
HELD_FOLIO	STRICT_RESIDUAL	f80	3	0	0	0.000000000000
HELD_FOLIO	STRICT_RESIDUAL	f82	13	1	5	-0.307692307692
HELD_FOLIO	STRICT_RESIDUAL	f83	3	0	2	-0.666666666667
HELD_FOLIO	STRICT_RESIDUAL	f88	11	0	8	-0.727272727273
HELD_FOLIO	STRICT_RESIDUAL	f89	17	1	14	-0.764705882353
HELD_FOLIO	STRICT_RESIDUAL	f99	23	2	18	-0.695652173913
HELD_SECTION	STRICT_RESIDUAL	A	33	18	28	-0.303030303030
HELD_SECTION	STRICT_RESIDUAL	B	39	0	0	0.000000000000
HELD_SECTION	STRICT_RESIDUAL	C	36	26	32	-0.166666666667
HELD_SECTION	STRICT_RESIDUAL	P	72	0	0	0.000000000000
HELD_SECTION	STRICT_RESIDUAL	T	8	0	0	0.000000000000
HELD_SECTION	STRICT_RESIDUAL	Z	112	39	0	0.348214285714
HELD_FOLIO	TRANSFERRED_PREFIX	f100	4	3	4	-0.250000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f102	13	4	12	-0.615384615385
HELD_FOLIO	TRANSFERRED_PREFIX	f57	3	0	0	0.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f65	1	0	0	0.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f67	19	11	12	-0.052631578947
HELD_FOLIO	TRANSFERRED_PREFIX	f68	19	17	0	0.894736842105
HELD_FOLIO	TRANSFERRED_PREFIX	f69	6	6	0	1.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f70	36	33	33	0.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f71	16	16	16	0.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f72	62	54	62	-0.129032258065
HELD_FOLIO	TRANSFERRED_PREFIX	f73	15	15	15	0.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f75	4	0	4	-1.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f77	7	0	5	-0.714285714286
HELD_FOLIO	TRANSFERRED_PREFIX	f78	2	0	2	-1.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f80	7	0	1	-0.142857142857
HELD_FOLIO	TRANSFERRED_PREFIX	f81	1	0	1	-1.000000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f82	12	0	6	-0.500000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f83	2	0	1	-0.500000000000
HELD_FOLIO	TRANSFERRED_PREFIX	f88	18	0	13	-0.722222222222
HELD_FOLIO	TRANSFERRED_PREFIX	f89	23	3	18	-0.652173913043
HELD_FOLIO	TRANSFERRED_PREFIX	f99	23	2	19	-0.739130434783
HELD_SECTION	TRANSFERRED_PREFIX	A	35	28	29	-0.028571428571
HELD_SECTION	TRANSFERRED_PREFIX	B	35	0	0	0.000000000000
HELD_SECTION	TRANSFERRED_PREFIX	C	18	9	9	0.000000000000
HELD_SECTION	TRANSFERRED_PREFIX	H	1	0	0	0.000000000000
HELD_SECTION	TRANSFERRED_PREFIX	P	81	0	0	0.000000000000
HELD_SECTION	TRANSFERRED_PREFIX	Z	123	5	0	0.040650406504
