edition	depth	model	held_folio	held_records	pseudo_gain_bits	positive_gain
ZL3b	BODY_LINE_1	COMPILER12	f104	26	0.983697175399	1
ZL3b	BODY_LINE_1	COMPILER12	f105	20	3.383592617730	1
ZL3b	BODY_LINE_1	COMPILER12	f106	14	1.314365527321	1
ZL3b	BODY_LINE_1	COMPILER12	f107	15	0.886855494108	1
ZL3b	BODY_LINE_1	COMPILER12	f112	13	1.246421691601	1
ZL3b	BODY_LINE_1	COMPILER12	f113	31	2.432525684638	1
ZL3b	BODY_LINE_1	COMPILER12	f114	25	2.795238120107	1
ZL3b	BODY_LINE_1	COMPILER12	f115	26	-0.435067957847	0
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f104	26	-0.240099034925	0
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f105	20	4.594931767344	1
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f106	14	-0.440590137473	0
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f107	15	-0.482811783493	0
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f112	13	2.975438256922	1
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f113	31	0.712807832786	1
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f114	25	2.054734474892	1
ZL3b	BODY_LINE_1	RAW_CHAR3_HASH32	f115	26	1.132241240185	1
ZL3b	BODY_LINE_2	COMPILER12	f104	21	-0.823183937615	0
ZL3b	BODY_LINE_2	COMPILER12	f105	16	1.146100790819	1
ZL3b	BODY_LINE_2	COMPILER12	f106	8	-0.247109408821	0
ZL3b	BODY_LINE_2	COMPILER12	f107	11	0.502191713906	1
ZL3b	BODY_LINE_2	COMPILER12	f112	12	0.073595409043	1
ZL3b	BODY_LINE_2	COMPILER12	f113	25	1.461452366145	1
ZL3b	BODY_LINE_2	COMPILER12	f114	22	0.048925941497	1
ZL3b	BODY_LINE_2	COMPILER12	f115	20	-0.106884607709	0
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f104	21	-0.178570329200	0
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f105	16	0.811232386405	1
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f106	8	-0.368164964712	0
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f107	11	-1.177511912513	0
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f112	12	2.779332482347	1
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f113	25	-1.982616539718	0
