representation	language	seed	physical_lines	events	active_source_signs	payload_bits	key_bits	language_selector_bits	common_overhead_bits	paid_total_bits	gap_vs_matched_kt_bits	bits_per_event	passes	all_pair_swaps_locally_optimal	active_mapping	mapping_hash	mapping_hashes_all_starts	identical_mapping_all_starts	best_seed
RAW_VISIBLE	latin	18903	2430	91924	20	423693.950764823239	78.890100230687	2.584962500721	6.000000000000	423781.425827554660	253993.898046538263	4.610128212736	20	1	a>ec>qd>le>hf>pg>bh>ui>rk>dl>sm>xn>ao>ip>mq>vr>ts>ct>nx>gy>o	1278c801b5c96b840b1fbc8d074a65ef925b3c244b79524dddafa05a2771a908	6cbb4ef0524eaa11c4b5a5a52ee65ef7d36d9c01c03ae3341c10a994b51cf5fe,e2388662abdd5645c286a9461d96589f995e71daf16a376e5782ceb071f74cf5,1278c801b5c96b840b1fbc8d074a65ef925b3c244b79524dddafa05a2771a908	0	18903
RAW_VISIBLE	middle_high_german	18901	2430	91924	20	364377.721649612417	78.890100230687	2.584962500721	6.000000000000	364465.196712343837	194677.668931327440	3.964853538927	23	1	a>ac>ld>ne>uf>fg>oh>ii>ck>sl>rm>zn>ho>ep>vq>gr>ms>dt>bx>ky>t	b7fb049a924fce29ebf24f5768f0433534d8c9834be1d5fff51fbb19e1b973ed	b7fb049a924fce29ebf24f5768f0433534d8c9834be1d5fff51fbb19e1b973ed,5d497b81baef18022a9930658d5f851a538b6938dd04b19c07c3fb86b6eee73b,ff4e61dffc9cd12d7b1a002152a24afe00c6efa297bfc822b4a6f89676b30db3	0	18901
RAW_VISIBLE	middle_french	18903	2430	91924	20	402578.232101951318	78.890100230687	2.584962500721	6.000000000000	402665.707164682739	232878.179383666342	4.380419772472	20	1	a>oc>pd>ne>uf>dg>gh>li>sk>tl>rm>zn>io>ap>mq>cr>ys>ft>vx>by>e	c3451c621f4ffe15be1a9770ce5d8ad3c037722ee5f0fff28720feccf512d592	7d971cab84161f60d7b2ea60a2c891ba658358c6f38ed3c89e0332f1cae8f97e,1543042246bd54c4f4d5568a781193a2f3e9c91ed9e26cf982071e5f0608941a,c3451c621f4ffe15be1a9770ce5d8ad3c037722ee5f0fff28720feccf512d592	0	18903
RAW_VISIBLE	old_italian_tuscan	18901	2430	91924	20	385279.232798974845	78.890100230687	2.584962500721	6.000000000000	385366.707861706265	215579.180080689868	4.192231711650	29	1	a>ec>gd>te>sf>bg>qh>ui>mk>cl>nm>zn>io>ap>vq>fr>ls>dt>rx>py>o	25d2b5cdb143250212bb073606caf1636c138f98ca94cf262042a2980f1f73a6	25d2b5cdb143250212bb073606caf1636c138f98ca94cf262042a2980f1f73a6,221648df9160cc97abe29b26dab2487d6f2d6fae9cc333fcebd8a14b4f1866b9,73e6a70fa83b26c18622fa4588b5a6024a850aa6b5eade375470a3b994ed6520	0	18901
RAW_VISIBLE	medieval_czech	18902	2430	91924	20	399523.855063423282	78.890100230687	2.584962500721	6.000000000000	399611.330126154702	229823.802345138305	4.347192573497	20	1	a>ec>ad>te>sf>jg>rh>ni>kk>dl>mm>cn>yo>ip>pq>vr>ls>ot>zx>by>u	b65707dd080177891963019c02fc7066f23ba7b722fdf167dc0af9c1d7578c71	dca7345e99ae9e88dd62cabc8a6812d0d20c353fac8943fdca7554a153508c83,b65707dd080177891963019c02fc7066f23ba7b722fdf167dc0af9c1d7578c71,fa73f6a7e23078576a973bc4586db439b2fd7233063426039664d78c65b08d6b	0	18902
RAW_VISIBLE	old_hungarian	18903	2430	91924	20	366416.025332177931	78.890100230687	2.584962500721	6.000000000000	366503.500394909352	196715.972613892955	3.987027331218	29	1	a>oc>id>he>tf>zg>yh>ui>nk>rl>sm>gn>co>ep>kq>fr>ds>mt>lx>by>a	e26523fe73660cc6b58bd0ba67aa7bf475a99f77d14e9dbbb9c8618df8bdaa89	4309125c0744437af3f3331369e673fd1f41efb9c0e30e857395c32f040a71ef,dccfb63ebe1203c687529f6b21b2f6c3577a1af008cf25b646083718671f73c1,e26523fe73660cc6b58bd0ba67aa7bf475a99f77d14e9dbbb9c8618df8bdaa89	0	18903
RESIDUAL_HOST	latin	18901	2430	72455	20	336677.453053352132	78.890100230687	2.584962500721	6.000000000000	336764.928116083553	193330.390679697070	4.647918406129	20	1	a>ac>gd>le>uf>pg>qh>ri>nk>tl>sm>bn>oo>ep>dq>xr>ms>ft>cx>vy>i	51d24385893c723188f109b1fc41336ddac811ca14ae7f78349e0fef6f6d81ee	51d24385893c723188f109b1fc41336ddac811ca14ae7f78349e0fef6f6d81ee,a8b6d3b84858b72e097a2cb3f7b9cef9731a0332cdafdfbfd7dc4aa50cbea933,b3cd72804d187f10ebf95bd0151c637e702e40b2eb42d7a70aa712bfab0d9ec6	0	18901
RESIDUAL_HOST	middle_high_german	18901	2430	72455	20	316223.655146717851	78.890100230687	2.584962500721	6.000000000000	316311.130209449271	172876.592773062788	4.365621837133	24	1	a>tc>ld>ve>nf>gg>oh>ai>uk>il>rm>hn>mo>ep>cq>wr>zs>dt>yx>by>s	fa97f88bb7878a5bae875d1bae67fb1d3761e3f5b16125a2adbf4b51f2b5364b	fa97f88bb7878a5bae875d1bae67fb1d3761e3f5b16125a2adbf4b51f2b5364b,bea882af448e7ed9c0402f8cde27b6eebe719f1468a6d32cab29cb0d04bb7ef9,14605259f354f1dffedeaadf56546a12c7fcfdea6d09f8ab63c865cbeaea8b2b	0	18901
RESIDUAL_HOST	middle_french	18903	2430	72455	20	346354.824708764907	78.890100230687	2.584962500721	6.000000000000	346442.299771496328	203007.762335109845	4.781482296204	18	1	a>uc>jd>le>nf>pg>mh>ki>sk>ol>em>rn>io>cp>hq>wr>ys>dt>ax>vy>t	0ad36ac954ec31e797f235c54cf23b26f00c0c06b23a15d6b4dd88cb3bef793c	795911d61d84f49df1a7fe151be906de01c6f1a5e3c5eeb61739bc680479c52f,374ab0066acbe027788810109b72d4daa0b8d88997136ecc078c6407b1d35836,0ad36ac954ec31e797f235c54cf23b26f00c0c06b23a15d6b4dd88cb3bef793c	0	18903
RESIDUAL_HOST	old_italian_tuscan	18901	2430	72455	20	309008.893592816195	78.890100230687	2.584962500721	6.000000000000	309096.368655547616	165661.831219161133	4.266046079022	24	1	a>ec>dd>ce>tf>bg>hh>ui>sk>vl>lm>gn>io>ap>pq>fr>ns>mt>rx>zy>o	36b318712e8b7e0899a4f098c4fbd773b1f4c80b9db5a03941df8c2dd17c70b5	36b318712e8b7e0899a4f098c4fbd773b1f4c80b9db5a03941df8c2dd17c70b5,006ce3ee691819031a4bbe1ace144b00981eeb0e4aa77b1a11a073bbff423c40,9c188437f757ad6f620438216f9723169ee47bf632429e7a17a27153aa9d5e61	0	18901
