page	paragraph_id	locus	line_field_ordinal	field_group_count	source_tokens	page_hosts	line_field_end	missing_before_min	missing_before_max	missing_after_min	missing_after_max	feasible_coordinates	predicted_five_way_classes	predicted_abstract_classes	robust_abstract_role_like	robust_under_missingness	semantic_value
f80r	P1	f80r.14	1	12	solkain|shl|lky|chcthy|qokain|qotchy|qotal|dy|chckhy|lchey|qotar|otal	olk|l|lky|cthy|ok|chy|ot|y|ckhy|lchey|ot|ot	LINE_END	3	34	4	51	1536	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f80r	P1	f80r.15	1	1	qokedy	oke	DY	3	34	4	51	1536	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f80r	P1	f80r.15	2	1	qokeedy	okee	DY	3	34	4	51	1536	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f80r	P1	f80r.15	3	2	checkhy|olchedy	ckhy|olche	DY	3	34	4	51	1536	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f80r	P1	f80r.15	4	6	qokain|chey|qokechckhy|otar|cheoltain|sy	ok|y|okechckhy|ot|olt|y	LINE_END	3	34	4	51	1536	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f80r	P1	f80r.16	1	1	solchedy	olche	DY	3	34	4	51	1536	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f80r	P1	f80r.16	2	1	qokeedy	okee	DY	3	34	4	51	1536	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f80r	P1	f80r.16	3	6	qokar|ol|chedy|qokain|shecthy|qokeedy	ok|l|y|ok|ecthy|okee	DY	3	34	4	51	1536	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f80r	P1	f80r.16	4	3	saltar|chkain|oty	alt|k|y	LINE_END	3	34	4	51	1536	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f80r	P1	f80r.18	1	5	paiin|sheol|qokain|chety|qokeedy	p|eol|ok|ty|okee	DY	4	47	3	38	1584	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
