event_id_sha256	cell_id	opaque_host_id_sha256	physical_folio	page	locus	section	register	line_first	s_choice_withheld
487362902e34a384e56e	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f106	f106v	f106v.46	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
8d18d753b9e41a5f4255	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f107	f107r	f107r.33	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
237c6acab42aa2e62c76	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f107	f107v	f107v.12	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
c7c57540fabfd8a05699	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f112	f112v	f112v.34	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
e378733579d60187ae45	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f113	f113r	f113r.32	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
7bd3e6dc4b55f8c2b064	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f113	f113r	f113r.6	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
f5a7bbe559924285ca50	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f114	f114r	f114r.37	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
19137d5d233778093782	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f114	f114v	f114v.9	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
7e5cd0de4d37d2f7999c	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f15	f15r	f15r.7	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
33248052bb30331bf33c	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f15	f15v	f15v.6	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
7b7e175421572ea805b7	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f28	f28v	f28v.5	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
79f68bf02e836b01ca68	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f28	f28v	f28v.6	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
09a5c9ec5b24aab3fd22	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f40	f40r	f40r.7	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
97dcc48cacdf2f1f1075	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f42	f42r	f42r.17	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
243e6bca5ac980b05d6f	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f50	f50r	f50r.3	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
a5e6271f3faef388e1c3	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f58	f58r	f58r.36	S	OTHER_A	1	WITHHELD_UNTIL_SCORING
f3eec231d90d941b96e5	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f76	f76v	f76v.30	B	OTHER_B	0	WITHHELD_UNTIL_SCORING
1a962bfbcf307da738dc	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f77	f77v	f77v.15	B	OTHER_B	0	WITHHELD_UNTIL_SCORING
e64bc8837814b8959e28	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f86	f86v5	f86v5.11	T	OTHER_B	0	WITHHELD_UNTIL_SCORING
e4c4db25bffbf4f06667	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f86	f86v5	f86v5.31	T	OTHER_B	0	WITHHELD_UNTIL_SCORING
f1de2539dec471f59036	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f9	f9v	f9v.12	H	HERBAL_A	1	WITHHELD_UNTIL_SCORING
8b0eea1f2093e246677d	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f9	f9v	f9v.2	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
773f10458a7d226baa12	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f95	f95r1	f95r1.3	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
8afd9f36aa985c5b5389	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f95	f95r1	f95r1.3	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
88b039566b1b6a6c07a6	0aa37cd1b5e88dc8f9af	8254c329a92850f6d539	f95	f95r1	f95r1.4	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
8d74b4775f066837607f	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f111	f111r	f111r.6	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
c2f2a0497b873cb8bd1b	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f114	f114r	f114r.14	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
ae4bf08e064a8ca6c82b	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f114	f114v	f114v.20	S	STARS_RECIPE_B	0	WITHHELD_UNTIL_SCORING
f49a91ff28d78f79f758	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f27	f27r	f27r.1	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
4c196cff0270ab2cdae8	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f32	f32r	f32r.9	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
8fe5ef5cdbde8ddc9beb	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f43	f43v	f43v.3	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
a0a88eacb7f9314ad355	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f45	f45r	f45r.6	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
f663242520e874cfdcec	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f47	f47v	f47v.1	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
4aa8a9386cfef6fb0f6d	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f47	f47v	f47v.5	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
b5e1caa90563e46f55e4	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f48	f48v	f48v.10	H	HERBAL_B	0	WITHHELD_UNTIL_SCORING
7c2df3be06d4a9424441	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f66	f66r	f66r.69	T	OTHER_B	0	WITHHELD_UNTIL_SCORING
e6aa6942b2c72bd65075	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f78	f78v	f78v.30	B	OTHER_B	0	WITHHELD_UNTIL_SCORING
484f8b588a28c26a2200	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f83	f83r	f83r.8	B	OTHER_B	0	WITHHELD_UNTIL_SCORING
14c719bda0c155763227	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f85	f85r2	f85r2.3	C	OTHER_B	0	WITHHELD_UNTIL_SCORING
e228ef858f0e8705c27d	0bdc8b6db811b4e67a63	78dd1c431f1c020b31f8	f9	f9r	f9r.1	H	HERBAL_A	0	WITHHELD_UNTIL_SCORING
