blind_id	review_state	confidence	neutral_note
YC0303B3B9B144A1	INK_TOUCH_OR_CROSSING	MEDIUM	A dark terminal contour reaches the left edge of the marker in the lower writing band.
YC0A56DEFF9E1C9F	ORDINARY_VISIBLE_GAP	HIGH	The adjacent ink groups leave a moderate parchment interval around the marker.
YC0AAD048321B50D	INK_TOUCH_OR_CROSSING	MEDIUM	The left-hand contour appears to continue into the marker near mid-height.
YC0C8949EEC14DD5	NARROW_VISIBLE_GAP	HIGH	A slim but visible parchment strip separates the flanking ink at the marker.
YC0E763F728D36EE	ORDINARY_VISIBLE_GAP	HIGH	The nearest central ink contours are separated by a moderate clear interval.
YC0EFD9AEA7872CB	INK_TOUCH_OR_CROSSING	MEDIUM	A dark contour from the left meets the marker within the upper writing band.
YC1125B698DDCEB6	INK_TOUCH_OR_CROSSING	MEDIUM	The rounded contour immediately left of the marker appears to meet the overlay edge.
YC19FBE85A853C31	INK_TOUCH_OR_CROSSING	HIGH	A dark upright stroke is visibly intersected by the marker in the upper band.
YC1E03E9A0839493	INK_TOUCH_OR_CROSSING	MEDIUM	A descending dark contour reaches the marker near the central writing band.
YC1F55E9B2E1B586	NARROW_VISIBLE_GAP	HIGH	The flanking central contours leave a small clear parchment interval.
YC2071CF26D5106E	NARROW_VISIBLE_GAP	HIGH	A short clear interval separates the ink immediately to either side of the marker.
YC2318C91ED31820	INK_TOUCH_OR_CROSSING	HIGH	The marker passes through the edge of a large curved dark stroke.
YC24D2FB6ED6AE71	INK_TOUCH_OR_CROSSING	HIGH	A tall dark stroke visibly meets and continues along the marker position.
YC279897EE1A4B95	INK_TOUCH_OR_CROSSING	MEDIUM	A fine descending contour appears to run beneath the marker near the line end.
YC366292E80927E1	INK_TOUCH_OR_CROSSING	HIGH	The marker cuts through the left side of a rounded dark contour.
YC37BBB80B7CE64F	INK_TOUCH_OR_CROSSING	HIGH	Dark upright ink is present directly along both sides of the marker.
YC391A14E309E3E4	ORDINARY_VISIBLE_GAP	HIGH	A moderate patch of parchment separates the left and right ink groups.
YC3BEBB7BC114287	NARROW_VISIBLE_GAP	HIGH	The neighboring lower-band contours leave only a slim visible gap.
YC4014A53BCED0E6	INK_TOUCH_OR_CROSSING	HIGH	A horizontal dark stroke reaches the marker at the central writing band.
YC40DB8130732B66	NARROW_VISIBLE_GAP	MEDIUM	A small clear interval is visible between the nearest central ink edges.
YC5B634FC9C18E15	INK_TOUCH_OR_CROSSING	HIGH	The marker passes through a tall descending dark stroke.
YC5D43041C5F331F	WIDE_VISIBLE_GAP	HIGH	A broad expanse of parchment separates the ink groups across the marker.
YC61A107215B6ACA	NARROW_VISIBLE_GAP	HIGH	A thin clear strip remains between the terminal and following dark contours.
YC6766480DB2D8B3	INK_TOUCH_OR_CROSSING	HIGH	The marker intersects a dark upright contour in the upper writing band.
YC6C2B99426684F6	INK_TOUCH_OR_CROSSING	HIGH	The right edge of a dark rounded contour reaches the marker.
YC6ED58210F577D2	INK_TOUCH_OR_CROSSING	MEDIUM	A descending dark stroke appears to meet the marker around mid-height.
YC7081F6A02B5DE9	WIDE_VISIBLE_GAP	HIGH	The left and right ink forms are separated by a conspicuously broad clear interval.
YC7821DDBBB7EA5A	INK_TOUCH_OR_CROSSING	MEDIUM	A looped dark contour appears to contact the marker from the left.
YC796664533AC62A	INK_TOUCH_OR_CROSSING	HIGH	The marker visibly intersects the edge of a tall dark stroke.
YC81B97D6A110E91	INK_TOUCH_OR_CROSSING	HIGH	A large curved dark contour runs through the marked position.
YC8B9C08EC6250B2	WIDE_VISIBLE_GAP	HIGH	The marker stands in broad parchment beyond the nearest visible ink.
YC904B9BCE9F420E	INK_TOUCH_OR_CROSSING	HIGH	The marker cuts through a tall dark vertical contour.
YC9BECC0A92F7039	INK_TOUCH_OR_CROSSING	HIGH	Dark upright ink is visibly aligned beneath the marker.
YCB25F6D94023626	NARROW_VISIBLE_GAP	MEDIUM	A small parchment interval separates the nearest dark edges around the marker.
YCB57483D418B5A0	INK_TOUCH_OR_CROSSING	HIGH	The left edge of a rounded dark form meets the marked position.
YCB7B9CD97FDFC57	NARROW_VISIBLE_GAP	HIGH	Only a slim strip of parchment is visible before the tall right-hand ink.
YCC43F8A57BDF8A6	INK_TOUCH_OR_CROSSING	MEDIUM	The rising dark contour immediately right of the marker appears to contact it.
YCC824545881E6A1	WIDE_VISIBLE_GAP	HIGH	A broad blank parchment interval spans the marker between ink groups.
YCCD628EA7DDDE2E	INK_TOUCH_OR_CROSSING	HIGH	A dark sloping contour reaches the marker in the lower writing band.
YCD779A14DD34595	ORDINARY_VISIBLE_GAP	HIGH	The opposing contours leave a moderate clear parchment interval at the marker.
YCD9C4412535733A	INK_TOUCH_OR_CROSSING	HIGH	The marker passes through dark stroke work in the central band.
YCED3A313445D664	INK_TOUCH_OR_CROSSING	HIGH	A long curved dark stroke visibly crosses the marked vertical position.
YCF3A587FF2797A2	ORDINARY_VISIBLE_GAP	HIGH	A moderate clear interval separates the neighboring central ink groups.
YCF696346A5C7BB4	INK_TOUCH_OR_CROSSING	MEDIUM	A fine horizontal contour appears to begin at and continue beneath the marker.
YCFD95DE964DC8C0	INK_TOUCH_OR_CROSSING	HIGH	The marker intersects the leading edge of a curved dark contour.
