selector	candidate	seed	selected_occurrences	other_occurrences	total_bits	bits_per_symbol	selected_channel_bits	other_channel_bits	decoder_hash	cpu_exact	gain_vs_matched_null_bits
BODY	MATCHED_SPLIT_NULL	0	32704	5380	605096.1209208778	3.1138517163133623	233045.60995539057	47157.72544224038	MATCHED_NULL	True	0.0
BODY	SPARSE_MHG_LANGUAGE	2301	32704	5380	881439.0670681406	4.535924883535439	509271.46014719905	47157.72544224038	4617f7a7865020b68f47be63ca897ebb7e192c1207dc070cf2292238b5b464f7	True	-276342.9461472628
BODY	SPARSE_MHG_LANGUAGE	2302	32704	5380	874299.7127457128	4.499185446706083	502132.10582477145	47157.72544224038	5d3eee674c43c03ff191e2ed408113e36a5a4e86e0943f7fec52b03776d25e98	True	-269203.59182483505
BODY	SPARSE_MHG_LANGUAGE	2303	32704	5380	860715.5936793684	4.429280962101276	488547.9867584269	47157.72544224038	34653671b3a5be41bc6e8a824c4683f0a4da65fb412cae50d29e0619bd2a9471	True	-255619.4727584906
BODY_LONG_CORE	MATCHED_SPLIT_NULL	0	16962	21122	600275.4005929533	3.089044073778603	155637.43284310633	119745.18222660013	MATCHED_NULL	True	0.0
BODY_LONG_CORE	SPARSE_MHG_LANGUAGE	2301	16962	21122	794578.4044492912	4.08893602668374	349823.3407439899	119745.18222660013	9c9a3b81c05a413e2a8002266cfeaea0f8908350383b4b65dd5907e5d1e293f1	True	-194303.00385633786
BODY_LONG_CORE	SPARSE_MHG_LANGUAGE	2302	16962	21122	799454.4943485737	4.114028603510497	354699.4306432725	119745.18222660013	e5a89a2c6b63b4a128c0bc97d80cbbb962fcb7a899ab0f1613c0035b9dcb35e1	True	-199179.09375562042
BODY_LONG_CORE	SPARSE_MHG_LANGUAGE	2303	16962	21122	787849.2100089632	4.054307290962327	343094.14630366204	119745.18222660013	b767d939aab25f486efa666deff8cc670f0d26cff30b15830fa87eaf76c7f4a2	True	-187573.80941600993
CHE_PREFIX	MATCHED_SPLIT_NULL	0	2769	35315	594383.7911049257	3.058725587703658	11918.415758640222	257572.58982303855	MATCHED_NULL	True	0.0
CHE_PREFIX	SPARSE_MHG_LANGUAGE	2301	2769	35315	620673.8002492134	3.194015151238207	38091.32894747359	257572.58982303855	17f0abb965496ed4f36024f01f971ae30440f1c5fdf2bb6a106cd0ef18236995	True	-26290.009144287673
CHE_PREFIX	SPARSE_MHG_LANGUAGE	2302	2769	35315	620691.8819336635	3.194108200395543	38109.41063192382	257572.58982303855	3cb95c48bb48e79f8281ce198c6feb961561efa981adea327ada9c6a3675233d	True	-26308.090828737826
CHE_PREFIX	SPARSE_MHG_LANGUAGE	2303	2769	35315	621782.701162371	3.199721604960638	39200.22986063125	257572.58982303855	e83a5b6c07dbdf07e0b5d2e9f326c61cd51138088981e2850b7c6996feb5401e	True	-27398.91005744529
LATE_HALF	MATCHED_SPLIT_NULL	0	17512	20572	607282.863285521	3.1251047903785483	127276.2653845718	155113.81237770247	MATCHED_NULL	True	0.0
LATE_HALF	SPARSE_MHG_LANGUAGE	2301	17512	20572	741612.96997969	3.8163735306997078	261489.2761232865	155113.81237770247	3ce21df1963fcb5743a2a42e0aae2e4032705414aa72a3e6d0400372a677158e	True	-134330.106694169
LATE_HALF	SPARSE_MHG_LANGUAGE	2302	17512	20572	747088.5074414418	3.844550891508212	266964.8135850382	155113.81237770247	a22914a81787aef457c5163f5d1d905350fe2b83d03acec61281d90a52777a88	True	-139805.64415592072
LATE_HALF	SPARSE_MHG_LANGUAGE	2303	17512	20572	741571.4169721388	3.816159697063352	261447.72311573516	155113.81237770247	f0d9a68a7cfda5180e5d147b0e6412c11526187e0a5271bec63e382654f0f1d0	True	-134288.55368661776
LONG_CORE	MATCHED_SPLIT_NULL	0	20305	17779	596458.3603678183	3.069401413967489	191000.54528730753	80565.02955726384	MATCHED_NULL	True	0.0
LONG_CORE	SPARSE_MHG_LANGUAGE	2301	20305	17779	827798.5954333404	4.259888616091375	422223.68439737544	80565.02955726384	bacdbe73b06e801c21b6396b1ff2eaddf2a704cd4d93a93556fde0f7596a0cd0	True	-231340.23506552214
LONG_CORE	SPARSE_MHG_LANGUAGE	2302	20305	17779	832511.836381382	4.284143164927554	426936.92534541705	80565.02955726384	cb29be50f09d0f5496dadcb7bf8bf3bbabe60d5690a4226a7b5c736a8e4ae2cb	True	-236053.4760135637
LONG_CORE	SPARSE_MHG_LANGUAGE	2303	20305	17779	827798.5954333404	4.259888616091375	422223.68439737544	80565.02955726384	b3ef18a3e49647123152fd291d6ae40db13b02c0e2031ebd56e4eca325ed914d	True	-231340.23506552214
