target_id	array_id	call_source	inherited_from_target_id	blind_review_id	consensus_state	review_agreement	consensus_source	provenance
CGR7773B5920773	F100R_L2	NEW_CALL		RV7CADCA6F06F864	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGRDD32931CC783	F100R_L2	INHERITED_FROZEN_CALL	CG8B5118853586		CONTACT	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR0689DE5A20C1	F100R_L2	INHERITED_FROZEN_CALL	CG8D116F0B9695		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR80D4FC7F4A99	F100R_L2	INHERITED_FROZEN_CALL	CGF255D39AC5D6		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR64B9D99A7A82	F100R_L2	INHERITED_FROZEN_CALL	CG5A486DC157BB		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR9F4CCB633A73	F100R_L2	INHERITED_FROZEN_CALL	CG1BA8C54B160A		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR4F7FD51A99BE	F100V_L1	NEW_CALL		RV5C982D629973D0	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR16536F0D9906	F100V_L1	NEW_CALL		RVE92DA80A1B9F34	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR70B13031E8A6	F100V_L1	NEW_CALL		RVF8EABF0EED8C0F	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR799AF67D3D31	F100V_L1	NEW_CALL		RVD3E84F04D500FD	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR07537D8CADA9	F99V_L1	NEW_CALL		RV0C0D591E87C578	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR13D3E8AF7C21	F99V_L1	NEW_CALL		RVD7CB62D70BFEBA	CONTACT	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGRE7E3ED75997E	F99V_L1	NEW_CALL		RV8C385C05A66BDA	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR7DB051C5BC05	F99V_L1	NEW_CALL		RVC328704A59DF56	CONTACT	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR684B4B8FBA9C	F99V_L1	NEW_CALL		RV387ABEEC937919	CONTACT	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGRD06627D52277	F99V_L1	NEW_CALL		RV00FED7C17444CC	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR3D86FDEA6C8B	F99V_L1	NEW_CALL		RV8EC59E63C46474	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR31965108004D	F99V_L1	NEW_CALL		RVAAC2C4D987BF72	CONTACT	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGRE7B1149C8DB9	F99V_L2	INHERITED_FROZEN_CALL	CGF1A0593EF78D		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR3126F856F956	F99V_L2	NEW_CALL		RV833C74DE6E1756	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGRF5FEB955DA6F	F99V_L2	INHERITED_FROZEN_CALL	CG222DBE381C0D		CONTACT	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGR9E6EA4F61F9B	F99V_L2	INHERITED_FROZEN_CALL	CGDB3398C41893		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
CGRE7FAEF8E3415	F99V_L2	NEW_CALL		RV996B4E207FE2BF	CLEAR_GAP	AGREE	TWO_INDEPENDENT_SOURCE_FREE_CROP_REVIEWS	AI_DIRECT_VISUAL_OBSERVATION
CGR13475F389574	F99V_L2	INHERITED_FROZEN_CALL	CG47132E3DBB2B		CLEAR_GAP	NOT_REREVIEWED	INHERITED_FROZEN_PRIOR_CALL	AI_DIRECT_VISUAL_OBSERVATION
