training_section	held_section	training_rank	candidate	training_loci	training_feature_loci	training_feature_folios	training_axis_positive	training_informative_strata	training_eligible_feature_loci	training_conditional_effect	training_conditional_z	training_local_two_sided_p	held_loci	held_feature_loci	held_feature_folios	held_axis_positive	held_informative_strata	held_eligible_feature_loci	held_conditional_effect	held_conditional_z	held_local_two_sided_p	held_direction_positive	candidate_role
A	Z	1	RATE:F=O>=0.10	55	11	2	18	2	10	0.42	3.57527742919	0.000349856703446	103	6	2	14	1	3	-0.259259259259	-1.06653645039	0.286181210511	0	SELECTED_TOP
A	Z	2	RATE:R=aiin>=0.10	55	14	2	18	2	9	0.366666666667	2.84018778722	0.0045086983649	103	18	3	14	2	9	0.131687242798	0.969115278066	0.332487675691	1	LIBRARY_MEMBER
A	Z	3	RATE:R=aiin>=0.25	55	7	2	18	1	4	0.6	2.61861468283	0.00882876095282	103	14	3	14	2	7	0.243386243386	1.50939852784	0.13119696907	1	FIXED_RAIIN_SUBLEAD
A	Z	4	RATE:DY=0>=0.75	55	47	2	18	2	29	0.0724137931034	2.01143519896	0.0442795085544	103	80	4	14	2	33	0.0690235690236	1.92700259404	0.0539793066567	1	LIBRARY_MEMBER
A	Z	5	RATE:R=ain>=0.10	55	9	2	18	1	5	0.4	2	0.0455002638964	103	18	4	14	2	7	0.277777777778	1.78949500666	0.0735351309374	1	LIBRARY_MEMBER
A	Z	6	RATE:R=al>=0.10	55	7	2	18	1	5	0.4	2	0.0455002638964	103	22	4	14	2	11	0.151515151515	1.29431747727	0.195555781995	1	LIBRARY_MEMBER
A	Z	7	RATE:P=0>=0.25	55	41	2	18	2	26	0.0884615384615	1.91004603664	0.0561272861179	103	51	4	14	2	21	-0.101410934744	-1.40834014802	0.159030372788	0	LIBRARY_MEMBER
A	Z	8	RATE:NDY=EOS>=0.10	55	37	2	18	2	23	0.095652173913	1.70753115655	0.0877233718718	103	71	4	14	2	30	-0.00740740740741	-0.184235063836	0.853829053295	0	LIBRARY_MEMBER
A	Z	9	RATE:NF=EOS>=0.10	55	37	2	18	2	23	0.095652173913	1.70753115655	0.0877233718718	103	71	4	14	2	30	-0.00740740740741	-0.184235063836	0.853829053295	0	LIBRARY_MEMBER
A	Z	10	RATE:NW=EOS>=0.10	55	37	2	18	2	23	0.095652173913	1.70753115655	0.0877233718718	103	71	4	14	2	30	-0.00740740740741	-0.184235063836	0.853829053295	0	LIBRARY_MEMBER
A	Z	11	RATE:W=che>=0.10	55	15	2	18	2	13	0.153846153846	1.54303349962	0.122822648101	103	11	4	14	2	2	0.12037037037	0.362090302441	0.717284550203	1	LIBRARY_MEMBER
A	Z	12	RATE:NW=ch>=0.10	55	27	2	18	2	22	0.0909090909091	1.54303349962	0.122822648101	103	31	4	14	2	11	-0.030303030303	-0.258863495453	0.795740564749	0	LIBRARY_MEMBER
A	Z	13	RATE:R=ar>=0.10	55	7	2	18	1	4	0.35	1.52752523165	0.126630457948	103	21	4	14	2	10	0.116666666667	0.970008146884	0.332042431285	1	LIBRARY_MEMBER
A	Z	14	RATE:P=0>=0.10	55	50	2	18	2	31	0.041935483871	1.50111069989	0.133326931774	103	78	4	14	2	30	-0.0222222222222	-0.517726990907	0.604648763664	0	LIBRARY_MEMBER
A	Z	15	RATE:DY=0>=0.50	55	50	2	18	1	22	0.0545454545455	1.47709789175	0.13964939861	103	83	4	14	2	33	0.0690235690236	1.92700259404	0.0539793066567	1	LIBRARY_MEMBER
A	Z	16	RATE:PW=d>=0.10	55	12	2	18	2	9	0.177777777778	1.43684241621	0.150762775027	103	20	4	14	2	7	-0.111111111111	-0.681882323902	0.495313363269	0	LIBRARY_MEMBER
A	Z	17	RATE:P=3>=0.10	55	44	2	18	1	16	0.1	1.33333333333	0.182422439452	103	80	4	14	2	31	0.0334528076464	0.819180137039	0.412683645768	1	LIBRARY_MEMBER
A	Z	18	RATE:NDY=EOS>=0.25	55	6	2	18	2	4	0.25	1.27000127	0.204084177766	103	21	4	14	2	9	0.0205761316872	0.151424262198	0.879641051665	1	LIBRARY_MEMBER
A	Z	19	RATE:NF=EOS>=0.25	55	6	2	18	2	4	0.25	1.27000127	0.204084177766	103	21	4	14	2	9	0.0205761316872	0.151424262198	0.879641051665	1	LIBRARY_MEMBER
A	Z	20	RATE:NW=EOS>=0.25	55	6	2	18	2	4	0.25	1.27000127	0.204084177766	103	21	4	14	2	9	0.0205761316872	0.151424262198	0.879641051665	1	LIBRARY_MEMBER
A	Z	21	RATE:W=ch>=0.25	55	10	2	18	1	9	0.155555555556	1.16666666667	0.243345009149	103	9	3	14	2	4	-0.12962962963	-0.568855559165	0.569454166577	0	LIBRARY_MEMBER
A	Z	22	RATE:NW=q>=0.10	55	23	2	18	2	16	0.09375	1.127469042	0.259544222404	103	51	4	14	2	20	-0.0175925925926	-0.239107597535	0.811022150649	0	LIBRARY_MEMBER
A	Z	23	RATE:W=d>=0.10	55	24	2	18	2	13	0.0923076923077	1.11417202906	0.265205392592	103	14	4	14	1	4	0.240740740741	1.1681593527	0.242742492924	1	LIBRARY_MEMBER
A	Z	24	RATE:W=d>=0.25	55	12	2	18	2	7	0.157142857143	1.07349008024	0.283051287052	103	8	4	14	1	3	0.0740740740741	0.30472470011	0.760575835794	1	LIBRARY_MEMBER
A	Z	25	RATE:W=sh>=0.10	55	13	2	18	2	10	0.13	1.05098770849	0.293264235139	103	19	4	14	2	7	-0.219576719577	-1.34079068237	0.179988422253	0	LIBRARY_MEMBER
A	Z	26	RATE:PDY=BOS>=0.50	55	5	2	18	1	3	0.266666666667	0.984731927835	0.324755765403	103	4	2	14	1	1	-0.5	-1	0.317310507863	0	LIBRARY_MEMBER
A	Z	27	RATE:PF=BOS>=0.50	55	5	2	18	1	3	0.266666666667	0.984731927835	0.324755765403	103	4	2	14	1	1	-0.5	-1	0.317310507863	0	LIBRARY_MEMBER
A	Z	28	RATE:PW=BOS>=0.50	55	5	2	18	1	3	0.266666666667	0.984731927835	0.324755765403	103	4	2	14	1	1	-0.5	-1	0.317310507863	0	LIBRARY_MEMBER
A	Z	29	RATE:PDY=0>=0.75	55	20	2	18	2	15	0.08	0.899438026795	0.368419391882	103	44	4	14	2	15	-0.00617283950617	-0.063577017756	0.949307031886	0	LIBRARY_MEMBER
