edition	relation_id	label_locus	label_token	candidate_target_page	is_true_target	raw_best_token	raw_best_locus	raw_edit_distance	raw_char3_jaccard	macro_best_token	macro_best_locus	macro_cost	macro_operation_depth	macro_residual_edit	macro_transformed_query	macro_operation_path	macro_improvement_over_raw_edit	exact_depth2_reachable	exact_operation_depth	exact_operation_path	evidence_status
ZL3b	RP01	f89v2.6	chokam	f48v	1	cheky	f48v.9	3	0.1	cheky	f48v.9	3	0	3	chokam	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP01	f89v2.6	chokam	f18v	0	chod	f18v.7	3	0.25	chod	f18v.7	3	0	3	chokam	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP01	f89v2.6	chokam	f23r	0	chor	f23r.2	3	0.25	chor	f23r.2	3	0	3	chokam	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP01	f89v2.6	chokam	f19r	0	chckhy	f19r.4	3	0.0909090909091	chckhy	f19r.4	3	0	3	chokam	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP01	f89v2.6	chokam	f37v	0	cheoky	f37v.15	3	0.0909090909091	cheoky	f37v.15	3	0	3	chokam	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP02	f102r2.21	koldarod	f48v	0	loldy	f48v.9	5	0.0833333333333	loldy	f48v.9	5	0	5	koldarod	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP02	f102r2.21	koldarod	f18v	1	daror	f18v.8	4	0.181818181818	daror	f18v.8	4	0	4	koldarod	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP02	f102r2.21	koldarod	f23r	0	dairo	f23r.7	5	0	dairo	f23r.7	5	0	5	koldarod	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP02	f102r2.21	koldarod	f19r	0	qolody	f19r.11	5	0	qolody	f19r.11	5	0	5	koldarod	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP02	f102r2.21	koldarod	f37v	0	todain	f37v.14	5	0	todain	f37v.14	5	0	5	koldarod	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP03	f102r2.22	odalydary	f48v	0	oldy	f48v.8	5	0	oldy	f48v.8	5	0	5	odalydary	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP03	f102r2.22	odalydary	f18v	0	dar	f18v.4	6	0.0909090909091	dar	f18v.4	6	0	6	odalydary	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP03	f102r2.22	odalydary	f23r	1	olchar	f23r.7	5	0	olchar	f23r.7	5	0	5	odalydary	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP03	f102r2.22	odalydary	f19r	0	dchydy	f19r.1	5	0	dchydy	f19r.1	5	0	5	odalydary	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP03	f102r2.22	odalydary	f37v	0	dytory	f37v.4	5	0.0714285714286	dytory	f37v.4	5	0	5	odalydary	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP04	f102v1.17	loralody	f48v	0	loldy	f48v.9	3	0.181818181818	loldy	f48v.9	3	0	3	loralody	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP04	f102v1.17	loralody	f18v	0	qokay	f18v.4	5	0	qokay	f18v.4	5	0	5	loralody	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP04	f102v1.17	loralody	f23r	0	qokoldy	f23r.4	4	0.0714285714286	qokoldy	f23r.4	4	0	4	loralody	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
ZL3b	RP04	f102v1.17	loralody	f19r	1	qolody	f19r.11	3	0.272727272727	qolody	f19r.11	3	0	3	loralody	NONE	0	0	NA	NA	POSTHOC_DISPLAY_STRING_WITNESS
