page	locus	kind	grammar_scope	paragraph_id	paragraph_line_ordinal	paragraph_line_count	coverage_state	consensus_group_count	family_expression	first_family	last_family	transferred_label_prefix	transferred_label_residual	transferred_label_prediction	historical_role_state	semantic_value
f80r	f80r.1	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.2	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	ABKBA	ABKBA	ABKBA	NONE	ABKBA	0	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.3	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	AQABA	AQABA	AQABA	AQAB	A	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.4	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	AQABA	AQABA	AQABA	AQAB	A	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.5	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	AQACA	AQACA	AQACA	AQAC	A	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.6	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	APAC	APAC	APAC	APAC	EMPTY	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.7	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	ABQA	ABQA	ABQA	ABQA	EMPTY	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.8	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	AQABLJBA	AQABLJBA	AQABLJBA	AQAB	LJBA	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.9	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	STRICT_EXACT_FAMILY	1	AQAC	AQAC	AQAC	AQAC	EMPTY	1	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.10	L	DIAGNOSTIC_NONPROSE	GRAPHICAL_LABEL	NA	NA	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	NOT_APPLICABLE_LABEL	UNASSIGNED
f80r	f80r.11	P	CONFIRMED_PROSE	P1	1	17	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.12	P	CONFIRMED_PROSE	P1	2	17	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.13	P	CONFIRMED_PROSE	P1	3	17	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.14	P	CONFIRMED_PROSE	P1	4	17	STRICT_EXACT_FAMILY	12	CABQAF|LB|BQA|KUA|DAQAF|DAQKA|DAQAB|BA|KUA|BKJA|DAQAC|AQAB	CABQAF	AQAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.15	P	CONFIRMED_PROSE	P1	5	17	STRICT_EXACT_FAMILY	10	DAQJBA|DAQKBA|KJUA|ABKJBA|DAQAF|KJA|DAQJKUA|AQAC|KJABQAF|CA	DAQJBA	CA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.16	P	CONFIRMED_PROSE	P1	6	17	STRICT_EXACT_FAMILY	11	CABKJBA|DAQKBA|DAQAC|AB|KJBA|DAQAF|LJUA|DAQKBA|CABQAC|KQAF|AQA	CABKJBA	AQA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.17	P	CONFIRMED_PROSE	P1	7	17	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.18	P	CONFIRMED_PROSE	P1	8	17	STRICT_EXACT_FAMILY	11	PAG|LJAB|DAQAF|KJQA|DAQKBA|DAQAC|LUA|DAQAB|LJUA|DAQAF|ABQAB	PAG	ABQAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.19	P	CONFIRMED_PROSE	P1	9	17	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.20	P	CONFIRMED_PROSE	P1	10	17	STRICT_EXACT_FAMILY	11	DAQKBA|QKA|DAQAF|KUA|DAQA|BABKJB|AQAF|LJBA|DAQAF|LJA|BABAB	DAQKBA	BABAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.21	P	CONFIRMED_PROSE	P1	11	17	STRICT_EXACT_FAMILY	11	LJBA|DAQJA|LUJA|DAQAC|KUA|AQAB|QJAB|LJAB|DAQAB|ABQAF|KUA	LJBA	KUA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.22	P	CONFIRMED_PROSE	P1	12	17	STRICT_EXACT_FAMILY	11	DAQKBA|DAB|LJUA|DAQABQJAB|DAQA|DAQAB|LJBA|CAB|ABQAF|LJA|DAQB	DAQKBA	DAQB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.23	P	CONFIRMED_PROSE	P1	13	17	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.24	P	CONFIRMED_PROSE	P1	14	17	EXACT_FAMILY_WITH_ALTERNATIVE	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.25	P	CONFIRMED_PROSE	P1	15	17	STRICT_EXACT_FAMILY	13	BAC|LJAB|KKQA|AQAF|CAB|BLJBA|BAB|KJUA|ACAB|MCAB|ABA|QJAB|ACA	BAC	ACA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.26	P	CONFIRMED_PROSE	P1	16	17	STRICT_EXACT_FAMILY	11	BKAB|BAC|LJUA|AQJBA|DAB|ABKKBA|APKKQA|DAQKA|DAQAG|AQAF|ABQA	BKAB	ABQA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.27	P	CONFIRMED_PROSE	P1	17	17	STRICT_EXACT_FAMILY	10	BAB|LAC|AQAG|ABQAG|AB|ABQAF|ACAG|ABAC|KJUA|ABAC	BAB	ABAC	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.28	P	CONFIRMED_PROSE	P2	1	6	STRICT_EXACT_FAMILY	10	PKJABQAB|BAB|QACKA|DAQJA|DAQA|CKJBA|DAQAB|ABQAB|LJBA|KQA	PKJABQAB	KQA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.29	P	CONFIRMED_PROSE	P2	2	6	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.30	P	CONFIRMED_PROSE	P2	3	6	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.31	P	CONFIRMED_PROSE	P2	4	6	STRICT_EXACT_FAMILY	8	DAQAB|KJUA|CAB|KJA|AQABAB|AQABA|DAQKBA|ABA	DAQAB	ABA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.32	P	CONFIRMED_PROSE	P2	5	6	STRICT_EXACT_FAMILY	8	CABKJA|DAQA|C|KJAQAF|LJUA|DAQAF|AQAF|AB	CABKJA	AB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.33	P	CONFIRMED_PROSE	P2	6	6	STRICT_EXACT_FAMILY	8	CABKJA|DAQKA|BQAC|AQAB|ABQKA|AQAF|LJUA|AB	CABKJA	AB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.34	P	CONFIRMED_PROSE	P3	1	6	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
