folio	visual_unit_id	local_text_locus	provenance	repetition_group	ownership_evidence	prior_ai_visual_state	visual_position_summary	formal_access_state	coverage_state	code	kind	consensus_group_count	family_expression	boundary_expression	latent_role	interpretation
f80r	f80r:PAGE_LOWER_LEFT_FIGURE		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A further figure occupies the lower-left corner.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f80r	f80r:PAGE_LOWER_RIGHT_FIGURE		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A figure terminates the second descending right-margin linear element.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f80r	f80r:PAGE_MIDDLE_BLUE_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A blue bounded region spans the page middle and has figures at both ends.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f80r	f80r:PAGE_RIGHT_CONNECTOR_TO_MIDDLE		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A right-margin linear element terminates at a blue bounded region spanning the page middle.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f80r	f80r:PAGE_RIGHT_DESCENDING_CONNECTOR		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A second right-margin linear element descends to a figure.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f80r	f80r:PAGE_TOP_FIGURE_ROW		EXISTING_HUMAN_ANNOTATION	F80_TOP_FIGURE_ARRAY	UNKNOWN		Repeated small-figure row along the upper page edge.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f80r	f80r:f80r.1	f80r.1	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY		Label above figure 1, Northwest corner, facing right. There is a stain before the @o, but no trace of characters in it.	DISCOVERY_FORMAL_STRUCTURE_OPEN	NO_EXACT_FAMILY_CONSENSUS						UNASSIGNED	NONE
f80r	f80r:f80r.2	f80r.2	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label above figure 2.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	ABKBA	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.3	f80r.3	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	RRA001:SINGULAR_COMMON_CLASS_OWNED	Label above figure 3.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	AQABA	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.4	f80r.4	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY		Label high up between figures 3 and 4.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	AQABA	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.5	f80r.5	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY		Label high up between figures 4 and 5.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	AQACA	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.6	f80r.6	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY		Label high up between figures 5 and 6 (in tub).	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	APAC	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.7	f80r.7	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	"Label above figure 7 (with ""towel"")."	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	~Ln	L	1	ABQA	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.8	f80r.8	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label above figure 8.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	AQABLJBA	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.9	f80r.9	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label between figures 8 and 9, top.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	~Ln	L	1	AQAC	LINE_START->LINE_END	UNASSIGNED	NONE
f80r	f80r:f80r.10	f80r.10	EXISTING_HUMAN_ANNOTATION	F80_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label between figures 8 and 9, bottom.	DISCOVERY_FORMAL_STRUCTURE_OPEN	NO_EXACT_FAMILY_CONSENSUS						UNASSIGNED	NONE
f82r	f82r:PAGE_BOTTOM_GREEN_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A green, wavy-edged bounded region at the page bottom contains several figures.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f82r	f82r:PAGE_LOWER_CONNECTION_SYSTEM		EXISTING_HUMAN_ANNOTATION	F82_PAIRED_CONNECTION_SYSTEMS	UNKNOWN		Two further figures below the upper pair have a visibly different connection.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f82r	f82r:PAGE_SEPARATE_BLUE_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		One figure occupies a separate blue bounded region.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f82r	f82r:PAGE_UPPER_CONNECTION_SYSTEM		EXISTING_HUMAN_ANNOTATION	F82_PAIRED_CONNECTION_SYSTEMS	UNKNOWN		Two upper marginal figures are joined by two linear elements and one joining element.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f82r	f82r:f82r.10	f82r.10	EXISTING_HUMAN_ANNOTATION	F82_COMPONENT_POSITION	CONNECTED_COMPONENT	APPARATUS_CAPACITY:ONE_CROSS_SHAPED_TUBE_LOCAL	Label on cross-shaped linear component. Grove's #11.	DISCOVERY_FORMAL_STRUCTURE_OPEN	EXACT_FAMILY_WITH_ALTERNATIVE						UNASSIGNED	NONE
f82r	f82r:f82r.34	f82r.34	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_TOP_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Top row, near figure 1. Grove's #8.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	@Ln	L	1	AQAC	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.35	f82r.35	EXISTING_HUMAN_ANNOTATION	F82_LATERAL_CONNECTOR_POSITIONS	PROXIMITY_ONLY	RRA001:PROXIMITY_OR_GROUP_ONLY	Label near left drawn vertical feature. Grove's #3.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	@Lt	L	1	BACAB	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.36	f82r.36	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_TOP_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Top row, between figure 2 and drawn vertical feature. Grove's #7.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	@Ln	L	1	AQAB	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.37	f82r.37	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_TOP_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Top row, near to figure 3. Grove's #6.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	@Ln	L	1	AQABBA	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.38	f82r.38	EXISTING_HUMAN_ANNOTATION	F82_LATERAL_CONNECTOR_POSITIONS	PROXIMITY_ONLY		Label near right drawn vertical feature. Grove's #2.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	@Lt	L	1	BACACA	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.39	f82r.39	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_TOP_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Top row, near figure 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	DISCOVERY_FORMAL_STRUCTURE_OPEN	EXACT_FAMILY_WITH_ALTERNATIVE						UNASSIGNED	NONE
f82r	f82r:f82r.40	f82r.40	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_BOTTOM_ROW	PROXIMITY_ONLY		Bottom row, below figure 1 (small). Grove's #12.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	*Ln	L	1	CACACB	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.41	f82r.41	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_BOTTOM_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Bottom row, below figure 2. Grove's #9.	DISCOVERY_FORMAL_STRUCTURE_OPEN	EXACT_FAMILY_WITH_ALTERNATIVE						UNASSIGNED	NONE
f82r	f82r:f82r.42	f82r.42	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_BOTTOM_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Bottom row, below figures 3 (tiny) and 4. Grove's #13.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	CAQABA	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.43	f82r.43	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_BOTTOM_ROW	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Bottom row, below figure 5. Grove's #4.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	BABAB	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.44	f82r.44	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_BOTTOM_ROW	PROXIMITY_ONLY		Bottom row, below figure 6. Grove's #1.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	ABAG	LINE_START->LINE_END	UNASSIGNED	NONE
f82r	f82r:f82r.45	f82r.45	EXISTING_HUMAN_ANNOTATION	F82_BOTTOM_REGION_BOTTOM_ROW	PROXIMITY_ONLY		Bottom row, below figure 7. Grove's #10.	DISCOVERY_FORMAL_STRUCTURE_OPEN	STRICT_EXACT_FAMILY	=Ln	L	1	AQKAC	LINE_START->LINE_END	UNASSIGNED	NONE
f84r	f84r:PAGE_BOTTOM_ROUND_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A round faint-blue bottom region contains many closely packed figures.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f84r	f84r:PAGE_LEFT_CONNECTOR_MIDDLE_BOTTOM		EXISTING_HUMAN_ANNOTATION	F84_LEFT_CONNECTORS	UNKNOWN		A further thin blue linear element connects toward a round bottom region.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f84r	f84r:PAGE_LEFT_CONNECTOR_UPPER_MIDDLE		EXISTING_HUMAN_ANNOTATION	F84_LEFT_CONNECTORS	UNKNOWN		A thin blue left-margin linear element connects toward a middle bounded region.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f84r	f84r:PAGE_MIDDLE_GREEN_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A middle green bounded region contains several figures.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f84r	f84r:PAGE_RED_CONTAINER		EXISTING_HUMAN_ANNOTATION		UNKNOWN		One small red bounded object is visible.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
