edition	model	held_folio	pseudo_gain_bits	counterexample
ZL3b	WRAPPER_TO_BODY_WRAPPER	f115	0.303379181394	WEAKEST_HELD_FOLIO
ZL3b	WRAPPER_TO_BODY_WRAPPER	f107	0.557428860169	WEAKEST_HELD_FOLIO
ZL3b	WRAPPER_TO_BODY_FRAME	f104	0.056901969619	WEAKEST_HELD_FOLIO
ZL3b	WRAPPER_TO_BODY_FRAME	f107	0.091412035104	WEAKEST_HELD_FOLIO
ZL3b	WRAPPER_TO_BODY_RENDERER	f115	-0.571251510695	WEAKEST_HELD_FOLIO
ZL3b	WRAPPER_TO_BODY_RENDERER	f112	-0.102149192982	WEAKEST_HELD_FOLIO
ZL3b	FRAME_TO_BODY_WRAPPER	f106	-0.578941375820	WEAKEST_HELD_FOLIO
ZL3b	FRAME_TO_BODY_WRAPPER	f112	-0.122351978649	WEAKEST_HELD_FOLIO
ZL3b	FRAME_TO_BODY_FRAME	f115	-0.224014197653	WEAKEST_HELD_FOLIO
ZL3b	FRAME_TO_BODY_FRAME	f114	-0.134034137122	WEAKEST_HELD_FOLIO
ZL3b	FRAME_TO_BODY_RENDERER	f105	-0.102636305039	WEAKEST_HELD_FOLIO
ZL3b	FRAME_TO_BODY_RENDERER	f104	-0.057514753827	WEAKEST_HELD_FOLIO
ZL3b	RENDERER_TO_BODY_WRAPPER	f105	-0.436844207745	WEAKEST_HELD_FOLIO
ZL3b	RENDERER_TO_BODY_WRAPPER	f114	-0.192162483511	WEAKEST_HELD_FOLIO
ZL3b	RENDERER_TO_BODY_FRAME	f107	-0.301624013415	WEAKEST_HELD_FOLIO
ZL3b	RENDERER_TO_BODY_FRAME	f104	-0.078554761550	WEAKEST_HELD_FOLIO
ZL3b	RENDERER_TO_BODY_RENDERER	f112	-0.244007778857	WEAKEST_HELD_FOLIO
ZL3b	RENDERER_TO_BODY_RENDERER	f115	-0.199112145436	WEAKEST_HELD_FOLIO
ZL3b	COMPILER_TO_BODY_COMPILER	f115	0.360000138394	WEAKEST_HELD_FOLIO
ZL3b	COMPILER_TO_BODY_COMPILER	f107	0.492687102338	WEAKEST_HELD_FOLIO
ZL3b	COMPILER_TO_BODY_EDGE	f112	-1.506616429410	WEAKEST_HELD_FOLIO
ZL3b	COMPILER_TO_BODY_EDGE	f105	-0.488035331145	WEAKEST_HELD_FOLIO
ZL3b	EDGE_TO_BODY_COMPILER	f106	-0.946100714211	WEAKEST_HELD_FOLIO
ZL3b	EDGE_TO_BODY_COMPILER	f115	-0.659789919504	WEAKEST_HELD_FOLIO
ZL3b	EDGE_TO_BODY_EDGE	f105	-1.725655565981	WEAKEST_HELD_FOLIO
ZL3b	EDGE_TO_BODY_EDGE	f112	-0.747207183306	WEAKEST_HELD_FOLIO
