corpus	record_id	source_record_key	book_or_ms	page_id	line_id	line_index	writer_id	diplomatic_bare	diplomatic_marked	surface_group_count	abbreviation_site_count	record_line_count	record_position_quartile
STE1	STE1_SEG01	seg/1	Ste1	046v	STE1_SEG01_L0001	1	UNKNOWN	Nim weichsel vn sewd die i eine kessel das die kern darvon	Nim weichsel vn¤ sewd die i¤ eine¤ kessel das die kern darvon	12	3	4	0
STE1	STE1_SEG01	seg/1	Ste1	046v	STE1_SEG01_L0002	2	UNKNOWN	valln vn schuht sie i eine dickn sack vn tridt sie vast ausz	valln¤ vn¤ schuht sie i¤ eine¤ dickn¤ sack vn¤ tridt sie vast ausz	13	6	4	1
STE1	STE1_SEG01	seg/1	Ste1	046v	STE1_SEG01_L0003	3	UNKNOWN	vn gewsz In i ein vasz vn tw gutn wein darzu vn mach	vn¤ gewsz In i¤ ein vasz vn¤ tw gutn¤ wein darzu vn¤ mach	13	5	4	2
STE1	STE1_SEG01	seg/1	Ste1	046v	STE1_SEG01_L0004	4	UNKNOWN	ein ror auff den spunt vn laß In Iesen	ein ror auff den spunt vn¤ laß In Iesen	9	1	4	3
STE1	STE1_SEG02	seg/2	Ste1	046v	STE1_SEG02_L0001	1	UNKNOWN	kutten leg In eine kessel vn gewsz wass daron vn lasz siedn	kutten leg In eine¤ kessel vn¤ gewsz wass¤ daron vn¤ lasz siedn¤	12	5	6	0
STE1	STE1_SEG02	seg/2	Ste1	046v	STE1_SEG02_L0002	2	UNKNOWN	vn nim sie hausz vn sneid den kern daruon vn treib die	vn¤ nim sie hausz¤ vn¤ sneid den kern daruon vn¤ treib die	12	4	6	0
STE1	STE1_SEG02	seg/2	Ste1	046v	STE1_SEG02_L0003	3	UNKNOWN	kuttn mit ein loffel durch ein sib darnach legz wider	kuttn¤ mit ein loffel durch ein sib darnach legz wider	10	1	6	1
STE1	STE1_SEG02	seg/2	Ste1	046v	STE1_SEG02_L0004	4	UNKNOWN	inden kessel vn gewsz honig daran vn lasz wol siedn bisz	inden kessel vn¤ gewsz honig daran vn¤ lasz wol siedn¤ bisz	11	3	6	2
STE1	STE1_SEG02	seg/2	Ste1	046v	STE1_SEG02_L0005	5	UNKNOWN	das sie sich auff lazzn zichn andem loffel vn prawn	das sie sich auff lazzn¤ zichn¤ andem loffel vn¤ prawn	10	3	6	2
STE1	STE1_SEG02	seg/2	Ste1	046v	STE1_SEG02_L0006	6	UNKNOWN	werdn vn gib In wurtz wie vil du wilt	werdn¤ vn¤ gib In wurtz wie vil du wilt	9	2	6	3
