control_id	k	capacity_status	model	scored_events	bits	bits_per_event	top1	top1_rate
AUGSBURG_ACCOUNTS_1402_1424	4	SCORED	POSITION_CONTEXT	3964	1134.959401172009	0.286316700598	3752	0.946518668012
AUGSBURG_ACCOUNTS_1402_1424	4	SCORED	OTHER_POSITION_HOST_BAG	3964	1191.046034899864	0.300465700025	3752	0.946518668012
AUGSBURG_ACCOUNTS_1402_1424	4	SCORED	LATENT_HOST_CLASS	3964	1412.005871525073	0.356207333886	3752	0.946518668012
ARBITRARY_LOCAL_CODEBOOK	4	SCORED	POSITION_CONTEXT	2976	2784.168142380953	0.935540370424	2461	0.826948924731
ARBITRARY_LOCAL_CODEBOOK	4	SCORED	OTHER_POSITION_HOST_BAG	2976	2709.853153777635	0.910568936081	2461	0.826948924731
ARBITRARY_LOCAL_CODEBOOK	4	SCORED	LATENT_HOST_CLASS	2976	2773.074099130073	0.931812533310	2461	0.826948924731
COMPOSITIONAL_TECHNICAL_NOTATION	4	SCORED	POSITION_CONTEXT	3289	6630.267704749559	2.015891670644	1742	0.529644268775
COMPOSITIONAL_TECHNICAL_NOTATION	4	SCORED	OTHER_POSITION_HOST_BAG	3289	7017.701791519809	2.133688595780	1676	0.509577379143
COMPOSITIONAL_TECHNICAL_NOTATION	4	SCORED	LATENT_HOST_CLASS	3289	6618.217758445724	2.012227959394	1764	0.536333231985
HYBRID_SHORTHAND	4	SCORED	POSITION_CONTEXT	3186	5698.338089862918	1.788555583761	1979	0.621155053358
HYBRID_SHORTHAND	4	SCORED	OTHER_POSITION_HOST_BAG	3186	6472.468335449129	2.031534317467	1977	0.620527306968
HYBRID_SHORTHAND	4	SCORED	LATENT_HOST_CLASS	3186	5837.048001119319	1.832092906817	2024	0.635279347144
LATIN_SCHOLASTIC_GRAPHEMATIC	4	UNSCORED_NO_LATENT_CLASS_CAPACITY	POSITION_CONTEXT	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	4	UNSCORED_NO_LATENT_CLASS_CAPACITY	OTHER_POSITION_HOST_BAG	0	NA	NA	NA	NA
LATIN_SCHOLASTIC_GRAPHEMATIC	4	UNSCORED_NO_LATENT_CLASS_CAPACITY	LATENT_HOST_CLASS	0	NA	NA	NA	NA
LATIN_MEDICAL_GRAPHEMATIC	4	SCORED	POSITION_CONTEXT	647	1545.834319437899	2.389233878575	310	0.479134466770
LATIN_MEDICAL_GRAPHEMATIC	4	SCORED	OTHER_POSITION_HOST_BAG	647	1542.612839032419	2.384254774393	300	0.463678516229
LATIN_MEDICAL_GRAPHEMATIC	4	SCORED	LATENT_HOST_CLASS	647	1526.080004784548	2.358701707550	310	0.479134466770
LATIN_15C_GRAPHEMATIC	4	SCORED	POSITION_CONTEXT	1231	2050.082551856407	1.665379814668	777	0.631194151097
LATIN_15C_GRAPHEMATIC	4	SCORED	OTHER_POSITION_HOST_BAG	1231	2056.804811783132	1.670840626956	782	0.635255889521
LATIN_15C_GRAPHEMATIC	4	SCORED	LATENT_HOST_CLASS	1231	2053.745806775351	1.668355651320	767	0.623070674249
VOYNICH_REFERENCE	4	SCORED	POSITION_CONTEXT	7347	14851.540099252816	2.021442779264	3773	0.513542942698
VOYNICH_REFERENCE	4	SCORED	OTHER_POSITION_HOST_BAG	7347	14755.594431600946	2.008383616660	3748	0.510140193276
VOYNICH_REFERENCE	4	SCORED	LATENT_HOST_CLASS	7347	17585.205177850294	2.393521869858	2887	0.392949503199
