host_key	hand_control	scope	groups	right_family_present	seen_host_groups	base_bits	nuisance_bits	host_bits	host_register_bits	host_gain_vs_nuisance	register_gain_given_host	register_gain_per_group	seen_host_register_gain
EXACT	HAND	ALL	15592	2988	10537	17292.9144479	15426.1051391	13232.6454516	12882.5911398	2193.45968754	350.054311763	0.0224508922372	350.054311763
EXACT	HAND	HERBAL_A	3911	435	2627	2932.64534729	2687.29719656	2353.93309933	2274.43758346	333.36409723	79.4955158776	0.0203261354839	79.4955158776
EXACT	HAND	HERBAL_B	1323	284	811	1587.80132573	1454.61743216	1274.08835684	1261.24701822	180.529075327	12.8413386182	0.00970622722463	12.8413386182
EXACT	HAND	OTHER_A	984	156	577	968.079706316	910.072102338	834.724677828	832.296545631	75.3474245097	2.42813219788	0.00246761402224	2.42813219788
EXACT	HAND	OTHER_B	4519	868	3349	5054.18069286	4271.63742667	3580.38143186	3470.64353644	691.255994806	109.737895427	0.0242836679414	109.737895427
EXACT	HAND	STARS_RECIPE_B	4855	1245	3173	6750.20737567	6102.4809814	5189.51788574	5043.9664561	912.963095663	145.551429642	0.0299796971456	145.551429642
EXACT	NO_HAND	ALL	15592	2988	12153	17292.9144479	15650.9605401	12253.322092	12026.7173774	3397.63844808	226.604714586	0.0145333962664	226.604714586
EXACT	NO_HAND	HERBAL_A	3911	435	2868	2932.64534729	2895.01371511	2330.73607902	2229.75897154	564.277636088	100.977107479	0.025818743922	100.977107479
EXACT	NO_HAND	HERBAL_B	1323	284	1044	1587.80132573	1410.5080015	1113.94142609	1111.66216425	296.566575407	2.2792618443	0.00172279806825	2.2792618443
EXACT	NO_HAND	OTHER_A	984	156	702	968.079706316	976.92761992	828.886976386	830.593872185	148.040643533	-1.70689579894	-0.00173465020218	-1.70689579894
EXACT	NO_HAND	OTHER_B	4519	868	3794	5054.18069286	4260.20752631	3167.7508614	3102.45782863	1092.45666491	65.2930327678	0.0144485578154	65.2930327678
EXACT	NO_HAND	STARS_RECIPE_B	4855	1245	3745	6750.20737567	6108.30367721	4812.00674907	4752.24454078	1296.29692814	59.7622082942	0.0123094146847	59.7622082942
SHAPE	HAND	ALL	15592	2988	10924	17292.9144479	15426.1051391	13136.8136996	12768.4264153	2289.29143957	368.387284236	0.0236266857514	368.387284236
SHAPE	HAND	HERBAL_A	3911	435	2722	2932.64534729	2687.29719656	2343.82523059	2260.58523254	343.471965972	83.2399980511	0.0212835586937	83.2399980511
SHAPE	HAND	HERBAL_B	1323	284	834	1587.80132573	1454.61743216	1269.45777944	1256.3286471	185.159652728	13.1291323388	0.00992375838154	13.1291323388
SHAPE	HAND	OTHER_A	984	156	624	968.079706316	910.072102338	829.980719992	827.239567011	80.0913823462	2.74115298046	0.00278572457363	2.74115298046
SHAPE	HAND	OTHER_B	4519	868	3420	5054.18069286	4271.63742667	3546.06848955	3433.24690694	725.568937114	112.821582611	0.024966050589	112.821582611
SHAPE	HAND	STARS_RECIPE_B	4855	1245	3324	6750.20737567	6102.4809814	5147.48148	4991.02606174	954.999501406	156.455418254	0.0322256268289	156.455418254
SHAPE	NO_HAND	ALL	15592	2988	12624	17292.9144479	15650.9605401	12120.7156339	11883.2917335	3530.24490613	237.423900467	0.0152272896657	237.423900467
SHAPE	NO_HAND	HERBAL_A	3911	435	2983	2932.64534729	2895.01371511	2299.26113175	2193.34005647	595.752583361	105.921075276	0.0270828625099	105.921075276
SHAPE	NO_HAND	HERBAL_B	1323	284	1085	1587.80132573	1410.5080015	1106.21265544	1103.62164737	304.29534606	2.59100806594	0.00195843391228	2.59100806594
SHAPE	NO_HAND	OTHER_A	984	156	756	968.079706316	976.92761992	813.676209479	813.945457879	163.25141044	-0.269248399494	-0.00027362642225	-0.269248399495
SHAPE	NO_HAND	OTHER_B	4519	868	3895	5054.18069286	4260.20752631	3134.13077141	3069.07203258	1126.0767549	65.0587388285	0.0143967114026	65.0587388285
SHAPE	NO_HAND	STARS_RECIPE_B	4855	1245	3905	6750.20737567	6108.30367721	4767.43486585	4703.31253915	1340.86881136	64.122326696	0.0132074823267	64.122326696
