language	seed	initial_gdt193_mapping_hash	physical_lines	events	active_source_signs	distinct_target_consonants	payload_and_reverse_bits	mapping_key_bits	language_selector_bits	common_overhead_bits	paid_total_bits	matched_null_total_bits	gap_vs_matched_kt_bits	gap_per_event	descent_passes	all_coordinate_alternatives_locally_optimal	mapping	mapping_hash
latin	19301	87c6a38225a91d5685b6e54614b5af70008ec5190a49d0c5c3d3a025bec58586	2430	60023	20	18	245756.667137222394	87.846348455575	2.584962500721	6.000000000000	245853.098448178702	128743.344900293756	117109.753547884946	1.951081311295	3	1	a=m|c=r|d=t|e=s|f=f|g=q|h=n|i=h|k=c|l=d|m=j|n=g|o=l|p=p|q=z|r=m|s=v|t=b|x=w|y=t	607526660f6c1d2250b904a5f58a6f30d96b707f62a585253b67dca7ef7416fd
latin	19302	3451edacb47f3d1e4dadeed58dd6a10529d71acd291945f10aee48d8ac8237b9	2430	60023	20	15	237373.411682011589	87.846348455575	2.584962500721	6.000000000000	237469.842992967897	128743.344900293756	108726.498092674141	1.811413926206	3	1	a=c|c=p|d=s|e=t|f=x|g=f|h=l|i=s|k=d|l=n|m=h|n=s|o=r|p=p|q=g|r=s|s=t|t=b|x=v|y=m	74e4872692bdcf0063a73d22fef172785eb443ea752e4519162dd5ac4fffacd4
latin	19303	02dececa96ea38da7cd5bc55191261d7f1f445ee7fb5526b8b972dab91926ea7	2430	60023	20	15	223992.693533588375	87.846348455575	2.584962500721	6.000000000000	224089.124844544684	128743.344900293756	95345.779944250928	1.588487412229	3	1	a=l|c=p|d=s|e=t|f=s|g=b|h=r|i=p|k=s|l=d|m=z|n=r|o=n|p=s|q=f|r=c|s=v|t=g|x=h|y=m	69ceeefa8856eb6ed4a6daf881e4ebd935a95a4fdf6a8b6648966398fad51652
middle_high_german	19301	7c5f31b75838f6b3efa12baf5ec873d5f209852ba6380bbdb2cf92170d4bccd8	2430	60023	20	18	228450.532707285136	87.846348455575	2.584962500721	6.000000000000	228546.964018241444	128743.344900293756	99803.619117947688	1.662756262065	3	1	a=v|c=g|d=t|e=h|f=d|g=f|h=r|i=z|k=c|l=l|m=k|n=n|o=s|p=w|q=p|r=m|s=b|t=t|x=y|y=n	0ce89d4467bf0e05c2b1c4a3f46cd11c9922c929e08c6b349a147d581c5b37fd
middle_high_german	19302	3ec2a49829124f2c9880d4b37aa156c5163234c3986bdf3b40bae4340940bc4d	2430	60023	20	20	230575.916542593419	87.846348455575	2.584962500721	6.000000000000	230672.347853549727	128743.344900293756	101929.002953255971	1.698165752349	1	1	a=d|c=g|d=z|e=t|f=f|g=k|h=l|i=x|k=h|l=s|m=y|n=j|o=r|p=v|q=b|r=m|s=c|t=w|x=p|y=n	3ec2a49829124f2c9880d4b37aa156c5163234c3986bdf3b40bae4340940bc4d
middle_high_german	19303	ff79587086e0232e53de723fa06e57ab848c09dc1e9eadc4ca84d60888ad7033	2430	60023	20	18	225660.480226878513	87.846348455575	2.584962500721	6.000000000000	225756.911537834822	128743.344900293756	97013.566637541066	1.616273205897	3	1	a=v|c=h|d=z|e=r|f=p|g=w|h=t|i=n|k=t|l=m|m=k|n=d|o=s|p=c|q=y|r=l|s=g|t=b|x=f|y=n	c1b1654e51317d8971452a021843f7ffca26066e0b845f7947279d27ab488b28
middle_french	19301	9fd45aa37b97a234cba9420f3fdb7d20759cb39cd5e77674e9d4a494ee2e2cea	2430	60023	20	19	249913.007165842952	87.846348455575	2.584962500721	6.000000000000	250009.438476799260	128743.344900293756	121266.093576505504	2.020327100886	3	1	a=v|c=r|d=y|e=n|f=h|g=z|h=g|i=j|k=m|l=l|m=x|n=f|o=d|p=b|q=q|r=t|s=c|t=t|x=p|y=s	fcce8007baf10b7dabaeb514c424c0c5b3968a5be0c49345dadc2354efcb3f7a
middle_french	19302	be45ea2900b26beff7c607b8869712fcb78e19ce83f1cd29b8f159aa365bdda1	2430	60023	20	17	238760.541281313315	87.846348455575	2.584962500721	6.000000000000	238856.972592269623	128743.344900293756	110113.627691975867	1.834523894040	4	1	a=v|c=m|d=c|e=s|f=y|g=g|h=s|i=x|k=r|l=t|m=z|n=j|o=p|p=r|q=h|r=l|s=d|t=r|x=f|y=n	6d6c6f7cd6a0c0fc7b193689ebc2e8820bb431539931720c99c07f3f2473542d
middle_french	19303	976f2bcbb4b36f61c6d2cd25a150df64b852280f3bf770288794159979d48d5d	2430	60023	20	17	228588.227538040781	87.846348455575	2.584962500721	6.000000000000	228684.658848997089	128743.344900293756	99941.313948703333	1.665050296531	3	1	a=v|c=p|d=y|e=n|f=x|g=q|h=r|i=l|k=s|l=s|m=f|n=c|o=d|p=r|q=j|r=z|s=c|t=m|x=b|y=t	23b611f0423e94533e266c814387c9624ff1e1922fa91059d825f92a919bce62
old_italian_tuscan	19301	2ae9143313557436342e85289bf67f2780be2addff94c4f6f147da017a78488f	2430	60023	20	17	219459.583441625204	87.846348455575	2.584962500721	6.000000000000	219556.014752581512	128743.344900293756	90812.669852287756	1.512964527802	5	1	a=g|c=v|d=l|e=s|f=b|g=q|h=r|i=r|k=n|l=m|m=z|n=d|o=c|p=n|q=f|r=h|s=p|t=l|x=x|y=t	6e37f281a6b68a9d5735f2a49ae419cef29b8563e0417a0b1918efff7b5ef8cf
