scope	visual_anchor_role	field_context	universe_groups	role_groups	conditional_effect	observed_role_outcomes	expected_role_outcomes	informative_strata	exact_distribution_support	exact_p	search_adjusted_p_96	lofo_folios	lofo_positive_effects	lofo_min_effect	lofo_max_effect	label	claim_state
UNION	FIGURE	IMMEDIATE_POST_DY	1502	217	0.283767612430	28	19.248809523810	35	42	0.003627939546	0.348282196419	90	90	0.218915613534	0.325272834307	INTERESTING_EXPLORATORY	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	STAR_OR_SKY	LINE_FINAL	856	174	-0.348542176719	3	6.728571428571	11	13	0.029382343847	1.000000000000	81	0	-0.425509394020	-0.304949441192	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_ENCLOSURE	IMMEDIATE_POST_DY	856	116	-0.517350157729	0	2.733333333333	6	7	0.033333333333	1.000000000000	81	0	-0.607594936709	-0.404669260700	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	FIGURE	IMMEDIATE_POST_DY	856	150	0.236493150685	18	12.861904761905	23	29	0.042155466353	1.000000000000	81	81	0.135670731707	0.289414264843	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_ENCLOSURE	SEEN_DY	856	116	-0.492647058824	0	2.233333333333	5	6	0.066666666667	1.000000000000	81	0	-0.593750000000	-0.429752066116	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	STAR_OR_SKY	CLOSED_FIELD	856	174	0.214271316267	30	24.938095238095	30	36	0.073137558746	1.000000000000	81	81	0.073258196721	0.447617739942	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_PROXIMITY	SEEN_DY	897	144	-0.256319689729	13	17.405952380952	20	27	0.077632585555	1.000000000000	81	0	-0.319482130398	-0.202169551973	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	PLANT	CLOSED_FIELD	1502	300	-0.205446655694	16	21.448412698413	35	38	0.083414834918	1.000000000000	90	0	-0.291662613095	-0.157811260904	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	REL_ARRAY_OR_GROUP	SEEN_DY	1502	263	-0.171585387799	14	18.540476190476	28	34	0.086258932812	1.000000000000	90	0	-0.194148936170	-0.138124470787	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	STAR_OR_SKY	LINE_FINAL	1502	309	-0.165524065305	11	15.646825396825	30	35	0.091000053524	1.000000000000	90	0	-0.203672295553	-0.114139693356	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	WATER_OR_APPARATUS	SEEN_DY	856	149	0.173932358565	37	32.127164502165	26	37	0.094122985902	1.000000000000	81	81	0.123521830556	0.279528779580	WEAK	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	STAR_OR_SKY	IMMEDIATE_POST_DY	1502	309	-0.177080563680	11	15.757142857143	30	38	0.101595954193	1.000000000000	90	0	-0.199403955568	-0.132735426009	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	STAR_OR_SKY	IMMEDIATE_POST_DY	897	154	-0.412698412698	1	3.166666666667	7	8	0.125000000000	1.000000000000	81	0	-0.510638297872	-0.326530612245	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	WATER_OR_APPARATUS	SEEN_DY	897	126	-0.234992031167	8	11.159523809524	16	19	0.128506528023	1.000000000000	81	0	-0.369608826479	-0.176531403463	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	PLANT	CLOSED_FIELD	856	141	-0.272089761571	8	11.233333333333	18	19	0.138501010052	1.000000000000	81	0	-0.476099426386	-0.191528545120	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_ARRAY_OR_GROUP	LINE_FINAL	897	133	0.246727089627	10	7.083333333333	12	16	0.147159109087	1.000000000000	81	81	0.130232558140	0.534883720930	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	PLANT	LINE_FINAL	1502	300	0.186522788153	18	14.103968253968	29	31	0.168265065785	1.000000000000	90	90	0.105645717150	0.226514697061	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	PLANT	LINE_FINAL	856	141	0.410958904110	8	5.500000000000	10	11	0.189814814815	1.000000000000	81	81	0.285714285714	0.627450980392	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	FIGURE	SEEN_DY	1502	217	0.117750791807	36	31.996536796537	37	44	0.190722415236	1.000000000000	90	90	0.048634493079	0.200613010806	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	REL_ENCLOSURE	CLOSED_FIELD	1502	264	0.129444273872	41	36.817460317460	38	45	0.203575600102	1.000000000000	90	90	0.090768755789	0.173142380066	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	REL_ARRAY_OR_GROUP	CLOSED_FIELD	1502	263	0.142160344746	26	22.426190476190	31	37	0.205656192246	1.000000000000	90	90	0.110278372591	0.195376060872	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	FIGURE	IMMEDIATE_POST_DY	897	150	0.237555965236	7	4.852380952381	11	14	0.221816801566	1.000000000000	81	81	0.176855274382	0.564668769716	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	FIGURE	CLOSED_FIELD	897	150	-0.263464337700	5	7.154761904762	11	13	0.224390064668	1.000000000000	81	0	-0.469696969697	-0.171945701357	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_ARRAY_OR_GROUP	CLOSED_FIELD	897	133	0.205095307918	13	10.335714285714	17	22	0.227095796732	1.000000000000	81	81	0.150341685649	0.253335874952	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_ARRAY_OR_GROUP	IMMEDIATE_POST_DY	856	174	-0.236213991770	3	5.391666666667	12	14	0.232888257576	1.000000000000	81	0	-0.300432900433	-0.182466870540	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_ENCLOSURE	CLOSED_FIELD	897	158	0.201238390093	23	20.291666666667	18	21	0.234888687448	1.000000000000	81	81	0.134948096886	0.247588424437	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_PROXIMITY	SEEN_DY	856	104	-0.122219312104	26	29.131168831169	21	33	0.240630331739	1.000000000000	81	0	-0.178190988145	-0.059037433155	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	FIGURE	SEEN_DY	856	150	0.137572113714	24	20.572727272727	26	32	0.243404123196	1.000000000000	81	81	0.085743980599	0.232405664549	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	WATER_OR_APPARATUS	IMMEDIATE_POST_DY	856	149	0.133423368882	23	19.589285714286	27	37	0.273541801886	1.000000000000	81	81	0.102096084060	0.179566713517	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	FIGURE	CLOSED_FIELD	1502	217	-0.165170005373	11	13.561904761905	22	25	0.277570988598	1.000000000000	90	0	-0.367290685655	-0.045953218795	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_EXPLICIT_ATTACHMENT	LINE_FINAL	856	160	-0.190857885615	6	8.097619047619	15	16	0.280399512235	1.000000000000	81	0	-0.333333333333	-0.113658777120	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_ENCLOSURE	SEEN_DY	897	158	0.217712177122	20	17.541666666667	16	18	0.286579036146	1.000000000000	81	81	0.141700404858	0.398373983740	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_PROXIMITY	IMMEDIATE_POST_DY	856	104	0.132648349111	17	14.264285714286	18	28	0.288316396819	1.000000000000	81	81	0.096126082772	0.175126903553	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	WATER_OR_APPARATUS	IMMEDIATE_POST_DY	1502	252	0.081926303494	37	33.326190476190	46	62	0.324435260125	1.000000000000	90	90	0.045643153527	0.119889002152	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_PROXIMITY	IMMEDIATE_POST_DY	897	144	-0.165934157061	7	9.382142857143	17	22	0.337747827540	1.000000000000	81	0	-0.375739644970	-0.056384276199	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_ENCLOSURE	IMMEDIATE_POST_DY	897	158	0.263157894737	8	6.333333333333	10	12	0.340599279835	1.000000000000	81	80	-0.000000000000	0.548387096774	UNSTABLE	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_ARRAY_OR_GROUP	SEEN_DY	856	174	-0.201716738197	4	5.958333333333	11	13	0.350781776094	1.000000000000	81	0	-0.266968325792	-0.127071823204	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	STAR_OR_SKY	CLOSED_FIELD	897	154	-0.140612409347	11	13.077380952381	18	23	0.359243744700	1.000000000000	81	0	-0.195020746888	-0.035621761658	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	PLANT	IMMEDIATE_POST_DY	897	164	-0.320574162679	1	2.116666666667	5	6	0.366666666667	1.000000000000	81	1	-0.541899441341	0.023255813953	UNSTABLE	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	WATER_OR_APPARATUS	SEEN_DY	1502	252	0.064779371942	53	49.945021645022	46	62	0.395431397909	1.000000000000	90	90	0.038630552281	0.116051034769	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	REL_ENCLOSURE	IMMEDIATE_POST_DY	1502	264	-0.126962763571	10	12.358333333333	25	28	0.415234796441	1.000000000000	90	0	-0.275252525253	-0.025458851391	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	WATER_OR_APPARATUS	IMMEDIATE_POST_DY	897	126	0.152485957978	10	8.254761904762	14	17	0.425102843915	1.000000000000	81	81	0.071347162070	0.318939600984	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_ENCLOSURE	LINE_FINAL	856	116	0.302325581395	4	2.700000000000	7	8	0.427777777778	1.000000000000	81	81	0.210526315789	0.571428571429	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_EXPLICIT_ATTACHMENT	SEEN_DY	856	160	-0.117051110904	20	22.448268398268	29	32	0.445383226433	1.000000000000	81	0	-0.166666666667	-0.051490897124	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	WATER_OR_APPARATUS	LINE_FINAL	1502	252	-0.072768618533	16	18.133333333333	27	35	0.452008544494	1.000000000000	90	1	-0.200416088766	0.006172839506	UNSTABLE	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	REL_PROXIMITY	SEEN_DY	1502	200	-0.061057921480	43	45.606168831169	39	56	0.457045242380	1.000000000000	90	0	-0.122727433503	-0.026001195457	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
SOURCE_FAMILY	REL_EXPLICIT_ATTACHMENT	IMMEDIATE_POST_DY	856	160	-0.137393767705	7	8.616666666667	17	19	0.461036682129	1.000000000000	81	0	-0.290203327172	-0.045738045738	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_EXPLICIT_ATTACHMENT	LINE_FINAL	897	195	-0.111650485437	11	12.642857142857	19	22	0.491847936841	1.000000000000	81	0	-0.182776801406	-0.026052104208	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_EXPLICIT_ATTACHMENT	SEEN_DY	897	195	0.093835616438	21	19.369047619048	18	25	0.504958856465	1.000000000000	81	81	0.006329113924	0.315457413249	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
RESIDUAL_HOST	REL_ARRAY_OR_GROUP	IMMEDIATE_POST_DY	897	133	0.136279439005	8	6.773809523810	9	12	0.516972369195	1.000000000000	81	80	-0.038759689922	0.416045594038	UNSTABLE	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
UNION	REL_EXPLICIT_ATTACHMENT	SEEN_DY	1502	321	-0.051835758856	52	54.827489177489	57	72	0.517153099346	1.000000000000	90	0	-0.087334347165	-0.025505546718	NO_SIGNAL	VISUAL_DERIVED_ANCHOR_TO_PROSE_CONTEXT_NOT_MEANING
