corpus_id	held_fold	training_forms	selected_operations	left_operations	right_operations	all_pair_denominator	left_right_denominator	semantic_eligible_all	semantic_eligible_LL	semantic_eligible_LR	semantic_eligible_RR	semantic_LR_triplets	semantic_LR_complete	graph_eligible_LR	graph_minus_semantic_LR	left_edges	right_edges	RIGHT_LABEL_SWITCH_LENGTH_EXACT_switchable_edges	RIGHT_LABEL_SWITCH_LENGTH_EXACT_null_mean	LEFT_LABEL_SWITCH_LENGTH_EXACT_switchable_edges	LEFT_LABEL_SWITCH_LENGTH_EXACT_null_mean	RIGHT_LABEL_SWITCH_RECURRENCE_STRICT_switchable_edges	RIGHT_LABEL_SWITCH_RECURRENCE_STRICT_null_mean
VOYNICH_MATCHED	F01	2975	405	206	199	81810	40994	3689	0	3689	0	18993	9460	3692	3	8321	6899	6898	437.53515625	8316	538.2744140625	4459	2371.435546875
VOYNICH_MATCHED	F02	3006	406	206	200	82215	41200	3750	0	3750	0	19467	9911	3758	8	8490	6986	6985	455.748046875	8486	558.7724609375	4536	2388.30078125
VOYNICH_MATCHED	F03	3004	405	206	199	81810	40994	3803	0	3803	0	19696	10031	3810	7	8470	7023	7022	461.509765625	8466	553.21875	4606	2393.4228515625
VOYNICH_MATCHED	F04	3036	407	206	201	82621	41406	3828	0	3828	0	19856	10086	3837	9	8489	7086	7085	450.4833984375	8485	568.3134765625	4748	2430.6474609375
VOYNICH_MATCHED	F05	3021	408	206	202	83028	41612	3741	0	3741	0	19390	9872	3751	10	8404	7033	7032	450.5107421875	8400	550.3251953125	4654	2374.14453125
VOYNICH_MATCHED	F06	2985	407	206	201	82621	41406	3710	0	3710	0	19138	9557	3718	8	8349	6977	6976	438.1767578125	8345	535.34765625	4565	2345.2578125
VOYNICH_MATCHED	F07	2980	406	206	200	82215	41200	3614	0	3614	0	18695	9440	3623	9	8291	6915	6914	442.7021484375	8288	541.216796875	4504	2313.873046875
VOYNICH_MATCHED	F08	3031	408	206	202	83028	41612	3811	0	3811	0	19598	9969	3820	9	8366	7053	7052	435.544921875	8362	552.3505859375	4619	2411.046875
VOYNICH_MATCHED	F09	2994	408	206	202	83028	41612	3754	0	3754	0	19477	10037	3762	8	8430	7063	7061	454.4248046875	8429	547.7275390625	4662	2385.5048828125
VOYNICH_MATCHED	F10	2963	408	206	202	83028	41612	3720	0	3720	0	19206	9735	3730	10	8360	6958	6957	441.724609375	8356	546.958984375	4549	2349.23828125
VOYNICH_MATCHED	F11	3013	407	206	201	82621	41406	3706	0	3706	0	19176	9705	3714	8	8396	7041	7040	447.052734375	8392	555.7841796875	4641	2363.7529296875
VOYNICH_MATCHED	F12	3002	407	206	201	82621	41406	3741	0	3741	0	19393	9939	3750	9	8406	7044	7044	454.9267578125	8401	554.345703125	4674	2363.1533203125
LATIN_MEDICAL_GRAPHEMATIC	F01	5775	353	195	158	62128	30810	57	0	53	4	195	86	53	0	1969	1995	1990	4.1923828125	1961	2.3056640625	1571	11.6748046875
LATIN_MEDICAL_GRAPHEMATIC	F02	5854	365	205	160	66430	32800	57	0	53	4	201	84	53	0	2073	2009	2002	3.95703125	2061	2.01171875	1581	13.2001953125
LATIN_MEDICAL_GRAPHEMATIC	F03	5768	363	203	160	65703	32480	52	0	48	4	188	77	48	0	2026	2034	2028	3.9423828125	2013	2.0791015625	1614	11.5048828125
LATIN_MEDICAL_GRAPHEMATIC	F04	5834	364	204	160	66066	32640	64	0	60	4	223	93	60	0	2072	2055	2048	3.8388671875	2061	2.1962890625	1630	12.8857421875
LATIN_MEDICAL_GRAPHEMATIC	F05	5664	351	194	157	61425	30458	61	0	57	4	209	89	57	0	1993	2011	2005	4.1142578125	1980	2.404296875	1591	12.8701171875
LATIN_MEDICAL_GRAPHEMATIC	F06	5659	344	198	146	58996	28908	46	0	42	4	159	67	42	0	1994	1905	1899	3.609375	1981	1.9716796875	1459	12.009765625
LATIN_MEDICAL_GRAPHEMATIC	F07	5656	344	192	152	58996	29184	49	0	46	3	166	64	46	0	1956	1907	1901	3.251953125	1941	1.947265625	1496	11.6591796875
LATIN_MEDICAL_GRAPHEMATIC	F08	5780	346	196	150	59685	29400	61	0	57	4	221	91	57	0	2049	1972	1966	4.36328125	2036	2.37890625	1544	14.5380859375
LATIN_MEDICAL_GRAPHEMATIC	F09	5732	352	203	149	61776	30247	63	0	59	4	221	98	59	0	2082	1955	1952	4.6806640625	2068	2.4453125	1520	14.1455078125
LATIN_MEDICAL_GRAPHEMATIC	F10	5769	349	198	151	60726	29898	44	0	40	4	148	60	40	0	1998	1988	1985	3.341796875	1984	1.8701171875	1570	8.7705078125
LATIN_MEDICAL_GRAPHEMATIC	F11	5794	357	201	156	63546	31356	59	0	55	4	217	88	55	0	2071	2011	2005	4.6298828125	2058	2.3818359375	1562	13.0908203125
LATIN_MEDICAL_GRAPHEMATIC	F12	5667	342	200	142	58311	28400	55	0	51	4	198	83	51	0	1979	1880	1873	3.87109375	1968	2.201171875	1443	11.3974609375
