representation	length	weighting	occurrences	types	position_inventories	position_entropies	mean_position_normalized_entropy	joint_entropy	sum_position_entropy	total_correlation	position_glyph_mi
VOYNICH_PAGE_HOST	2	TYPE	3631	66	acdekloprsty|adefghiklmnoprsty	3.414336408366|3.822538680700	0.943795607847	6.044394119358	7.236875089067	1.192480969708	0.120958939504
VOYNICH_PAGE_HOST	2	TOKEN	3631	66	acdekloprsty|adefghiklmnoprsty	2.064985718630|2.960917829329	0.650201675597	3.876827164754	5.025903547959	1.149076383204	0.593721775695
VOYNICH_PAGE_HOST	3	TYPE	2217	175	acdefikloprsty|acdefghiklmopqrsty|adefghiklnorsty	3.307575173622|3.721613659406|3.600564284214	0.894271918372	7.451211111832	10.629753117242	3.178542005410	0.194578175148
VOYNICH_PAGE_HOST	3	TOKEN	2217	175	acdefikloprsty|acdefghiklmopqrsty|adefghiklnorsty	2.769765700304|3.079377333142|3.104633869709	0.753535566717	5.685680008141	8.953776903156	3.268096895015	0.533654037330
VOYNICH_RAW_TOKEN	2	TYPE	803	44	acdklopqrsty|adghklmnorsty	3.354222744022|3.366318972540	0.922672299470	5.459431618637	6.720541716562	1.261110097924	0.140087630219
VOYNICH_RAW_TOKEN	2	TOKEN	803	44	acdklopqrsty|adghklmnorsty	2.079913456904|2.121049653265	0.576682865058	3.343480328793	4.200963110168	0.857482781375	0.692342307033
VOYNICH_RAW_TOKEN	3	TYPE	1334	135	acdeklopqrstxy|acdehiklopqrsty|adefghklmnoprsty	3.546885100454|3.228711101977|3.299591983153	0.860966744865	7.076815597051	10.075188185583	2.998372588533	0.446117728257
VOYNICH_RAW_TOKEN	3	TOKEN	1334	135	acdeklopqrstxy|acdehiklopqrsty|adefghklmnoprsty	3.161859028299|2.608657270481|2.468201707750	0.705072664310	5.675409384552	8.238718006530	2.563308621978	0.851151919090
IFORAL_1395_1411_GRAPHEMATIC	2	TYPE	1694	115	acdefghilmnopqrstuvxĩꝯ|abcdefhilmnopqrstuvxyãõũẽ	4.207818313482|4.221596297665	0.926324275877	6.845490050944	8.429414611147	1.583924560203	0.213746833733
IFORAL_1395_1411_GRAPHEMATIC	2	TOKEN	1694	115	acdefghilmnopqrstuvxĩꝯ|abcdefhilmnopqrstuvxyãõũẽ	3.485390982588|3.716673215234	0.790959708370	4.969546685605	7.202064197822	2.232517512216	0.325473108369
IFORAL_1395_1411_GRAPHEMATIC	3	TYPE	941	257	abcdefghiklmnopqrstuvxã|abcdefghilmnoprstuxyzãçĩũ|acdeghijlmnopqrstuvxyzãõũẽ	4.177141766299|4.022188166922|4.042663671548	0.883203511422	8.005624549194	12.241993604769	4.236369055575	0.254326302977
IFORAL_1395_1411_GRAPHEMATIC	3	TOKEN	941	257	abcdefghiklmnopqrstuvxã|abcdefghilmnoprstuxyzãçĩũ|acdeghijlmnopqrstuvxyzãõũẽ	4.112075853117|3.710927267596|3.911487097779	0.846764356997	7.236464957716	11.734490218492	4.498025260776	0.355732666563
LATIN_15C_GRAPHEMATIC	2	TYPE	1690	188	abcdefghilmnopqrstuvxñõłẽꝑꝗꝙꝯ|abcdeghilmnopqrstuxãñõđĩłũ̃̾ͣͤͥͦͨͭ᷑ẽꝑꝭ	4.576563047750|4.792938923298	0.927686144222	7.554588851678	9.369501971048	1.814913119370	0.285596019733
LATIN_15C_GRAPHEMATIC	2	TOKEN	1690	188	abcdefghilmnopqrstuvxñõłẽꝑꝗꝙꝯ|abcdeghilmnopqrstuxãñõđĩłũ̃̾ͣͤͥͦͨͭ᷑ẽꝑꝭ	3.811277152537|4.004641346394	0.773814697148	5.671263417474	7.815918498932	2.144655081458	0.256173696273
LATIN_15C_GRAPHEMATIC	3	TYPE	1761	450	abcdefghilmnopqrstuvxyãõĩũẜẽꝑꝓꝗꝙ|abcdeghilmnopqrstuxãñõęĩłũ̃̾ͣͥ᷑ẽꝑꝗꝙ|abcdefgijlmnopqrstuxãçñõęħĩłũȩ̶̃̾ͣͦ᷑ẜẽꝑꝗꝙꝭꝵ	4.474996568862|4.208526280305|4.672925330862	0.858885812537	8.813781191217	13.356448180030	4.542666988813	0.253615902867
LATIN_15C_GRAPHEMATIC	3	TOKEN	1761	450	abcdefghilmnopqrstuvxyãõĩũẜẽꝑꝓꝗꝙ|abcdeghilmnopqrstuxãñõęĩłũ̃̾ͣͥ᷑ẽꝑꝗꝙ|abcdefgijlmnopqrstuxãçñõęħĩłũȩ̶̃̾ͣͦ᷑ẜẽꝑꝗꝙꝭꝵ	4.019639488462|3.697871451616|4.193247738298	0.765876677261	7.413996451990	11.910758678376	4.496762226385	0.358660024818
LATIN_GERMAN_APOTHECARY_LATE15	2	TYPE	329	58	abcdehilmnopqrstuxzõĩꝙꝯ|abdeilmnorstuxñõđĩũ̃ᷦꝑꝯ	4.259649539882|4.262371728852	0.941959163102	5.857980995128	8.522021268734	2.664040273607	0.250367069719
LATIN_GERMAN_APOTHECARY_LATE15	2	TOKEN	329	58	abcdehilmnopqrstuxzõĩꝙꝯ|abdeilmnorstuxñõđĩũ̃ᷦꝑꝯ	3.271799189539|3.598974142910	0.759442823951	4.407300826063	6.870773332450	2.463472506387	0.383759555237
