control_id	component	world_index	gain_vs_host_bits_per_event	mobile_events
ABBREVIATION_HEAVY_MEDIEVAL	wrapper	0	-0.057302565586	635
ABBREVIATION_HEAVY_MEDIEVAL	local_frame	0	-0.056106976525	635
ABBREVIATION_HEAVY_MEDIEVAL	inner_d	0	-0.055905412846	635
ABBREVIATION_HEAVY_MEDIEVAL	right_family	0	-0.058215277148	635
ABBREVIATION_HEAVY_MEDIEVAL	dy_closure	0	-0.055905412846	635
ABBREVIATION_HEAVY_MEDIEVAL	b3	0	-0.055745312115	635
ABBREVIATION_HEAVY_MEDIEVAL	renderer_tuple	0	-0.058428420509	635
ABBREVIATION_HEAVY_MEDIEVAL	wrapper	1	-0.057219442797	635
ABBREVIATION_HEAVY_MEDIEVAL	local_frame	1	-0.056049833665	635
ABBREVIATION_HEAVY_MEDIEVAL	inner_d	1	-0.055905412846	635
ABBREVIATION_HEAVY_MEDIEVAL	right_family	1	-0.058444581005	635
ABBREVIATION_HEAVY_MEDIEVAL	dy_closure	1	-0.055905412846	635
ABBREVIATION_HEAVY_MEDIEVAL	b3	1	-0.055490662211	635
ABBREVIATION_HEAVY_MEDIEVAL	renderer_tuple	1	-0.058042227115	635
ABBREVIATION_HEAVY_MEDIEVAL	wrapper	2	-0.057213126924	658
ABBREVIATION_HEAVY_MEDIEVAL	local_frame	2	-0.055780038304	658
ABBREVIATION_HEAVY_MEDIEVAL	inner_d	2	-0.055905412846	658
ABBREVIATION_HEAVY_MEDIEVAL	right_family	2	-0.057174629284	658
ABBREVIATION_HEAVY_MEDIEVAL	dy_closure	2	-0.055905412846	658
ABBREVIATION_HEAVY_MEDIEVAL	b3	2	-0.056458521705	658
ABBREVIATION_HEAVY_MEDIEVAL	renderer_tuple	2	-0.056415696270	658
ABBREVIATION_HEAVY_MEDIEVAL	wrapper	3	-0.057190976790	656
ABBREVIATION_HEAVY_MEDIEVAL	local_frame	3	-0.056049833665	656
ABBREVIATION_HEAVY_MEDIEVAL	inner_d	3	-0.055905412846	656
ABBREVIATION_HEAVY_MEDIEVAL	right_family	3	-0.057926983686	656
ABBREVIATION_HEAVY_MEDIEVAL	dy_closure	3	-0.055905412846	656
ABBREVIATION_HEAVY_MEDIEVAL	b3	3	-0.056475724378	656
ABBREVIATION_HEAVY_MEDIEVAL	renderer_tuple	3	-0.058190268121	656
ABBREVIATION_HEAVY_MEDIEVAL	wrapper	4	-0.056506764329	680
ABBREVIATION_HEAVY_MEDIEVAL	local_frame	4	-0.056068131980	680
ABBREVIATION_HEAVY_MEDIEVAL	inner_d	4	-0.055905412846	680
ABBREVIATION_HEAVY_MEDIEVAL	right_family	4	-0.057934936166	680
ABBREVIATION_HEAVY_MEDIEVAL	dy_closure	4	-0.055905412846	680
