null_or_sensitivity	feature_or_representation	worlds	observed_value	probability	preserves
UNCERTAIN_AS_GAP	DY	0	-0.125	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_GAP	RIGHT	0	0.2	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_GAP	DY_OR_RIGHT	0	0.075	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_GAP	B3	0	-0.3	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_GAP	WRAPPER	0	0.32499999999999996	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_GAP	FRAME	0	-0.0625	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_CONTACT	DY	0	-0.16666666666666666	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_CONTACT	RIGHT	0	0.26666666666666666	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_CONTACT	DY_OR_RIGHT	0	0.09999999999999999	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_CONTACT	B3	0	-0.06666666666666667	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_CONTACT	WRAPPER	0	0.4333333333333333	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
UNCERTAIN_AS_CONTACT	FRAME	0	-0.08333333333333333	DESCRIPTIVE_NOT_REPERMUTED	all_hard_calls;only_uncertain_assignment_changes
PRIMARY_WITHIN_ARRAY_EXACT	WRAPPER	2520	0.4333333333333333	0.15476190476190477	array;hard_state_counts;one_sided_arrays
PRIMARY_WITHIN_ARRAY_EXACT	RIGHT	2520	0.26666666666666666	0.3055555555555556	array;hard_state_counts;one_sided_arrays
PRIMARY_WITHIN_ARRAY_EXACT	DY	2520	-0.16666666666666666	0.42857142857142855	array;hard_state_counts;one_sided_arrays
PRIMARY_WITHIN_ARRAY_EXACT	DY_OR_RIGHT	2520	0.09999999999999999	0.8511904761904762	array;hard_state_counts;one_sided_arrays
PRIMARY_WITHIN_ARRAY_EXACT	FRAME	2520	-0.08333333333333333	1.0	array;hard_state_counts;one_sided_arrays
PRIMARY_WITHIN_ARRAY_EXACT	B3	2520	-0.06666666666666667	1.0	array;hard_state_counts;one_sided_arrays
