world	WINDOW_PM2_gain_per_focal	WHOLE_LINE_gain_per_focal	PARAGRAPH_BAG_gain_per_focal	max3_null_centered_excess_per_focal	claim_state
0	-0.622158946405	-0.527990732723	-0.346375070172	-0.000307144355	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
1	-0.619010759347	-0.526558209776	-0.346337646958	0.001125378592	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
2	-0.615447856190	-0.529500409868	-0.344425076072	0.001421985004	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
3	-0.614107866586	-0.528180770108	-0.345890530220	0.002027973593	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
4	-0.622974094310	-0.529752263111	-0.346168019534	-0.000320958459	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
5	-0.616279654422	-0.525469498802	-0.347076177380	0.002214089567	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
6	-0.612706208988	-0.532311581523	-0.345860957967	0.003429631191	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
7	-0.616746865096	-0.530153899260	-0.347978993227	-0.000611024917	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
8	-0.610826731385	-0.531914083013	-0.345340193043	0.005309108794	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
9	-0.615310507006	-0.531145080934	-0.345822164667	0.000825333173	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
10	-0.616295138531	-0.531409665789	-0.344063170331	0.001783890745	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
11	-0.610964301712	-0.526020761615	-0.346957448527	0.005171538467	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
12	-0.613828147834	-0.527569385260	-0.347483077132	0.002307692345	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
13	-0.611777414468	-0.528091800302	-0.346600471505	0.004358425711	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
14	-0.613944941404	-0.533445683722	-0.347179982006	0.002190898775	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
15	-0.609324598441	-0.526686706487	-0.346501241969	0.006811241738	HELD_FOLIO_FOCAL_IDENTITY_ALIGNMENT_NULL
